gen,tpg-gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-teams,champ-learners,champ-bid-inst,champ-act-inst,champ-real-acts,pop-roots,pop-teams,pop-learners,hh-learners-rem,hh-teams-affected,b-teams,b-learners,b-teams-new,b-learners-new
0,0,372,-211.5834,-10.9429,-115.2052,-10.9429,f4786be2-2fe2-4de0-bcd5-588e5a9e7f1f,-10.9429,1.6488,1,2,126,25,2,360,360,720,-1,-1,0,0,0,0
1,1,220,-173.6316,-10.9429,-104.6122,-21.3202,f4786be2-2fe2-4de0-bcd5-588e5a9e7f1f,-10.9429,1.6488,1,2,126,25,2,360,411,738,-1,-1,0,0,0,0
2,2,242,-153.996,7.9832,-98.0229,7.9832,a785c410-1864-4a95-9115-c9ee76c6a0f1,7.9832,1.7376,2,4,266,49,3,360,430,776,-1,-1,0,0,0,0
3,3,313,-128.4105,9.0825,-90.6423,9.0825,6ea2995b-4fdf-4199-8e8a-0267ec9bf7ca,9.0825,2.6174,2,4,265,49,3,361,424,780,-1,-1,0,0,0,0
4,4,377,-154.3844,11.4205,-82.6793,11.4205,6cc436f1-8b12-4f51-9cc0-4f9a6b1ef848,11.4205,1.8426,2,4,265,49,3,361,441,832,-1,-1,0,0,0,0
5,5,431,-140.5479,11.4205,-72.4933,6.3427,6cc436f1-8b12-4f51-9cc0-4f9a6b1ef848,11.4205,1.8426,2,4,265,49,3,360,441,801,-1,-1,0,0,0,0
6,6,416,-141.9912,11.4205,-65.2845,8.1272,6cc436f1-8b12-4f51-9cc0-4f9a6b1ef848,11.4205,1.8426,2,4,265,49,3,360,448,836,-1,-1,0,0,0,0
7,7,421,-128.1253,11.4205,-52.007,9.2456,6cc436f1-8b12-4f51-9cc0-4f9a6b1ef848,11.4205,1.8426,2,4,265,49,3,360,430,810,-1,-1,0,0,0,0
8,8,466,-125.1074,11.4205,-45.8407,5.9568,6cc436f1-8b12-4f51-9cc0-4f9a6b1ef848,11.4205,1.8426,2,4,265,49,3,360,439,838,-1,-1,0,0,0,0
9,9,479,-129.137,11.4205,-33.4934,8.9514,6cc436f1-8b12-4f51-9cc0-4f9a6b1ef848,11.4205,1.8426,2,4,265,49,3,360,431,774,-1,-1,0,0,0,0
10,10,512,-119.483,11.4205,-25.8363,5.9637,6cc436f1-8b12-4f51-9cc0-4f9a6b1ef848,11.4205,1.8426,2,4,265,49,3,360,439,784,-1,-1,0,0,0,0
11,11,378,-124.3612,11.4205,-42.6725,6.8134,6cc436f1-8b12-4f51-9cc0-4f9a6b1ef848,11.4205,1.8426,2,4,265,49,3,360,463,1021,-1,-1,0,0,0,0
12,12,503,-120.751,11.4205,-22.5079,11.2559,6cc436f1-8b12-4f51-9cc0-4f9a6b1ef848,11.4205,1.8426,2,4,265,49,3,360,464,895,-1,-1,0,0,0,0
13,13,471,-121.2413,11.4205,-21.3514,7.8908,6cc436f1-8b12-4f51-9cc0-4f9a6b1ef848,11.4205,1.8426,2,4,265,49,3,360,455,863,-1,-1,0,0,0,0
14,14,399,-125.9298,11.4205,-20.3262,8.8379,6cc436f1-8b12-4f51-9cc0-4f9a6b1ef848,11.4205,1.8426,2,4,265,49,3,360,433,811,-1,-1,0,0,0,0
15,15,503,-121.4679,11.4205,-15.2517,8.527,6cc436f1-8b12-4f51-9cc0-4f9a6b1ef848,11.4205,1.8426,2,4,265,49,3,360,427,771,-1,-1,0,0,0,0
16,16,384,-146.9058,11.4205,-43.6482,6.6186,6cc436f1-8b12-4f51-9cc0-4f9a6b1ef848,11.4205,1.8426,2,4,265,49,3,360,466,1053,-1,-1,0,0,0,0
17,17,445,-119.6485,11.4205,-15.2557,10.5076,6cc436f1-8b12-4f51-9cc0-4f9a6b1ef848,11.4205,1.8426,2,4,265,49,3,360,449,861,-1,-1,0,0,0,0
18,18,459,-122.0396,11.4205,-18.2379,6.6926,6cc436f1-8b12-4f51-9cc0-4f9a6b1ef848,11.4205,1.8426,2,4,265,49,3,360,441,828,-1,-1,0,0,0,0
