gen,tpg-gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-teams,champ-learners,champ-bid-inst,champ-act-inst,champ-real-acts,pop-roots,pop-teams,pop-learners,hh-learners-rem,hh-teams-affected,b-teams,b-learners,b-teams-new,b-learners-new
0,0,411,-207.0395,-24.1916,-113.5872,-24.1916,8313ed3f-2dd4-4e92-b6e4-1ba6bf48ed05,-24.1916,38.5168,1,2,110,100,2,360,360,720,-1,-1,0,0,0,0
1,1,201,-201.7064,-24.1916,-105.0485,-38.0124,8313ed3f-2dd4-4e92-b6e4-1ba6bf48ed05,-24.1916,38.5168,1,2,110,100,2,361,399,720,-1,-1,0,0,0,0
2,2,234,-135.2842,-24.1916,-98.6396,-39.2691,8313ed3f-2dd4-4e92-b6e4-1ba6bf48ed05,-24.1916,38.5168,1,2,110,100,2,360,416,727,-1,-1,0,0,0,0
3,3,298,-212.4432,-21.3509,-92.3958,-21.3509,4ed8cd17-78e5-4a54-bcc8-842d93caa198,-21.3509,0.7434,1,3,153,64,3,360,427,750,-1,-1,0,0,0,0
4,4,333,-153.7529,2.996,-87.1629,2.996,2f0726df-d5ec-4980-978e-85d5b5ada5d5,2.996,1.7038,3,7,502,203,5,360,444,783,-1,-1,0,0,0,0
5,5,390,-163.6757,2.996,-81.1622,-0.6494,2f0726df-d5ec-4980-978e-85d5b5ada5d5,2.996,1.7038,3,7,502,203,5,360,439,786,-1,-1,0,0,0,0
6,6,476,-195.4329,2.996,-76.833,-8.1134,2f0726df-d5ec-4980-978e-85d5b5ada5d5,2.996,1.7038,3,7,502,203,5,360,459,866,-1,-1,0,0,0,0
7,7,483,-151.2981,25.7358,-70.1054,25.7358,0d43e2d4-93ab-4e21-b7c4-36c76c41d43d,25.7358,11.6035,4,11,834,324,8,360,472,903,-1,-1,0,0,0,0
8,8,398,-138.3861,25.7358,-65.0999,-0.2234,0d43e2d4-93ab-4e21-b7c4-36c76c41d43d,25.7358,11.6035,4,11,834,324,8,360,477,920,-1,-1,0,0,0,0
9,9,465,-140.869,25.7358,-57.4297,9.7289,0d43e2d4-93ab-4e21-b7c4-36c76c41d43d,25.7358,11.6035,4,11,834,324,8,361,478,927,-1,-1,0,0,0,0
10,10,473,-125.0642,25.7358,-52.2766,11.9932,0d43e2d4-93ab-4e21-b7c4-36c76c41d43d,25.7358,11.6035,4,11,834,324,8,361,473,943,-1,-1,0,0,0,0
11,11,439,-154.9516,25.7358,-64.1858,-1.6276,0d43e2d4-93ab-4e21-b7c4-36c76c41d43d,25.7358,11.6035,4,11,834,324,8,361,506,1211,-1,-1,0,0,0,0
12,12,437,-119.7377,25.7358,-44.4504,24.7014,0d43e2d4-93ab-4e21-b7c4-36c76c41d43d,25.7358,11.6035,4,11,834,324,8,361,475,1004,-1,-1,0,0,0,0
13,13,513,-139.242,28.2307,-44.5426,28.2307,70f20dff-0ac1-4d0d-acdc-2a0d118994c7,28.2307,7.899,1,4,334,161,4,361,467,988,-1,-1,0,0,0,0
14,14,479,-151.6053,30.8734,-44.7373,30.8734,0cabb667-c1de-49b1-a9e4-6bc975e5ced8,30.8734,32.2705,1,3,275,71,3,360,466,1008,-1,-1,0,0,0,0
15,15,521,-150.4453,30.8734,-43.3016,28.4628,0cabb667-c1de-49b1-a9e4-6bc975e5ced8,30.8734,32.2705,1,3,275,71,3,360,475,1005,-1,-1,0,0,0,0
