gen,tpg-gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-teams,champ-learners,champ-bid-inst,champ-act-inst,champ-real-acts,pop-roots,pop-teams,pop-learners,hh-learners-rem,hh-teams-affected,b-teams,b-learners,b-teams-new,b-learners-new
0,0,389,-198.0887,1.9725,-112.5627,1.9725,6366081d-50cb-448d-a573-a76ecfda5d27,1.9725,1.884,1,2,80,99,2,360,360,720,-1,-1,0,0,0,0
1,1,244,-195.8403,1.9725,-102.9987,-19.6719,6366081d-50cb-448d-a573-a76ecfda5d27,1.9725,1.884,1,2,80,99,2,360,415,755,-1,-1,0,0,0,0
2,2,297,-136.0018,1.9725,-94.4507,1.0278,6366081d-50cb-448d-a573-a76ecfda5d27,1.9725,1.884,1,2,80,99,2,360,434,758,-1,-1,0,0,0,0
3,3,345,-195.8555,2.5137,-87.3085,2.5137,30b8c09d-78d5-4135-9cd0-0d3eae342e38,2.5137,0.1457,1,2,79,99,2,360,439,771,-1,-1,0,0,0,0
4,4,394,-149.362,2.5137,-80.3059,-14.2158,30b8c09d-78d5-4135-9cd0-0d3eae342e38,2.5137,0.1457,1,2,79,99,2,360,450,788,-1,-1,0,0,0,0
5,5,447,-126.6393,2.5137,-72.9685,0.8542,30b8c09d-78d5-4135-9cd0-0d3eae342e38,2.5137,0.1457,1,2,79,99,2,360,453,805,-1,-1,0,0,0,0
6,6,463,-150.222,2.5137,-64.6903,1.6619,30b8c09d-78d5-4135-9cd0-0d3eae342e38,2.5137,0.1457,1,2,79,99,2,360,450,827,-1,-1,0,0,0,0
7,7,438,-163.0624,4.749,-58.7605,4.749,7e899d68-4ab2-41db-9eab-eca611b26c41,4.749,1.6476,4,9,618,286,6,361,443,805,-1,-1,0,0,0,0
8,8,473,-149.5766,4.749,-49.0656,3.2439,7e899d68-4ab2-41db-9eab-eca611b26c41,4.749,1.6476,4,9,618,286,6,360,431,778,-1,-1,0,0,0,0
9,9,569,-119.6148,4.749,-44.6499,2.0929,7e899d68-4ab2-41db-9eab-eca611b26c41,4.749,1.6476,4,9,618,286,6,360,451,865,-1,-1,0,0,0,0
10,10,460,-125.9191,4.749,-45.3517,3.4865,7e899d68-4ab2-41db-9eab-eca611b26c41,4.749,1.6476,4,9,618,286,6,360,464,946,-1,-1,0,0,0,0
11,11,423,-143.3011,4.749,-56.0969,4.354,7e899d68-4ab2-41db-9eab-eca611b26c41,4.749,1.6476,4,9,618,286,6,360,512,1243,-1,-1,0,0,0,0
12,12,388,-118.3663,6.4885,-35.1717,6.4885,568a0e4c-cbeb-40d9-867b-ad95e809155a,6.4885,0.1099,1,3,138,53,3,360,483,1021,-1,-1,0,0,0,0
13,13,446,-137.7094,6.4885,-34.8802,3.4226,568a0e4c-cbeb-40d9-867b-ad95e809155a,6.4885,0.1099,1,3,138,53,3,360,479,988,-1,-1,0,0,0,0
14,14,455,-190.5265,6.4885,-30.9123,4.8119,568a0e4c-cbeb-40d9-867b-ad95e809155a,6.4885,0.1099,1,3,138,53,3,360,469,969,-1,-1,0,0,0,0
15,15,519,-121.8169,6.4885,-26.9922,3.9568,568a0e4c-cbeb-40d9-867b-ad95e809155a,6.4885,0.1099,1,3,138,53,3,360,469,995,-1,-1,0,0,0,0
16,16,407,-132.9761,6.8755,-44.6472,6.8755,83c75a97-2446-470c-813b-c0f7d79b067f,6.8755,0.2239,1,2,117,91,2,360,498,1201,-1,-1,0,0,0,0
17,17,425,-167.2323,6.8755,-24.5767,6.7318,83c75a97-2446-470c-813b-c0f7d79b067f,6.8755,0.2239,1,2,117,91,2,360,481,1033,-1,-1,0,0,0,0
18,18,507,-142.2012,7.0373,-17.7465,7.0373,eed72794-dba3-41f1-a5a0-85df5a2b3fce,7.0373,0.9924,1,2,117,91,2,361,473,941,-1,-1,0,0,0,0
19,19,531,-160.9261,7.0373,-17.8999,6.2951,eed72794-dba3-41f1-a5a0-85df5a2b3fce,7.0373,0.9924,1,2,117,91,2,360,474,903,-1,-1,0,0,0,0
20,20,423,-126.2894,7.0373,-10.5226,5.8247,eed72794-dba3-41f1-a5a0-85df5a2b3fce,7.0373,0.9924,1,2,117,91,2,360,430,779,-1,-1,0,0,0,0
21,21,466,-164.6076,7.0373,-40.1315,6.8308,eed72794-dba3-41f1-a5a0-85df5a2b3fce,7.0373,0.9924,1,2,117,91,2,360,471,1104,-1,-1,0,0,0,0
22,22,494,-123.4057,7.0373,-15.1609,6.4155,eed72794-dba3-41f1-a5a0-85df5a2b3fce,7.0373,0.9924,1,2,117,91,2,360,461,904,-1,-1,0,0,0,0
23,23,469,-141.7359,8.0623,-10.6655,8.0623,cf642a56-a85a-4e18-a7d8-6e32a1cb562b,8.0623,0.0548,2,6,217,70,5,360,434,852,-1,-1,0,0,0,0
24,24,579,-136.3421,8.0697,-14.8591,8.0697,793f22f5-5649-4424-b3b9-8922c4bcb9f7,8.0697,0.1029,2,5,218,64,4,360,451,925,-1,-1,0,0,0,0
25,25,524,-150.5503,8.0697,-12.9541,8.0244,793f22f5-5649-4424-b3b9-8922c4bcb9f7,8.0697,0.1029,2,5,218,64,4,360,444,929,-1,-1,0,0,0,0
26,26,432,-148.8044,8.0697,-42.0866,6.6336,793f22f5-5649-4424-b3b9-8922c4bcb9f7,8.0697,0.1029,2,5,218,64,4,361,489,1246,-1,-1,0,0,0,0
27,27,413,-142.1529,8.0697,-12.0046,8.0536,793f22f5-5649-4424-b3b9-8922c4bcb9f7,8.0697,0.1029,2,5,218,64,4,360,452,1024,-1,-1,0,0,0,0
28,28,560,-124.9353,8.0959,-12.3682,8.0959,b1b44144-e2f3-40e4-b2ee-04aaf04a5eb3,8.0959,0.0528,2,6,217,70,5,360,457,1020,-1,-1,0,0,0,0
29,29,533,-119.0708,8.1128,-11.0697,8.1128,21bd4f15-c3bf-4b95-830b-bac264a64f82,8.1128,0.0293,2,5,217,63,4,360,454,1009,-1,-1,0,0,0,0
30,30,439,-146.6316,8.1128,-16.6923,8.1022,21bd4f15-c3bf-4b95-830b-bac264a64f82,8.1128,0.0293,2,5,217,63,4,361,451,987,-1,-1,0,0,0,0
31,31,346,-131.0553,8.1128,-35.5176,8.0893,21bd4f15-c3bf-4b95-830b-bac264a64f82,8.1128,0.0293,2,5,217,63,4,361,465,1146,-1,-1,0,0,0,0
32,32,424,-129.7888,8.1128,-12.7273,8.0688,21bd4f15-c3bf-4b95-830b-bac264a64f82,8.1128,0.0293,2,5,217,63,4,361,445,962,-1,-1,0,0,0,0
33,33,472,-142.9148,8.1128,-18.0924,8.0664,21bd4f15-c3bf-4b95-830b-bac264a64f82,8.1128,0.0293,2,5,217,63,4,361,453,958,-1,-1,0,0,0,0
34,34,467,-137.2973,8.1128,-13.3403,7.4837,21bd4f15-c3bf-4b95-830b-bac264a64f82,8.1128,0.0293,2,5,217,63,4,361,440,944,-1,-1,0,0,0,0
35,35,424,-124.1295,8.1533,-6.9911,8.1533,c6972ceb-9cae-48b0-a85a-ddf287973f89,8.1533,0.0759,2,5,218,63,4,360,411,855,-1,-1,0,0,0,0
36,36,445,-163.0057,8.1533,-48.6218,7.3089,c6972ceb-9cae-48b0-a85a-ddf287973f89,8.1533,0.0759,2,5,218,63,4,360,478,1246,-1,-1,0,0,0,0
37,37,418,-129.3033,8.1533,-14.9553,8.1317,c6972ceb-9cae-48b0-a85a-ddf287973f89,8.1533,0.0759,2,5,218,63,4,360,457,1055,-1,-1,0,0,0,0
38,38,433,-130.5433,8.1533,-11.3265,8.1081,c6972ceb-9cae-48b0-a85a-ddf287973f89,8.1533,0.0759,2,5,218,63,4,360,432,930,-1,-1,0,0,0,0
39,39,469,-132.9032,8.1533,-12.8239,8.1103,c6972ceb-9cae-48b0-a85a-ddf287973f89,8.1533,0.0759,2,5,218,63,4,360,421,903,-1,-1,0,0,0,0
40,40,532,-134.6118,8.1902,-15.4511,8.1902,7e6525ff-1246-4529-8f95-5de1a1d67c3e,8.1902,2.5015,1,2,79,98,2,361,438,929,-1,-1,0,0,0,0
41,41,398,-178.8146,8.1902,-31.8955,8.0798,7e6525ff-1246-4529-8f95-5de1a1d67c3e,8.1902,2.5015,1,2,79,98,2,360,447,1107,-1,-1,0,0,0,0
42,42,475,-145.4685,8.1902,-13.1385,8.1296,7e6525ff-1246-4529-8f95-5de1a1d67c3e,8.1902,2.5015,1,2,79,98,2,360,436,926,-1,-1,0,0,0,0
43,43,523,-146.6482,8.1902,-14.0228,8.1689,7e6525ff-1246-4529-8f95-5de1a1d67c3e,8.1902,2.5015,1,2,79,98,2,361,438,927,-1,-1,0,0,0,0
44,44,494,-136.0608,8.1902,-10.8082,8.1394,7e6525ff-1246-4529-8f95-5de1a1d67c3e,8.1902,2.5015,1,2,79,98,2,360,431,901,-1,-1,0,0,0,0
45,45,548,-148.024,8.4801,-10.8157,8.4801,c3914243-2831-4bdd-8f99-284089c08b2a,8.4801,1.5963,1,2,115,91,2,360,434,907,-1,-1,0,0,0,0
46,46,410,-140.2205,8.4801,-37.7582,8.1411,c3914243-2831-4bdd-8f99-284089c08b2a,8.4801,1.5963,1,2,115,91,2,360,473,1189,-1,-1,0,0,0,0
47,47,448,-123.4752,8.4801,-5.3492,8.1707,c3914243-2831-4bdd-8f99-284089c08b2a,8.4801,1.5963,1,2,115,91,2,360,438,952,-1,-1,0,0,0,0
48,48,470,-143.2829,8.4801,-9.1574,8.1778,c3914243-2831-4bdd-8f99-284089c08b2a,8.4801,1.5963,1,2,115,91,2,360,420,889,-1,-1,0,0,0,0
49,49,540,-123.9669,8.4801,-12.8402,8.1434,c3914243-2831-4bdd-8f99-284089c08b2a,8.4801,1.5963,1,2,115,91,2,360,433,889,-1,-1,0,0,0,0
50,50,568,-129.0677,8.4801,-11.0564,8.1836,c3914243-2831-4bdd-8f99-284089c08b2a,8.4801,1.5963,1,2,115,91,2,360,449,912,-1,-1,0,0,0,0
51,51,370,-152.5661,8.4801,-35.284,8.037,c3914243-2831-4bdd-8f99-284089c08b2a,8.4801,1.5963,1,2,115,91,2,361,473,1115,-1,-1,0,0,0,0
52,52,373,-131.36,8.4801,-9.4715,8.1392,c3914243-2831-4bdd-8f99-284089c08b2a,8.4801,1.5963,1,2,115,91,2,360,433,875,-1,-1,0,0,0,0
53,53,481,-120.921,8.4801,-6.177,8.1937,c3914243-2831-4bdd-8f99-284089c08b2a,8.4801,1.5963,1,2,115,91,2,360,417,793,-1,-1,0,0,0,0
54,54,609,-120.4597,8.4801,-7.0446,8.1705,c3914243-2831-4bdd-8f99-284089c08b2a,8.4801,1.5963,1,2,115,91,2,360,435,853,-1,-1,0,0,0,0
55,55,566,-133.0887,8.4801,-10.6041,8.167,c3914243-2831-4bdd-8f99-284089c08b2a,8.4801,1.5963,1,2,115,91,2,360,450,901,-1,-1,0,0,0,0
56,56,400,-162.9988,8.4801,-30.3996,8.1004,c3914243-2831-4bdd-8f99-284089c08b2a,8.4801,1.5963,1,2,115,91,2,360,471,1108,-1,-1,0,0,0,0
57,57,381,-124.4064,8.4801,-5.0781,8.184,c3914243-2831-4bdd-8f99-284089c08b2a,8.4801,1.5963,1,2,115,91,2,360,427,835,-1,-1,0,0,0,0
58,58,593,-120.6595,8.4801,-8.6746,8.2093,c3914243-2831-4bdd-8f99-284089c08b2a,8.4801,1.5963,1,2,115,91,2,360,447,902,-1,-1,0,0,0,0
59,59,531,-120.5004,8.4801,-3.6094,8.1672,c3914243-2831-4bdd-8f99-284089c08b2a,8.4801,1.5963,1,2,115,91,2,360,436,870,-1,-1,0,0,0,0
60,60,539,-128.1543,8.4801,-12.083,8.1889,c3914243-2831-4bdd-8f99-284089c08b2a,8.4801,1.5963,1,2,115,91,2,360,452,933,-1,-1,0,0,0,0
61,61,443,-146.7122,8.4801,-32.4115,8.1219,c3914243-2831-4bdd-8f99-284089c08b2a,8.4801,1.5963,1,2,115,91,2,360,487,1166,-1,-1,0,0,0,0
62,62,474,-128.6215,8.4801,-7.4116,8.1868,c3914243-2831-4bdd-8f99-284089c08b2a,8.4801,1.5963,1,2,115,91,2,360,473,982,-1,-1,0,0,0,0
63,63,474,-122.1511,8.4801,-2.6138,8.1684,c3914243-2831-4bdd-8f99-284089c08b2a,8.4801,1.5963,1,2,115,91,2,360,445,893,-1,-1,0,0,0,0
64,64,513,-146.7967,8.4801,-9.3703,8.141,c3914243-2831-4bdd-8f99-284089c08b2a,8.4801,1.5963,1,2,115,91,2,360,441,905,-1,-1,0,0,0,0
65,65,532,-131.0305,8.4801,-7.4485,8.1657,c3914243-2831-4bdd-8f99-284089c08b2a,8.4801,1.5963,1,2,115,91,2,360,434,879,-1,-1,0,0,0,0
