gen,tpg-gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-teams,champ-learners,champ-bid-inst,champ-act-inst,champ-real-acts,pop-roots,pop-teams,pop-learners,hh-learners-rem,hh-teams-affected,b-teams,b-learners,b-teams-new,b-learners-new
0,0,403,-186.9784,-21.9128,-111.8704,-21.9128,9d18a4d6-a821-41ad-9619-623d6b1e0518,-21.9128,1.6937,1,2,118,29,2,360,360,720,-1,-1,0,0,0,0
1,1,288,-156.5005,-11.6149,-100.6496,-11.6149,4956add2-afa4-4373-8aa3-c6de454ff9be,-11.6149,0.688,1,3,319,71,3,360,408,727,-1,-1,0,0,0,0
2,2,326,-144.2844,-1.7063,-92.2262,-1.7063,f16c9f15-3fe7-43f8-ac4f-139cfe0b9034,-1.7063,0.649,3,7,603,191,5,360,428,753,-1,-1,0,0,0,0
3,3,352,-145.6761,-1.7063,-82.7427,-2.5281,f16c9f15-3fe7-43f8-ac4f-139cfe0b9034,-1.7063,0.649,3,7,603,191,5,360,434,796,-1,-1,0,0,0,0
4,4,428,-128.3046,-0.212,-73.1869,-0.212,03a7e8a9-7443-4b33-b4b1-c7e18eab252f,-0.212,2.1812,1,2,182,85,2,360,441,828,-1,-1,0,0,0,0
5,5,485,-187.9032,0.3369,-63.2855,0.3369,edbe5022-2c1a-4704-8b3c-3d463761c996,0.3369,2.842,3,8,765,386,6,360,454,877,-1,-1,0,0,0,0
6,6,462,-124.0228,1.6524,-55.4012,1.6524,a8b599f0-24bf-4c1f-a37e-d1501510c945,1.6524,0.361,1,3,172,200,3,360,454,865,-1,-1,0,0,0,0
7,7,461,-158.0313,4.9019,-47.7221,4.9019,e9aaa602-ea48-4a2d-95b1-0655f7a98fad,4.9019,1.4897,2,5,373,43,4,360,447,838,-1,-1,0,0,0,0
8,8,547,-136.803,4.9019,-42.154,4.5155,e9aaa602-ea48-4a2d-95b1-0655f7a98fad,4.9019,1.4897,2,5,373,43,4,361,465,854,-1,-1,0,0,0,0
9,9,477,-128.4145,4.9019,-35.7861,2.0427,e9aaa602-ea48-4a2d-95b1-0655f7a98fad,4.9019,1.4897,2,5,373,43,4,360,461,854,-1,-1,0,0,0,0
10,10,524,-120.9851,4.9019,-31.7275,4.3866,e9aaa602-ea48-4a2d-95b1-0655f7a98fad,4.9019,1.4897,2,5,373,43,4,360,466,890,-1,-1,0,0,0,0
11,11,333,-125.5877,4.9019,-47.4734,4.1349,e9aaa602-ea48-4a2d-95b1-0655f7a98fad,4.9019,1.4897,2,5,373,43,4,360,481,1132,-1,-1,0,0,0,0
