gen,tpg-gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-teams,champ-learners,champ-bid-inst,champ-act-inst,champ-real-acts,pop-roots,pop-teams,pop-learners,hh-learners-rem,hh-teams-affected,b-teams,b-learners,b-teams-new,b-learners-new
0,0,351,-203.5979,-6.4535,-113.8472,-6.4535,2fbf37e6-3afb-4aa5-be46-11caa5b92b59,-6.4535,1.3555,1,2,154,35,2,360,360,720,-1,-1,0,0,0,0
1,1,234,-152.2989,-6.4535,-104.5529,-7.234,2fbf37e6-3afb-4aa5-be46-11caa5b92b59,-6.4535,1.3555,1,2,154,35,2,360,412,733,-1,-1,0,0,0,0
2,2,251,-130.2059,-6.4535,-96.7175,-18.7986,2fbf37e6-3afb-4aa5-be46-11caa5b92b59,-6.4535,1.3555,1,2,154,35,2,360,419,744,-1,-1,0,0,0,0
3,3,338,-124.7283,4.1777,-88.2691,4.1777,572240d6-f67d-427e-a129-6bd72bc8761a,4.1777,1.3079,4,10,740,266,7,360,445,802,-1,-1,0,0,0,0
4,4,310,-140.8611,4.1777,-79.8937,-7.2126,572240d6-f67d-427e-a129-6bd72bc8761a,4.1777,1.3079,4,10,740,266,7,360,443,818,-1,-1,0,0,0,0
5,5,376,-128.1915,4.1777,-72.1568,3.2644,572240d6-f67d-427e-a129-6bd72bc8761a,4.1777,1.3079,4,10,740,266,7,361,451,831,-1,-1,0,0,0,0
6,6,385,-173.9763,4.1777,-63.4567,-9.7239,572240d6-f67d-427e-a129-6bd72bc8761a,4.1777,1.3079,4,10,740,266,7,361,447,855,-1,-1,0,0,0,0
7,7,411,-123.9145,4.1777,-57.5146,1.1165,572240d6-f67d-427e-a129-6bd72bc8761a,4.1777,1.3079,4,10,740,266,7,361,447,861,-1,-1,0,0,0,0
8,8,425,-124.1161,4.7218,-52.713,4.7218,00307226-1dc6-42c4-afbf-149c02a4df7c,4.7218,3.1343,1,2,88,69,2,360,457,908,-1,-1,0,0,0,0
9,9,417,-128.0799,10.5837,-47.3004,10.5837,69376afc-a3c4-42d6-a2e0-4ab44af8939e,10.5837,2.1331,3,7,522,54,5,361,452,914,-1,-1,0,0,0,0
10,10,467,-121.1501,10.5837,-41.4028,7.3131,69376afc-a3c4-42d6-a2e0-4ab44af8939e,10.5837,2.1331,3,7,522,54,5,360,456,938,-1,-1,0,0,0,0
11,11,388,-163.5371,10.5837,-58.629,0.913,69376afc-a3c4-42d6-a2e0-4ab44af8939e,10.5837,2.1331,3,7,522,54,5,360,503,1273,-1,-1,0,0,0,0
12,12,369,-141.1875,10.5837,-37.3479,5.7365,69376afc-a3c4-42d6-a2e0-4ab44af8939e,10.5837,2.1331,3,7,522,54,5,360,477,1065,-1,-1,0,0,0,0
13,13,454,-120.1753,10.5837,-33.3843,3.395,69376afc-a3c4-42d6-a2e0-4ab44af8939e,10.5837,2.1331,3,7,522,54,5,360,478,1021,-1,-1,0,0,0,0
14,14,456,-141.5592,10.5837,-26.0024,7.6467,69376afc-a3c4-42d6-a2e0-4ab44af8939e,10.5837,2.1331,3,7,522,54,5,360,463,990,-1,-1,0,0,0,0
15,15,503,-141.6249,25.7238,-24.8542,25.7238,e27de84a-3321-4888-89b1-8225f4bdd18f,25.7238,5.0442,1,4,328,152,4,361,471,1006,-1,-1,0,0,0,0
16,16,482,-183.5965,25.7238,-43.7755,8.0431,e27de84a-3321-4888-89b1-8225f4bdd18f,25.7238,5.0442,1,4,328,152,4,360,510,1305,-1,-1,0,0,0,0
17,17,471,-141.4941,25.7238,-19.7936,7.1212,e27de84a-3321-4888-89b1-8225f4bdd18f,25.7238,5.0442,1,4,328,152,4,360,498,1136,-1,-1,0,0,0,0
18,18,603,-152.3753,25.7238,-16.3992,10.5935,e27de84a-3321-4888-89b1-8225f4bdd18f,25.7238,5.0442,1,4,328,152,4,360,503,1139,-1,-1,0,0,0,0
19,19,524,-150.2226,25.7238,-21.6191,14.6533,e27de84a-3321-4888-89b1-8225f4bdd18f,25.7238,5.0442,1,4,328,152,4,360,514,1175,-1,-1,0,0,0,0
20,20,540,-178.1431,25.7238,-18.2705,7.6925,e27de84a-3321-4888-89b1-8225f4bdd18f,25.7238,5.0442,1,4,328,152,4,360,515,1193,-1,-1,0,0,0,0
21,21,400,-153.8608,35.8574,-32.7002,35.8574,c0469576-317e-4c4e-b4e1-2d5ec8aac735,35.8574,8.7237,3,9,513,206,7,360,526,1371,-1,-1,0,0,0,0
22,22,465,-188.2299,35.8574,-13.5864,7.2592,c0469576-317e-4c4e-b4e1-2d5ec8aac735,35.8574,8.7237,3,9,513,206,7,360,501,1184,-1,-1,0,0,0,0
23,23,546,-151.2614,35.8574,-13.0692,22.0448,c0469576-317e-4c4e-b4e1-2d5ec8aac735,35.8574,8.7237,3,9,513,206,7,360,500,1185,-1,-1,0,0,0,0
24,24,533,-152.4303,35.8574,-16.943,17.6029,c0469576-317e-4c4e-b4e1-2d5ec8aac735,35.8574,8.7237,3,9,513,206,7,360,508,1238,-1,-1,0,0,0,0
25,25,517,-146.1781,35.8574,-8.2179,33.5244,c0469576-317e-4c4e-b4e1-2d5ec8aac735,35.8574,8.7237,3,9,513,206,7,360,489,1148,-1,-1,0,0,0,0
26,26,437,-178.9104,35.8574,-32.2154,12.0158,c0469576-317e-4c4e-b4e1-2d5ec8aac735,35.8574,8.7237,3,9,513,206,7,360,514,1395,-1,-1,0,0,0,0
27,27,427,-152.0088,35.8574,-11.058,20.7478,c0469576-317e-4c4e-b4e1-2d5ec8aac735,35.8574,8.7237,3,9,513,206,7,360,485,1189,-1,-1,0,0,0,0
28,28,542,-152.5662,35.8574,-9.3183,35.4461,c0469576-317e-4c4e-b4e1-2d5ec8aac735,35.8574,8.7237,3,9,513,206,7,360,481,1143,-1,-1,0,0,0,0
29,29,602,-161.8595,40.7134,-12.3891,40.7134,e34a8d68-2f1a-440d-840d-bcc291f7de34,40.7134,32.3956,2,6,401,186,5,361,496,1160,-1,-1,0,0,0,0
