gen,tpg-gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-teams,champ-learners,champ-bid-inst,champ-act-inst,champ-real-acts,pop-roots,pop-teams,pop-learners,hh-learners-rem,hh-teams-affected,b-teams,b-learners,b-teams-new,b-learners-new
0,0,396,-245.4435,-11.5983,-113.4904,-11.5983,03eac17e-17bb-4d22-b3ca-0d76f1c94619,-11.5983,1.9017,1,2,51,111,2,360,360,720,-1,-1,0,0,0,0
1,1,238,-161.4766,-11.5983,-104.1797,-26.137,03eac17e-17bb-4d22-b3ca-0d76f1c94619,-11.5983,1.9017,1,2,51,111,2,360,400,714,-1,-1,0,0,0,0
2,2,293,-176.7614,-11.5983,-97.975,-13.5281,03eac17e-17bb-4d22-b3ca-0d76f1c94619,-11.5983,1.9017,1,2,51,111,2,360,441,782,-1,-1,0,0,0,0
3,3,276,-186.144,7.6233,-91.2471,7.6233,6bf943ae-82f6-4c20-baca-945345e4e39b,7.6233,0.063,1,2,48,66,2,360,428,774,-1,-1,0,0,0,0
4,4,352,-127.8494,7.6233,-84.894,4.9944,6bf943ae-82f6-4c20-baca-945345e4e39b,7.6233,0.063,1,2,48,66,2,360,441,816,-1,-1,0,0,0,0
5,5,376,-153.4435,7.6233,-78.1688,-0.1951,6bf943ae-82f6-4c20-baca-945345e4e39b,7.6233,0.063,1,2,48,66,2,360,445,854,-1,-1,0,0,0,0
6,6,416,-166.3433,7.6233,-69.5677,7.5488,6bf943ae-82f6-4c20-baca-945345e4e39b,7.6233,0.063,1,2,48,66,2,360,445,849,-1,-1,0,0,0,0
7,7,450,-165.0441,10.5713,-61.1717,10.5713,8ea0cdf9-6150-4d10-943c-43a80c59fa26,10.5713,0.0584,1,2,126,26,2,360,448,866,-1,-1,0,0,0,0
8,8,480,-203.025,11.4644,-52.7759,11.4644,5348ed65-f9fa-4980-a9f5-92081447d1d0,11.4644,0.4641,1,2,126,26,2,360,451,883,-1,-1,0,0,0,0
9,9,463,-150.2618,11.4644,-43.9105,11.2245,5348ed65-f9fa-4980-a9f5-92081447d1d0,11.4644,0.4641,1,2,126,26,2,360,449,868,-1,-1,0,0,0,0
10,10,431,-170.4639,11.4644,-41.1182,11.0603,5348ed65-f9fa-4980-a9f5-92081447d1d0,11.4644,0.4641,1,2,126,26,2,360,446,869,-1,-1,0,0,0,0
11,11,347,-161.8867,11.4644,-51.4919,10.5558,5348ed65-f9fa-4980-a9f5-92081447d1d0,11.4644,0.4641,1,2,126,26,2,360,469,1082,-1,-1,0,0,0,0
12,12,413,-124.8106,12.146,-28.2677,12.146,8ffb6bfb-34a7-4952-bfb8-cb7422046b16,12.146,0.4048,1,2,127,25,2,360,443,855,-1,-1,0,0,0,0
13,13,439,-168.4179,12.146,-26.0932,11.65,8ffb6bfb-34a7-4952-bfb8-cb7422046b16,12.146,0.4048,1,2,127,25,2,360,436,830,-1,-1,0,0,0,0
14,14,528,-164.0933,12.146,-19.8841,11.4685,8ffb6bfb-34a7-4952-bfb8-cb7422046b16,12.146,0.4048,1,2,127,25,2,361,438,849,-1,-1,0,0,0,0
15,15,543,-177.6065,12.146,-20.2216,11.5943,8ffb6bfb-34a7-4952-bfb8-cb7422046b16,12.146,0.4048,1,2,127,25,2,361,456,930,-1,-1,0,0,0,0
16,16,504,-203.3407,12.146,-39.8895,10.8629,8ffb6bfb-34a7-4952-bfb8-cb7422046b16,12.146,0.4048,1,2,127,25,2,361,509,1242,-1,-1,0,0,0,0
17,17,459,-148.2055,12.146,-10.8866,11.0422,8ffb6bfb-34a7-4952-bfb8-cb7422046b16,12.146,0.4048,1,2,127,25,2,360,481,1039,-1,-1,0,0,0,0
18,18,441,-193.8547,12.146,-10.5787,11.2698,8ffb6bfb-34a7-4952-bfb8-cb7422046b16,12.146,0.4048,1,2,127,25,2,360,462,961,-1,-1,0,0,0,0
19,19,517,-193.9603,12.146,-7.5079,11.7003,8ffb6bfb-34a7-4952-bfb8-cb7422046b16,12.146,0.4048,1,2,127,25,2,360,452,889,-1,-1,0,0,0,0
20,20,557,-165.3884,12.146,-11.7735,11.7908,8ffb6bfb-34a7-4952-bfb8-cb7422046b16,12.146,0.4048,1,2,127,25,2,360,462,940,-1,-1,0,0,0,0
21,21,448,-204.1578,12.146,-32.3054,11.3362,8ffb6bfb-34a7-4952-bfb8-cb7422046b16,12.146,0.4048,1,2,127,25,2,361,486,1200,-1,-1,0,0,0,0
22,22,430,-180.7591,12.146,-9.5907,12.0258,8ffb6bfb-34a7-4952-bfb8-cb7422046b16,12.146,0.4048,1,2,127,25,2,361,466,1014,-1,-1,0,0,0,0
23,23,552,-202.739,12.1578,-14.2047,12.1578,cca9ef30-ac6c-4abc-a273-fe83b6afae77,12.1578,0.4539,1,4,179,86,4,361,479,1075,-1,-1,0,0,0,0
24,24,481,-183.4626,12.1578,-10.3516,12.1333,cca9ef30-ac6c-4abc-a273-fe83b6afae77,12.1578,0.4539,1,4,179,86,4,360,473,1021,-1,-1,0,0,0,0
25,25,563,-155.7551,12.2304,-6.5571,12.2304,6ffae660-4fd9-448b-8d4f-01d5dfa9c483,12.2304,1.5325,1,3,181,36,3,360,469,988,-1,-1,0,0,0,0
26,26,467,-227.3041,12.2304,-36.9842,11.9111,6ffae660-4fd9-448b-8d4f-01d5dfa9c483,12.2304,1.5325,1,3,181,36,3,360,511,1292,-1,-1,0,0,0,0
27,27,504,-126.4918,12.2304,-5.0768,12.1938,6ffae660-4fd9-448b-8d4f-01d5dfa9c483,12.2304,1.5325,1,3,181,36,3,360,499,1095,-1,-1,0,0,0,0
28,28,508,-160.342,12.482,-6.8934,12.482,b7f5965f-e2f5-4e56-a5fc-e9f1504bcd8d,12.482,0.5419,1,2,131,25,2,360,492,1065,-1,-1,0,0,0,0
29,29,535,-175.4468,12.482,-4.1665,12.3108,b7f5965f-e2f5-4e56-a5fc-e9f1504bcd8d,12.482,0.5419,1,2,131,25,2,360,486,1037,-1,-1,0,0,0,0
30,30,543,-140.9893,13.7591,-7.4267,13.7591,05e871e6-62a0-47b0-9f9b-3fe0a9f74f63,13.7591,0.3124,1,3,181,36,3,360,490,1057,-1,-1,0,0,0,0
31,31,391,-202.8851,13.7591,-25.5347,12.1475,05e871e6-62a0-47b0-9f9b-3fe0a9f74f63,13.7591,0.3124,1,3,181,36,3,360,492,1197,-1,-1,0,0,0,0
32,32,509,-115.4526,13.7591,-3.3922,12.2413,05e871e6-62a0-47b0-9f9b-3fe0a9f74f63,13.7591,0.3124,1,3,181,36,3,360,480,991,-1,-1,0,0,0,0
