gen,tpg-gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-teams,champ-learners,champ-bid-inst,champ-act-inst,champ-real-acts,pop-roots,pop-teams,pop-learners,hh-learners-rem,hh-teams-affected,b-teams,b-learners,b-teams-new,b-learners-new
0,0,345,-196.7311,-36.2694,-114.553,-36.2694,01100a32-2768-421c-8238-baaf4e1425aa,-36.2694,16.626,1,2,138,59,2,360,360,720,-1,-1,0,0,0,0
1,1,262,-156.1543,-9.9045,-103.8192,-9.9045,1485c08f-68f5-4df8-a231-fdbdd6b5fbdd,-9.9045,0.451,1,2,94,62,2,360,406,724,-1,-1,0,0,0,0
2,2,263,-183.43,-9.9045,-97.707,-36.281,1485c08f-68f5-4df8-a231-fdbdd6b5fbdd,-9.9045,0.451,1,2,94,62,2,360,420,740,-1,-1,0,0,0,0
3,3,282,-156.4781,-9.9045,-91.6335,-30.642,1485c08f-68f5-4df8-a231-fdbdd6b5fbdd,-9.9045,0.451,1,2,94,62,2,360,430,770,-1,-1,0,0,0,0
4,4,351,-157.5157,-9.9045,-84.5104,-10.696,1485c08f-68f5-4df8-a231-fdbdd6b5fbdd,-9.9045,0.451,1,2,94,62,2,360,441,818,-1,-1,0,0,0,0
5,5,411,-163.0356,-9.7979,-81.0845,-9.7979,0925e63d-5861-4e70-a787-0913c173404e,-9.7979,1.4584,1,2,95,62,2,360,462,869,-1,-1,0,0,0,0
6,6,406,-168.4413,-3.2563,-74.0894,-3.2563,2d71f4b8-a2cb-4351-92d3-cbe4e261a0c8,-3.2563,4.0371,2,4,227,184,3,360,468,897,-1,-1,0,0,0,0
7,7,366,-161.8315,2.1422,-67.9313,2.1422,12fe5a77-23e1-4e2f-9321-47fdbcdc0c6c,2.1422,4.8886,2,5,165,193,4,360,466,910,-1,-1,0,0,0,0
8,8,396,-135.1344,2.1422,-65.9863,-9.1956,12fe5a77-23e1-4e2f-9321-47fdbcdc0c6c,2.1422,4.8886,2,5,165,193,4,360,464,894,-1,-1,0,0,0,0
9,9,453,-135.446,2.1422,-60.0921,-2.4575,12fe5a77-23e1-4e2f-9321-47fdbcdc0c6c,2.1422,4.8886,2,5,165,193,4,360,473,897,-1,-1,0,0,0,0
10,10,458,-148.3693,2.1422,-55.6103,-1.3963,12fe5a77-23e1-4e2f-9321-47fdbcdc0c6c,2.1422,4.8886,2,5,165,193,4,360,472,918,-1,-1,0,0,0,0
11,11,372,-165.4855,2.1422,-65.6608,1.1766,12fe5a77-23e1-4e2f-9321-47fdbcdc0c6c,2.1422,4.8886,2,5,165,193,4,360,503,1195,-1,-1,0,0,0,0
12,12,393,-178.7587,2.1422,-48.0926,2.0541,12fe5a77-23e1-4e2f-9321-47fdbcdc0c6c,2.1422,4.8886,2,5,165,193,4,360,477,971,-1,-1,0,0,0,0
13,13,518,-180.5813,4.7172,-47.0473,4.7172,91c5a406-4962-4ef4-85ad-b2927a0e7202,4.7172,1.8248,1,4,254,128,4,360,487,1032,-1,-1,0,0,0,0
14,14,499,-156.1593,4.7172,-40.3505,4.521,91c5a406-4962-4ef4-85ad-b2927a0e7202,4.7172,1.8248,1,4,254,128,4,360,487,1007,-1,-1,0,0,0,0
15,15,423,-167.0022,17.5093,-38.9222,17.5093,fb7f4c9c-01ba-4f83-9eb3-af60f5f23f28,17.5093,7.8543,3,9,412,380,7,360,469,990,-1,-1,0,0,0,0
16,16,393,-197.8468,17.5093,-53.4856,8.1613,fb7f4c9c-01ba-4f83-9eb3-af60f5f23f28,17.5093,7.8543,3,9,412,380,7,361,501,1222,-1,-1,0,0,0,0
17,17,394,-159.5218,17.5093,-34.6853,5.5418,fb7f4c9c-01ba-4f83-9eb3-af60f5f23f28,17.5093,7.8543,3,9,412,380,7,360,484,1041,-1,-1,0,0,0,0
18,18,505,-170.4601,22.145,-26.6709,22.145,dfafe5eb-465c-468c-b505-85f520d3fea0,22.145,8.8316,3,9,376,294,7,360,477,1023,-1,-1,0,0,0,0
19,19,537,-159.3884,22.145,-24.8833,16.3163,dfafe5eb-465c-468c-b505-85f520d3fea0,22.145,8.8316,3,9,376,294,7,360,478,1025,-1,-1,0,0,0,0
20,20,507,-149.8747,22.145,-23.4988,21.8243,dfafe5eb-465c-468c-b505-85f520d3fea0,22.145,8.8316,3,9,376,294,7,360,481,1022,-1,-1,0,0,0,0
21,21,376,-165.1025,22.145,-46.1931,17.9979,dfafe5eb-465c-468c-b505-85f520d3fea0,22.145,8.8316,3,9,376,294,7,360,510,1272,-1,-1,0,0,0,0
22,22,425,-140.2578,23.6765,-19.0269,23.6765,35e8dced-596d-4d2c-87f8-1da12d0557d3,23.6765,7.0422,2,6,389,259,5,360,478,1038,-1,-1,0,0,0,0
23,23,622,-142.9924,23.6765,-19.4319,19.7328,35e8dced-596d-4d2c-87f8-1da12d0557d3,23.6765,7.0422,2,6,389,259,5,361,503,1127,-1,-1,0,0,0,0
24,24,510,-165.5526,23.6765,-18.266,19.052,35e8dced-596d-4d2c-87f8-1da12d0557d3,23.6765,7.0422,2,6,389,259,5,360,496,1112,-1,-1,0,0,0,0
25,25,520,-164.9329,23.6765,-17.2102,17.8801,35e8dced-596d-4d2c-87f8-1da12d0557d3,23.6765,7.0422,2,6,389,259,5,360,492,1125,-1,-1,0,0,0,0
26,26,447,-165.8383,27.4901,-36.6879,27.4901,0ac96208-7962-42f5-b9cc-1eac92dd7757,27.4901,2.638,1,2,91,117,2,361,529,1394,-1,-1,0,0,0,0
27,27,422,-137.7858,28.0446,-12.7476,28.0446,02cba67f-fa82-440d-8836-4d014d1e0d66,28.0446,7.7502,1,2,92,117,2,360,495,1156,-1,-1,0,0,0,0
28,28,554,-166.8342,93.1143,-10.5289,93.1143,0280743d-6c58-467f-b35b-c0a70cb49536,93.1143,5.4412,1,3,84,269,3,361,494,1115,-1,-1,0,0,0,0
29,29,548,-179.8394,93.1143,-14.2252,25.5298,0280743d-6c58-467f-b35b-c0a70cb49536,93.1143,5.4412,1,3,84,269,3,360,500,1139,-1,-1,0,0,0,0
30,30,484,-129.0271,93.1143,-8.1947,28.5599,0280743d-6c58-467f-b35b-c0a70cb49536,93.1143,5.4412,1,3,84,269,3,360,477,1120,-1,-1,0,0,0,0
31,31,350,-156.8957,93.1143,-41.5227,88.507,0280743d-6c58-467f-b35b-c0a70cb49536,93.1143,5.4412,1,3,84,269,3,360,507,1336,-1,-1,0,0,0,0
32,32,456,-136.3453,93.1143,-5.8166,34.9179,0280743d-6c58-467f-b35b-c0a70cb49536,93.1143,5.4412,1,3,84,269,3,360,477,1135,-1,-1,0,0,0,0
33,33,509,-147.6124,93.1143,-16.3862,32.5533,0280743d-6c58-467f-b35b-c0a70cb49536,93.1143,5.4412,1,3,84,269,3,360,492,1130,-1,-1,0,0,0,0
34,34,496,-189.0314,93.1143,-6.8505,90.38,0280743d-6c58-467f-b35b-c0a70cb49536,93.1143,5.4412,1,3,84,269,3,360,479,1087,-1,-1,0,0,0,0
35,35,483,-140.0776,94.0855,-8.0376,94.0855,7c2dca6a-ef76-491b-a8bd-4a0442d0716c,94.0855,7.3137,1,2,77,151,2,360,472,1030,-1,-1,0,0,0,0
