gen,gen_time,fitness_min,fitness_max,fitness_avg,champ_id,champ_mean,champ_std,champ_teams,champ_learners,champ_instructions,champ_act_instructions,champ_real_acts,pop_roots,pop_teams,pop_learners
0, 101.55169701576233, -201.4516488906308, -39.930939000393764, -118.87621468783053, 7a6e2ed0-2c85-420b-bf91-786000d4a9c7, -39.930939000393764, 0.22307939121073173, 1, 1, 1,6, 1, 360, 360, 360
1, 39.03471517562866, -179.89349686202067, -39.53192103223771, -107.91237178496465, 2e705424-7e70-41e9-843c-2b98880482ea, -39.53192103223771, 0.2685961957304731, 1, 1, 31,6, 1, 360, 360, 360
2, 56.41153812408447, -155.78682208034465, -39.50349562847297, -100.81073147336467, 123491ee-d2b5-436d-a96e-4f211c03ec36, -39.50349562847297, 0.3307515834115342, 1, 1, 30,7, 1, 360, 360, 360
3, 63.82724189758301, -136.66627959811007, -39.50349562847297, -92.6847930566246, 123491ee-d2b5-436d-a96e-4f211c03ec36, -39.50349562847297, 0.3307515834115342, 1, 1, 30,7, 1, 360, 360, 360
4, 67.70361351966858, -126.63145813893718, -34.20385638669271, -83.11558753938853, 74d38a84-b8d1-4504-8dd2-65c202a185b3, -34.20385638669271, 56.52228968363452, 1, 1, 54,462, 1, 360, 360, 360
5, 86.92076206207275, -116.63397298410118, -19.265348267067008, -74.79776081802979, ae073e46-90b6-4b44-b550-362f87ed66c9, -19.265348267067008, 0.32626804344239463, 1, 1, 1,7, 1, 360, 360, 360
6, 96.27651000022888, -129.44625197040347, -18.993622164638467, -63.08405720969442, 1bd1b4b3-7cc5-4e96-b5c6-bf3f07f35c57, -18.993622164638467, 0.31941398304666485, 1, 1, 1,7, 1, 360, 360, 360
7, 98.062668800354, -121.7376233815789, -18.993622164638467, -52.64983071774244, 1bd1b4b3-7cc5-4e96-b5c6-bf3f07f35c57, -18.993622164638467, 0.31941398304666485, 1, 1, 1,7, 1, 360, 360, 360
8, 105.83079195022583, -117.96288063537864, -18.993622164638467, -45.910519169150646, 1bd1b4b3-7cc5-4e96-b5c6-bf3f07f35c57, -18.993622164638467, 0.31941398304666485, 1, 1, 1,7, 1, 360, 360, 360
9, 105.5178074836731, -117.58732058676915, -18.993622164638467, -43.06413883857077, 1bd1b4b3-7cc5-4e96-b5c6-bf3f07f35c57, -18.993622164638467, 0.31941398304666485, 1, 1, 1,7, 1, 360, 360, 360
10, 98.0956826210022, -119.8707034166257, -18.9929374232507, -43.830413776267534, db6a03e0-67f3-4583-b6bf-f1b123999d58, -18.9929374232507, 0.433199981099777, 1, 1, 2,6, 1, 360, 360, 360
11, 82.00754523277283, -119.18679097951926, -18.9929374232507, -51.63583510239691, db6a03e0-67f3-4583-b6bf-f1b123999d58, -18.9929374232507, 0.433199981099777, 1, 1, 2,6, 1, 360, 360, 360
12, 104.63315200805664, -113.34477390137572, -5.039579328410919, -36.793827069731655, 56844236-0cfb-4ab1-8389-e0a400fce87d, -5.039579328410919, 0.27616763617796924, 1, 1, 31,8, 1, 360, 360, 360
13, 106.00340509414673, -114.23808104263654, -5.039579328410919, -30.096220592033532, 56844236-0cfb-4ab1-8389-e0a400fce87d, -5.039579328410919, 0.27616763617796924, 1, 1, 31,8, 1, 360, 360, 360
14, 104.40204858779907, -117.86734254228838, -4.889655062055743, -28.426106742877284, 6db2a247-c662-4fce-83ad-79032503f1f1, -4.889655062055743, 0.2692127364795455, 1, 1, 30,8, 1, 360, 360, 360
15, 100.91286492347717, -117.49692369432987, -4.889655062055743, -27.717663404175983, 6db2a247-c662-4fce-83ad-79032503f1f1, -4.889655062055743, 0.2692127364795455, 1, 1, 30,8, 1, 360, 360, 360
16, 116.04785919189453, -118.38502903498075, -4.889655062055743, -41.02145587995555, 6db2a247-c662-4fce-83ad-79032503f1f1, -4.889655062055743, 0.2692127364795455, 1, 1, 30,8, 1, 360, 360, 360
17, 92.65172576904297, -117.50383696556109, -4.889655062055743, -27.940278367492706, 6db2a247-c662-4fce-83ad-79032503f1f1, -4.889655062055743, 0.2692127364795455, 1, 1, 30,8, 1, 360, 360, 360
18, 107.40994668006897, -114.91993551736225, -4.889655062055743, -24.841271135549253, 6db2a247-c662-4fce-83ad-79032503f1f1, -4.889655062055743, 0.2692127364795455, 1, 1, 30,8, 1, 360, 360, 360
19, 95.54215717315674, -116.3842465962354, -4.889655062055743, -25.608840931163403, 6db2a247-c662-4fce-83ad-79032503f1f1, -4.889655062055743, 0.2692127364795455, 1, 1, 30,8, 1, 360, 360, 360
20, 105.57094693183899, -117.91174843831504, -3.395203063960986, -23.2376816305834, 19c2e8c7-d06b-4441-8543-0c863bf18b3d, -3.395203063960986, 0.3215739657968286, 1, 1, 2,5, 1, 360, 360, 360
21, 76.35776853561401, -123.9906055370878, -3.395203063960986, -38.5231953031906, 19c2e8c7-d06b-4441-8543-0c863bf18b3d, -3.395203063960986, 0.3215739657968286, 1, 1, 2,5, 1, 360, 360, 360
22, 109.82375526428223, -119.06680987799238, -3.395203063960986, -19.84214872513684, 19c2e8c7-d06b-4441-8543-0c863bf18b3d, -3.395203063960986, 0.3215739657968286, 1, 1, 2,5, 1, 360, 360, 360
23, 104.32936668395996, -117.10503274491971, -3.395203063960986, -19.878294993403383, 19c2e8c7-d06b-4441-8543-0c863bf18b3d, -3.395203063960986, 0.3215739657968286, 1, 1, 2,5, 1, 360, 360, 360
24, 102.31199789047241, -117.9089208497746, -3.395203063960986, -21.494226537031928, 19c2e8c7-d06b-4441-8543-0c863bf18b3d, -3.395203063960986, 0.3215739657968286, 1, 1, 2,5, 1, 360, 360, 360
25, 102.54645895957947, -114.39882564110303, -3.395203063960986, -16.48842604206328, 19c2e8c7-d06b-4441-8543-0c863bf18b3d, -3.395203063960986, 0.3215739657968286, 1, 1, 2,5, 1, 360, 360, 360
26, 60.0632529258728, -133.15218642136062, -3.395203063960986, -39.83415140499811, 19c2e8c7-d06b-4441-8543-0c863bf18b3d, -3.395203063960986, 0.3215739657968286, 1, 1, 2,5, 1, 360, 360, 360
27, 101.60335969924927, -113.01459057669713, -1.3893231437036246, -17.44116478195016, 1529b4c5-13b8-4b79-a890-da4eaeafb5d7, -1.3893231437036246, 0.3616693489702719, 1, 1, 28,8, 1, 360, 360, 360
28, 94.386057138443, -115.78257139212796, -1.3893231437036246, -16.7825029168715, 1529b4c5-13b8-4b79-a890-da4eaeafb5d7, -1.3893231437036246, 0.3616693489702719, 1, 1, 28,8, 1, 360, 360, 360
29, 99.27958226203918, -117.78701596602757, -1.3893231437036246, -17.749253548027692, 1529b4c5-13b8-4b79-a890-da4eaeafb5d7, -1.3893231437036246, 0.3616693489702719, 1, 1, 28,8, 1, 360, 360, 360
30, 99.21230792999268, -118.78447891757143, -1.3893231437036246, -18.7341283508325, 1529b4c5-13b8-4b79-a890-da4eaeafb5d7, -1.3893231437036246, 0.3616693489702719, 1, 1, 28,8, 1, 360, 360, 360
31, 66.10365676879883, -123.27768782503081, 4.608214882601916, -36.33473388205001, 34ca8896-edae-4e63-944c-62cf8d51abfe, 4.608214882601916, 0.3131182732804388, 1, 1, 3,9, 1, 360, 360, 360
32, 99.89004063606262, -116.88080541930064, 4.608214882601916, -16.43384229155896, 34ca8896-edae-4e63-944c-62cf8d51abfe, 4.608214882601916, 0.3131182732804388, 1, 1, 3,9, 1, 360, 360, 360
33, 98.48264169692993, -120.5916865796753, 4.608214882601916, -15.517368817247219, 34ca8896-edae-4e63-944c-62cf8d51abfe, 4.608214882601916, 0.3131182732804388, 1, 1, 3,9, 1, 360, 360, 360
34, 111.17433881759644, -117.55937750355619, 4.998287755513955, -11.309005698458867, 3519f5c7-b428-4073-9801-0488ec0a417c, 4.998287755513955, 0.3484991365342149, 1, 1, 2,9, 1, 360, 360, 360
35, 107.8259003162384, -114.6580458103657, 4.998287755513955, -13.847385519227947, 3519f5c7-b428-4073-9801-0488ec0a417c, 4.998287755513955, 0.3484991365342149, 1, 1, 2,9, 1, 360, 360, 360
36, 74.06145715713501, -120.85736313451837, 4.998287755513955, -35.17951423041336, 3519f5c7-b428-4073-9801-0488ec0a417c, 4.998287755513955, 0.3484991365342149, 1, 1, 2,9, 1, 360, 360, 360
37, 105.12104415893555, -117.71320442010376, 4.998287755513955, -15.260368401296518, 3519f5c7-b428-4073-9801-0488ec0a417c, 4.998287755513955, 0.3484991365342149, 1, 1, 2,9, 1, 360, 360, 360
38, 98.81869435310364, -125.09487052627188, 4.998287755513955, -16.561638164522453, 3519f5c7-b428-4073-9801-0488ec0a417c, 4.998287755513955, 0.3484991365342149, 1, 1, 2,9, 1, 360, 360, 360
39, 102.95089912414551, -115.9062353005935, 4.998287755513955, -13.857890156997655, 3519f5c7-b428-4073-9801-0488ec0a417c, 4.998287755513955, 0.3484991365342149, 1, 1, 2,9, 1, 360, 360, 360
40, 104.45958185195923, -118.4017481587711, 5.036906951791002, -15.039335801844405, 3f4a5602-656b-491c-a703-99ab01f609c5, 5.036906951791002, 0.409626159040443, 1, 1, 2,8, 1, 360, 360, 360
41, 63.08060574531555, -123.31559909000666, 5.036906951791002, -36.39426013504965, 3f4a5602-656b-491c-a703-99ab01f609c5, 5.036906951791002, 0.409626159040443, 1, 1, 2,8, 1, 360, 360, 360
42, 103.18755865097046, -114.95134953580873, 5.111643042639733, -12.064135523314976, 1ee35bca-dc06-46f3-8892-875f6e5761c3, 5.111643042639733, 0.5736118236319073, 1, 1, 2,9, 1, 360, 360, 360
43, 121.09338521957397, -118.72562207456535, 5.111643042639733, -10.593366444356782, 1ee35bca-dc06-46f3-8892-875f6e5761c3, 5.111643042639733, 0.5736118236319073, 1, 1, 2,9, 1, 360, 360, 360
44, 123.27793455123901, -123.82331424223385, 5.580924302943631, -9.155487416356525, c6e4c8cc-cba8-403e-b67f-714f54fab0f6, 5.580924302943631, 0.24478126329748587, 1, 1, 4,7, 1, 360, 360, 360
45, 106.90995597839355, -121.80618301924736, 5.580924302943631, -5.898145893981099, c6e4c8cc-cba8-403e-b67f-714f54fab0f6, 5.580924302943631, 0.24478126329748587, 1, 1, 4,7, 1, 360, 360, 360
46, 79.10198020935059, -122.48213024618772, 5.6596612715342, -25.873918342142456, a1d989ae-af18-47bf-8f1a-dc5c213155a5, 5.6596612715342, 0.22810108794212056, 1, 1, 3,11, 1, 360, 360, 360
47, 98.56170296669006, -134.05479420333444, 5.6596612715342, -8.628932131205838, a1d989ae-af18-47bf-8f1a-dc5c213155a5, 5.6596612715342, 0.22810108794212056, 1, 1, 3,11, 1, 360, 360, 360
48, 107.70258140563965, -118.74559664508186, 5.6596612715342, -4.91427123228041, a1d989ae-af18-47bf-8f1a-dc5c213155a5, 5.6596612715342, 0.22810108794212056, 1, 1, 3,11, 1, 360, 360, 360
49, 100.01692032814026, -127.9185724017561, 5.6596612715342, -8.107999040808455, a1d989ae-af18-47bf-8f1a-dc5c213155a5, 5.6596612715342, 0.22810108794212056, 1, 1, 3,11, 1, 360, 360, 360
50, 103.20598030090332, -116.87345878750205, 5.6596612715342, -7.068727331594251, a1d989ae-af18-47bf-8f1a-dc5c213155a5, 5.6596612715342, 0.22810108794212056, 1, 1, 3,11, 1, 360, 360, 360
51, 69.51396536827087, -131.39191820247854, 5.6596612715342, -29.333141434284492, a1d989ae-af18-47bf-8f1a-dc5c213155a5, 5.6596612715342, 0.22810108794212056, 1, 1, 3,11, 1, 360, 360, 360
52, 97.12302827835083, -117.14969629992848, 5.6596612715342, -8.312053945502964, a1d989ae-af18-47bf-8f1a-dc5c213155a5, 5.6596612715342, 0.22810108794212056, 1, 1, 3,11, 1, 360, 360, 360
53, 96.95698094367981, -117.43720751009114, 5.6596612715342, -8.152121762002258, a1d989ae-af18-47bf-8f1a-dc5c213155a5, 5.6596612715342, 0.22810108794212056, 1, 1, 3,11, 1, 360, 360, 360
54, 89.27314925193787, -124.10760323753846, 5.777002129407579, -11.973942201925501, 31a30c08-8cfc-4bf6-9190-d3beff4dfbcb, 5.777002129407579, 0.14525974769538025, 1, 1, 3,10, 1, 360, 360, 360
55, 100.96297264099121, -125.2421858535804, 5.777002129407579, -7.417899041670807, 31a30c08-8cfc-4bf6-9190-d3beff4dfbcb, 5.777002129407579, 0.14525974769538025, 1, 1, 3,10, 1, 360, 360, 360
56, 67.64721155166626, -172.17231991018787, 5.777002129407579, -27.614090603605256, 31a30c08-8cfc-4bf6-9190-d3beff4dfbcb, 5.777002129407579, 0.14525974769538025, 1, 1, 3,10, 1, 360, 360, 360
57, 100.20464944839478, -118.9168637004891, 5.777002129407579, -6.703747775701606, 31a30c08-8cfc-4bf6-9190-d3beff4dfbcb, 5.777002129407579, 0.14525974769538025, 1, 1, 3,10, 1, 360, 360, 360
58, 97.7142243385315, -122.08017530771436, 5.777002129407579, -8.687041082401494, 31a30c08-8cfc-4bf6-9190-d3beff4dfbcb, 5.777002129407579, 0.14525974769538025, 1, 1, 3,10, 1, 360, 360, 360
59, 96.26376628875732, -122.3918492829525, 5.816396093527956, -9.839054118858499, ea5f8858-1d4e-4afd-9d07-af49ee2e27bc, 5.816396093527956, 0.20496270914631806, 1, 1, 3,10, 1, 360, 360, 360
60, 85.8910801410675, -119.43258823718395, 5.816396093527956, -13.223611055637825, ea5f8858-1d4e-4afd-9d07-af49ee2e27bc, 5.816396093527956, 0.20496270914631806, 1, 1, 3,10, 1, 360, 360, 360
61, 66.85646677017212, -156.28015872236793, 5.816396093527956, -31.972518816891792, ea5f8858-1d4e-4afd-9d07-af49ee2e27bc, 5.816396093527956, 0.20496270914631806, 1, 1, 3,10, 1, 360, 360, 360
62, 88.61539340019226, -122.53165222935726, 5.816396093527956, -13.832566227517189, ea5f8858-1d4e-4afd-9d07-af49ee2e27bc, 5.816396093527956, 0.20496270914631806, 1, 1, 3,10, 1, 360, 360, 360
