gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-act-inst
0,353,-252.956,-14.3236,-113.1269,-14.3236,3ac283a9-f7ba-497a-8e29-21e88e6a70bf,-14.3236,25.3789,107
1,159,-164.9724,-6.9047,-101.0803,-6.9047,fa91a398-514a-4649-9fb8-989f0e68e9c7,-6.9047,17.6278,107
2,264,-141.4937,-6.9047,-89.2601,-15.8682,fa91a398-514a-4649-9fb8-989f0e68e9c7,-6.9047,17.6278,107
3,313,-201.8315,-6.9047,-78.1957,-8.8492,fa91a398-514a-4649-9fb8-989f0e68e9c7,-6.9047,17.6278,107
4,528,-163.2325,-6.9047,-65.2211,-7.0973,fa91a398-514a-4649-9fb8-989f0e68e9c7,-6.9047,17.6278,107
5,569,-159.4813,39.9733,-47.1922,39.9733,9a6b4305-9790-40f4-b083-e5735188be41,39.9733,13.1715,108
6,610,-176.7343,43.7415,-29.6262,43.7415,752955e1-fb72-4694-833c-3d8f99f7c23d,43.7415,6.3688,108
7,570,-142.2193,43.7415,-22.7925,40.6334,752955e1-fb72-4694-833c-3d8f99f7c23d,43.7415,6.3688,108
8,586,-114.9788,43.7415,-18.2499,38.1004,752955e1-fb72-4694-833c-3d8f99f7c23d,43.7415,6.3688,108
9,558,-130.7784,43.7415,-18.0248,42.0957,752955e1-fb72-4694-833c-3d8f99f7c23d,43.7415,6.3688,108
10,592,-142.2938,43.7415,-11.9403,40.2099,752955e1-fb72-4694-833c-3d8f99f7c23d,43.7415,6.3688,108
11,437,-143.4461,43.7415,-26.1844,33.5364,752955e1-fb72-4694-833c-3d8f99f7c23d,43.7415,6.3688,108
12,584,-116.4441,43.7415,-6.9249,43.7086,752955e1-fb72-4694-833c-3d8f99f7c23d,43.7415,6.3688,108
13,549,-122.3417,59.9427,-5.861,59.9427,37ecca3d-e6f7-42c1-8a7d-19a053669e64,59.9427,10.9389,108
14,515,-187.6761,59.9427,-3.2161,46.2941,37ecca3d-e6f7-42c1-8a7d-19a053669e64,59.9427,10.9389,108
15,503,-128.8882,84.0125,4.499,84.0125,d22e4cc7-a97f-45d3-a889-7c21c6f4ee54,84.0125,6.3392,109
16,303,-166.2987,90.0629,-17.76,90.0629,f73e4dfb-68ac-45a1-8e76-877505937f31,90.0629,4.8007,109
17,468,-188.6843,92.4465,12.5027,92.4465,96314105-cd36-4b6b-a0af-ebdad9b5afea,92.4465,6.3346,109
18,462,-144.3505,92.4465,16.0703,91.389,96314105-cd36-4b6b-a0af-ebdad9b5afea,92.4465,6.3346,109
19,491,-144.1648,92.4465,21.3291,92.1551,96314105-cd36-4b6b-a0af-ebdad9b5afea,92.4465,6.3346,109
20,472,-150.5756,95.9318,22.5478,95.9318,317f0c9b-ba4a-4582-af77-ad2b090700a3,95.9318,5.8238,109
21,316,-155.1472,101.4564,-3.6916,101.4564,f1a5200d-8f45-47e4-b9ab-a079b1ac1f97,101.4564,4.7798,109
22,497,-145.9912,101.4564,31.1627,100.341,f1a5200d-8f45-47e4-b9ab-a079b1ac1f97,101.4564,4.7798,109
23,512,-121.4463,105.5798,40.4261,105.5798,bef5120b-e521-450d-a5c0-85d911860c95,105.5798,7.8987,109
24,528,-135.7081,105.5798,57.2088,102.3428,bef5120b-e521-450d-a5c0-85d911860c95,105.5798,7.8987,109
25,579,-132.7413,105.5798,79.5667,104.546,bef5120b-e521-450d-a5c0-85d911860c95,105.5798,7.8987,109
26,415,-158.8863,109.1002,42.4996,109.1002,155c87b3-458f-49fb-9e9f-605fb1746953,109.1002,10.866,110
27,564,-137.0013,109.1002,81.5932,104.2617,155c87b3-458f-49fb-9e9f-605fb1746953,109.1002,10.866,110
28,585,-129.1773,114.6736,83.1915,114.6736,76908d0b-3aa9-48c4-931f-d794b0c48748,114.6736,7.0728,110
29,577,-121.0116,120.1047,85.4803,120.1047,449cfd8a-801a-4b13-9ed1-9c748c3f8661,120.1047,3.4596,110
30,591,-126.5015,120.1047,86.6849,114.4958,449cfd8a-801a-4b13-9ed1-9c748c3f8661,120.1047,3.4596,110
31,442,-141.3839,120.1047,54.9624,119.1538,449cfd8a-801a-4b13-9ed1-9c748c3f8661,120.1047,3.4596,110
32,554,-138.8626,123.0664,84.6517,123.0664,519a7f47-1640-4fdc-be5c-9ee9d18ce720,123.0664,8.6966,109
33,568,-125.0594,123.0664,91.3707,121.974,519a7f47-1640-4fdc-be5c-9ee9d18ce720,123.0664,8.6966,109
34,566,-133.3568,123.4661,88.0738,123.4661,bcbb4ed8-a887-49e9-afc0-254806d15e63,123.4661,5.4638,108
35,582,-117.4532,124.5519,96.7857,124.5519,d5f626c7-e11c-4772-9834-82bf6aa58b3a,124.5519,4.61,108
36,474,-168.6474,126.0119,68.5715,126.0119,00ae95c3-4020-4b45-a889-1ba96ed06ec1,126.0119,5.6089,110
37,565,-137.3591,126.0119,96.0437,123.3746,00ae95c3-4020-4b45-a889-1ba96ed06ec1,126.0119,5.6089,110
38,565,-168.3387,129.9004,100.5261,129.9004,dcee905a-c964-4566-a3f4-0c36e91d7f90,129.9004,5.8119,111
39,538,-142.1593,129.9004,97.8338,129.4716,dcee905a-c964-4566-a3f4-0c36e91d7f90,129.9004,5.8119,111
40,562,-135.2737,129.9004,101.9741,129.3983,dcee905a-c964-4566-a3f4-0c36e91d7f90,129.9004,5.8119,111
41,422,-190.1456,129.9004,62.6722,127.4071,dcee905a-c964-4566-a3f4-0c36e91d7f90,129.9004,5.8119,111
42,556,-138.9667,129.9004,102.8887,125.864,dcee905a-c964-4566-a3f4-0c36e91d7f90,129.9004,5.8119,111
43,590,-115.6714,129.9004,105.4063,126.056,dcee905a-c964-4566-a3f4-0c36e91d7f90,129.9004,5.8119,111
44,569,-174.252,135.1919,103.4163,135.1919,ee65d7d9-483f-428b-b9d6-2bb7cb4dc5b4,135.1919,3.5507,111
45,549,-130.2991,137.206,103.1727,137.206,3c65ea19-dd9f-46d6-b895-36e02bb40e12,137.206,4.4412,110
46,433,-189.6339,137.206,69.0961,134.7917,3c65ea19-dd9f-46d6-b895-36e02bb40e12,137.206,4.4412,110
47,575,-116.9569,137.206,108.0714,134.3275,3c65ea19-dd9f-46d6-b895-36e02bb40e12,137.206,4.4412,110
48,551,-152.4226,137.206,102.7969,133.0298,3c65ea19-dd9f-46d6-b895-36e02bb40e12,137.206,4.4412,110
49,548,-126.6081,139.3774,105.8831,139.3774,e8404c68-29fb-4266-a14c-62b52ac0a494,139.3774,7.1115,112
50,592,-189.3547,139.3774,107.6863,137.8969,e8404c68-29fb-4266-a14c-62b52ac0a494,139.3774,7.1115,112
51,462,-134.3689,140.2463,76.0835,140.2463,8eeeeb32-2775-4786-a37a-073f695816a2,140.2463,10.8363,113
52,548,-129.3768,141.2152,109.0167,141.2152,9a769235-b4ca-4142-9e48-0c0b5adbc51c,141.2152,6.916,111
53,546,-122.5449,144.1567,104.7333,144.1567,94a337ec-571b-4992-8b66-e458bcbc05a5,144.1567,13.3926,112
54,515,-180.0144,144.1567,107.5975,143.6773,94a337ec-571b-4992-8b66-e458bcbc05a5,144.1567,13.3926,112
55,548,-121.3106,154.0999,111.9396,154.0999,22bd3916-5c9e-4ac8-ba77-48d480ead514,154.0999,7.4235,113
56,365,-150.4688,154.0999,69.2725,140.9388,22bd3916-5c9e-4ac8-ba77-48d480ead514,154.0999,7.4235,113
57,540,-126.8692,155.4323,113.3528,155.4323,a4d7f5be-e544-4af4-8889-ff0b88222983,155.4323,9.3741,113
58,511,-126.5036,155.4323,111.8705,152.6909,a4d7f5be-e544-4af4-8889-ff0b88222983,155.4323,9.3741,113
59,530,-133.6657,155.4323,115.5321,151.2321,a4d7f5be-e544-4af4-8889-ff0b88222983,155.4323,9.3741,113
60,501,-127.4312,161.8145,109.1384,161.8145,dadd18c3-7414-4ea9-b4b7-a9a793fc8d4e,161.8145,7.2705,113
61,331,-137.9045,161.8145,68.4233,158.785,dadd18c3-7414-4ea9-b4b7-a9a793fc8d4e,161.8145,7.2705,113
62,543,-134.1305,161.8145,118.3785,157.9689,dadd18c3-7414-4ea9-b4b7-a9a793fc8d4e,161.8145,7.2705,113
