gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-act-inst
0,367,-206.6197,-8.0051,-113.7064,-8.0051,f507b2aa-7699-429f-94cf-c669246dacfb,-8.0051,0.7116,22
1,207,-236.3798,-6.6362,-101.8783,-6.6362,8d059e2a-9e6f-44c7-be1b-9c512dec631e,-6.6362,3.1938,22
2,239,-161.7907,-6.6362,-90.4312,-7.317,8d059e2a-9e6f-44c7-be1b-9c512dec631e,-6.6362,3.1938,22
3,339,-130.2388,-6.6362,-78.8228,-8.404,8d059e2a-9e6f-44c7-be1b-9c512dec631e,-6.6362,3.1938,22
4,478,-147.2915,-6.6362,-64.7497,-6.9778,8d059e2a-9e6f-44c7-be1b-9c512dec631e,-6.6362,3.1938,22
5,551,-129.065,-1.849,-43.8769,-1.849,cb7d5879-5356-44f5-b3af-e13e1ebc6ac2,-1.849,13.9089,51
6,571,-117.3902,7.4212,-33.0331,7.4212,54f156c1-56b1-4fce-9d33-dcddbcf935ad,7.4212,4.662,51
7,608,-120.5454,13.2946,-24.8943,13.2946,7ef240ef-8bd1-4edb-8414-d23c6c62f34b,13.2946,5.4851,51
8,580,-158.2808,16.3651,-18.2915,16.3651,f295cb26-cf7d-4037-af84-a27952b6ab47,16.3651,5.9607,51
9,605,-127.5932,16.3651,-10.7013,6.3285,f295cb26-cf7d-4037-af84-a27952b6ab47,16.3651,5.9607,51
10,570,-162.3407,16.3651,-12.2918,11.3733,f295cb26-cf7d-4037-af84-a27952b6ab47,16.3651,5.9607,51
11,404,-179.3824,16.3651,-28.9995,12.8284,f295cb26-cf7d-4037-af84-a27952b6ab47,16.3651,5.9607,51
12,585,-118.4264,16.3651,-11.0362,15.4831,f295cb26-cf7d-4037-af84-a27952b6ab47,16.3651,5.9607,51
13,546,-128.7594,24.5061,-13.3636,24.5061,12b2870c-0ba5-42cc-8f90-45768fdd0f5c,24.5061,11.0105,52
14,574,-117.2793,24.5061,-7.9332,18.7506,12b2870c-0ba5-42cc-8f90-45768fdd0f5c,24.5061,11.0105,52
15,560,-124.8434,24.5061,-6.5191,22.5245,12b2870c-0ba5-42cc-8f90-45768fdd0f5c,24.5061,11.0105,52
16,375,-141.2949,24.5061,-30.3565,23.1312,12b2870c-0ba5-42cc-8f90-45768fdd0f5c,24.5061,11.0105,52
17,565,-124.4508,24.5061,-1.7269,22.7835,12b2870c-0ba5-42cc-8f90-45768fdd0f5c,24.5061,11.0105,52
18,546,-131.1436,24.5061,-2.7937,23.0229,12b2870c-0ba5-42cc-8f90-45768fdd0f5c,24.5061,11.0105,52
19,544,-143.5919,24.5061,-1.8757,23.9166,12b2870c-0ba5-42cc-8f90-45768fdd0f5c,24.5061,11.0105,52
20,563,-133.1792,28.6183,-0.2882,28.6183,3066ddb8-3278-418c-9f55-1d574fdc05e0,28.6183,1.8204,51
21,381,-150.5494,30.1266,-25.3047,30.1266,a5c00d29-ed56-4f9e-bfbe-d90b7d416e4f,30.1266,11.2488,50
22,550,-151.5998,30.1266,0.0425,28.156,a5c00d29-ed56-4f9e-bfbe-d90b7d416e4f,30.1266,11.2488,50
23,564,-127.3641,30.1266,1.7351,29.0846,a5c00d29-ed56-4f9e-bfbe-d90b7d416e4f,30.1266,11.2488,50
24,572,-132.503,30.1266,4.04,27.5058,a5c00d29-ed56-4f9e-bfbe-d90b7d416e4f,30.1266,11.2488,50
25,563,-126.9695,33.2508,5.5471,33.2508,cc1ef667-583c-4426-9a75-109d919c25d6,33.2508,8.1975,50
26,422,-167.3026,33.2508,-22.9274,32.0989,cc1ef667-583c-4426-9a75-109d919c25d6,33.2508,8.1975,50
27,552,-172.564,33.2508,5.4551,33.1304,cc1ef667-583c-4426-9a75-109d919c25d6,33.2508,8.1975,50
28,583,-121.2803,33.2508,8.0842,33.0917,cc1ef667-583c-4426-9a75-109d919c25d6,33.2508,8.1975,50
29,592,-153.9119,33.2508,9.3636,32.7354,cc1ef667-583c-4426-9a75-109d919c25d6,33.2508,8.1975,50
30,587,-129.4588,34.3744,10.9371,34.3744,9b6a2db0-1b64-41fd-a0f6-605c52090780,34.3744,10.8515,51
31,407,-144.8766,35.8353,-18.1586,35.8353,620658f6-41d9-4485-a40a-74528d0a048e,35.8353,2.255,51
32,577,-122.103,35.8353,11.802,34.0216,620658f6-41d9-4485-a40a-74528d0a048e,35.8353,2.255,51
33,553,-160.4703,35.9562,7.8432,35.9562,196f0879-0f56-412f-8da1-d6359ead79f6,35.9562,5.53,51
34,533,-127.1768,35.9562,7.9655,34.5023,196f0879-0f56-412f-8da1-d6359ead79f6,35.9562,5.53,51
35,543,-129.6744,35.9562,6.9058,33.8628,196f0879-0f56-412f-8da1-d6359ead79f6,35.9562,5.53,51
36,397,-151.1521,35.9562,-17.2805,31.9937,196f0879-0f56-412f-8da1-d6359ead79f6,35.9562,5.53,51
37,555,-129.151,39.0863,10.4206,39.0863,ec24959f-eefc-46c0-b06a-6f5ed84c515a,39.0863,10.1413,52
38,560,-124.6077,39.0863,9.1994,34.9894,ec24959f-eefc-46c0-b06a-6f5ed84c515a,39.0863,10.1413,52
39,573,-127.3264,39.0863,13.0593,33.9472,ec24959f-eefc-46c0-b06a-6f5ed84c515a,39.0863,10.1413,52
40,527,-133.4612,39.0863,7.5998,34.8563,ec24959f-eefc-46c0-b06a-6f5ed84c515a,39.0863,10.1413,52
41,398,-152.2936,39.5344,-19.6119,39.5344,f698eb0f-bfb7-46db-918c-f93dfcc19d9a,39.5344,6.9757,52
42,553,-129.3734,39.5344,10.6197,37.359,f698eb0f-bfb7-46db-918c-f93dfcc19d9a,39.5344,6.9757,52
43,588,-131.1627,55.8001,14.3641,55.8001,52c1684c-3343-4943-b164-d5edfed23134,55.8001,5.7869,52
44,574,-138.7557,55.8001,15.5605,54.6941,52c1684c-3343-4943-b164-d5edfed23134,55.8001,5.7869,52
45,556,-134.1005,55.8001,17.2292,54.8961,52c1684c-3343-4943-b164-d5edfed23134,55.8001,5.7869,52
46,421,-179.6293,55.8001,-18.7128,36.7458,52c1684c-3343-4943-b164-d5edfed23134,55.8001,5.7869,52
47,555,-130.9693,60.5853,16.1776,60.5853,91bbff3f-7574-4043-97ce-d870c4d895af,60.5853,1.7168,52
48,571,-131.1286,60.5853,18.7421,56.3502,91bbff3f-7574-4043-97ce-d870c4d895af,60.5853,1.7168,52
49,553,-128.9816,60.5853,18.0841,57.6287,91bbff3f-7574-4043-97ce-d870c4d895af,60.5853,1.7168,52
50,558,-149.6536,64.3432,18.9611,64.3432,df4251ac-8042-407f-b223-f3969888c3c9,64.3432,13.3504,52
51,380,-143.3187,64.3432,-11.2167,60.3856,df4251ac-8042-407f-b223-f3969888c3c9,64.3432,13.3504,52
52,539,-134.2163,67.1193,21.8787,67.1193,1b5fd0df-5f02-4044-b700-439518658531,67.1193,5.3798,52
53,578,-121.1609,67.1193,30.1401,64.2076,1b5fd0df-5f02-4044-b700-439518658531,67.1193,5.3798,52
54,572,-148.6458,67.1193,35.211,64.0292,1b5fd0df-5f02-4044-b700-439518658531,67.1193,5.3798,52
55,569,-127.2938,70.3664,39.113,70.3664,0dea2b4b-4ce4-491d-9860-d194f3de80f5,70.3664,7.1078,52
56,395,-169.5563,70.3664,0.0001,62.7005,0dea2b4b-4ce4-491d-9860-d194f3de80f5,70.3664,7.1078,52
57,558,-130.0191,70.3664,36.7453,66.5153,0dea2b4b-4ce4-491d-9860-d194f3de80f5,70.3664,7.1078,52
58,547,-134.7068,74.9926,39.1749,74.9926,9944f384-b2a5-48f6-bc65-bf9f6ca08737,74.9926,5.6995,53
59,572,-125.0719,74.9926,41.5876,65.7604,9944f384-b2a5-48f6-bc65-bf9f6ca08737,74.9926,5.6995,53
60,566,-125.8041,74.9926,43.3267,74.4079,9944f384-b2a5-48f6-bc65-bf9f6ca08737,74.9926,5.6995,53
61,407,-147.3031,74.9926,5.2536,61.7383,9944f384-b2a5-48f6-bc65-bf9f6ca08737,74.9926,5.6995,53
62,552,-124.081,74.9926,39.1244,69.676,9944f384-b2a5-48f6-bc65-bf9f6ca08737,74.9926,5.6995,53
63,553,-121.9156,110.6682,41.6099,110.6682,2c59cd4a-f15f-4de8-ace4-cde20cc9554a,110.6682,13.3718,51
64,554,-137.7931,119.3053,43.9154,119.3053,65f58b1b-a139-4fcc-b461-022fa9e352e6,119.3053,17.2743,51
65,577,-128.4307,125.0822,44.3512,125.0822,6207a20a-8bef-46ec-8885-601b5c5815e2,125.0822,10.8676,51
66,384,-162.3285,125.0822,6.1829,77.7555,6207a20a-8bef-46ec-8885-601b5c5815e2,125.0822,10.8676,51
67,551,-125.7382,132.9251,46.2511,132.9251,e90a58e5-86b3-4d83-ba39-824d793bbcfc,132.9251,15.0558,51
68,577,-131.1334,132.9251,48.4781,117.898,e90a58e5-86b3-4d83-ba39-824d793bbcfc,132.9251,15.0558,51
69,556,-163.988,132.9251,49.0059,128.0555,e90a58e5-86b3-4d83-ba39-824d793bbcfc,132.9251,15.0558,51
70,558,-118.5022,134.5181,55.0918,134.5181,89e570ae-f74b-4d51-9449-be5c0727ebbb,134.5181,9.6727,51
71,407,-146.5524,134.5181,20.5235,121.5877,89e570ae-f74b-4d51-9449-be5c0727ebbb,134.5181,9.6727,51
72,550,-156.2333,140.6055,59.089,140.6055,082a2b4a-8373-49c0-a2c4-f32ea915b1f2,140.6055,12.2252,50
73,550,-124.7552,148.2422,75.922,148.2422,20e37baa-6dc1-4f91-86e2-2b036b0b34f4,148.2422,8.3268,50
74,577,-134.1315,156.495,92.3461,156.495,99e3a10c-8434-47a1-9dcd-f826bf528db3,156.495,15.7766,51
75,516,-150.5651,156.495,93.9856,151.7762,99e3a10c-8434-47a1-9dcd-f826bf528db3,156.495,15.7766,51
76,363,-136.3906,156.495,51.3968,155.1855,99e3a10c-8434-47a1-9dcd-f826bf528db3,156.495,15.7766,51
77,562,-124.2888,156.495,106.8914,148.9521,99e3a10c-8434-47a1-9dcd-f826bf528db3,156.495,15.7766,51
78,561,-124.4513,156.495,106.4537,154.2879,99e3a10c-8434-47a1-9dcd-f826bf528db3,156.495,15.7766,51
79,537,-127.9405,162.6179,106.0063,162.6179,43d1e629-4bd2-4a39-b4a0-79f0e438483e,162.6179,9.4874,50
80,576,-136.111,162.6179,112.7518,153.6444,43d1e629-4bd2-4a39-b4a0-79f0e438483e,162.6179,9.4874,50
81,325,-149.1733,162.6179,57.0594,156.3036,43d1e629-4bd2-4a39-b4a0-79f0e438483e,162.6179,9.4874,50
82,547,-127.8972,162.6179,114.8351,161.3366,43d1e629-4bd2-4a39-b4a0-79f0e438483e,162.6179,9.4874,50
83,521,-129.0751,168.2505,109.0766,168.2505,8808627b-4279-4380-95b9-ce83bde26e56,168.2505,17.1574,52
84,515,-130.1272,171.7541,117.4608,171.7541,ca463acd-0942-4653-b2e3-279c122b6cd8,171.7541,5.6004,53
85,568,-131.1466,171.7541,126.0377,165.9196,ca463acd-0942-4653-b2e3-279c122b6cd8,171.7541,5.6004,53
86,320,-160.0217,171.7541,71.1962,168.9391,ca463acd-0942-4653-b2e3-279c122b6cd8,171.7541,5.6004,53
87,537,-132.4309,171.7541,124.2691,169.5114,ca463acd-0942-4653-b2e3-279c122b6cd8,171.7541,5.6004,53
88,524,-127.2935,172.895,129.6608,172.895,8fe51fc5-cdb2-4936-a241-9aa3a0530ba5,172.895,12.0134,50
89,555,-127.5857,173.2284,132.6379,173.2284,b14c68dc-fa5f-4ac0-8db2-3e6da740d0d5,173.2284,13.0199,52
90,523,-136.2288,177.1363,126.0265,177.1363,5663bdfd-22a7-4ceb-b42a-67d252265d11,177.1363,19.9275,50
91,399,-198.9928,177.1363,82.9715,173.4914,5663bdfd-22a7-4ceb-b42a-67d252265d11,177.1363,19.9275,50
92,557,-140.5024,182.2902,132.9815,182.2902,0ac99c5c-4ee7-478a-9a81-f05598ee0ddf,182.2902,10.0931,50
93,554,-125.2179,185.909,133.8207,185.909,076a1b66-670b-4b7e-9c6f-5da53181ded0,185.909,4.5426,50
