gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-act-inst
0,337,-184.0928,-4.0695,-114.1569,-4.0695,4f9ca1cd-adda-4453-ba85-fb449e84bc48,-4.0695,50.455,72
1,149,-147.8369,-4.0695,-101.9537,-12.967,4f9ca1cd-adda-4453-ba85-fb449e84bc48,-4.0695,50.455,72
2,212,-131.1843,-4.0695,-92.7238,-4.4031,4f9ca1cd-adda-4453-ba85-fb449e84bc48,-4.0695,50.455,72
3,273,-117.6828,-4.0695,-82.9368,-8.9119,4f9ca1cd-adda-4453-ba85-fb449e84bc48,-4.0695,50.455,72
4,443,-124.1749,-1.1777,-71.5749,-1.1777,042c8084-4948-4218-be52-fbaa12b1b40d,-1.1777,59.4866,72
5,502,-123.4194,42.453,-57.4169,42.453,aecb4882-a173-4895-833e-d5fe88a3c0bd,42.453,9.1502,18
6,542,-144.1863,42.453,-39.0551,36.938,aecb4882-a173-4895-833e-d5fe88a3c0bd,42.453,9.1502,18
7,536,-128.0233,42.453,-27.4293,36.0626,aecb4882-a173-4895-833e-d5fe88a3c0bd,42.453,9.1502,18
8,556,-120.9812,42.453,-17.9564,27.6294,aecb4882-a173-4895-833e-d5fe88a3c0bd,42.453,9.1502,18
9,568,-124.8679,42.453,-16.8229,38.3329,aecb4882-a173-4895-833e-d5fe88a3c0bd,42.453,9.1502,18
10,583,-114.8967,42.453,-13.3078,31.2357,aecb4882-a173-4895-833e-d5fe88a3c0bd,42.453,9.1502,18
11,406,-152.165,70.3499,-29.8898,70.3499,ed9a264f-25e9-446d-b8aa-f90f5a8910a9,70.3499,6.9781,71
12,535,-152.3354,72.8205,-12.8369,72.8205,6b7415e1-2afd-4e64-bfdc-acd9ed436b86,72.8205,5.3322,71
13,514,-127.926,72.8205,-8.8068,56.5457,6b7415e1-2afd-4e64-bfdc-acd9ed436b86,72.8205,5.3322,71
14,497,-122.1693,72.8205,-4.1048,59.4742,6b7415e1-2afd-4e64-bfdc-acd9ed436b86,72.8205,5.3322,71
15,506,-133.3847,72.8205,1.7501,56.0772,6b7415e1-2afd-4e64-bfdc-acd9ed436b86,72.8205,5.3322,71
16,330,-143.9554,73.4293,-19.0074,73.4293,f1215bb0-512c-4836-88b9-c015d2d92e07,73.4293,9.1869,71
17,446,-128.3723,73.4293,6.267,68.6252,f1215bb0-512c-4836-88b9-c015d2d92e07,73.4293,9.1869,71
18,503,-127.5245,75.1863,17.705,75.1863,ec4ff802-0eac-4982-8395-ed52878020ab,75.1863,9.3857,71
19,516,-129.6706,79.0647,21.1603,79.0647,b802f83b-f002-4275-9338-d0d2e8fde268,79.0647,8.3579,19
20,511,-131.05,79.0647,26.8422,71.4673,b802f83b-f002-4275-9338-d0d2e8fde268,79.0647,8.3579,19
21,380,-134.2319,79.0647,-1.8571,73.5589,b802f83b-f002-4275-9338-d0d2e8fde268,79.0647,8.3579,19
22,507,-126.6092,85.0661,30.9344,85.0661,8acd7011-7064-4d17-98dc-799835f5da09,85.0661,7.7883,19
23,510,-143.0198,85.0661,34.3698,80.3919,8acd7011-7064-4d17-98dc-799835f5da09,85.0661,7.7883,19
24,505,-130.295,86.3468,35.0928,86.3468,f92ca6f7-f8d0-4101-ae54-2dc62ada3aab,86.3468,22.2743,19
25,492,-149.68,86.3468,36.8033,78.7293,f92ca6f7-f8d0-4101-ae54-2dc62ada3aab,86.3468,22.2743,19
26,303,-173.8782,87.9016,1.1385,87.9016,185058dd-cbfe-4d5c-ad82-e557fd59e17b,87.9016,8.9077,69
27,477,-130.8165,87.9016,38.9891,86.9078,185058dd-cbfe-4d5c-ad82-e557fd59e17b,87.9016,8.9077,69
28,491,-160.6232,87.9016,41.5463,87.8782,185058dd-cbfe-4d5c-ad82-e557fd59e17b,87.9016,8.9077,69
29,468,-133.3242,87.9016,41.7321,83.9774,185058dd-cbfe-4d5c-ad82-e557fd59e17b,87.9016,8.9077,69
30,510,-131.5536,87.9016,46.929,84.3029,185058dd-cbfe-4d5c-ad82-e557fd59e17b,87.9016,8.9077,69
31,338,-157.1253,90.1223,11.6141,90.1223,8e9f92c9-a7a5-4116-afc6-d7f526816f24,90.1223,9.9863,69
32,498,-160.9024,93.6803,46.3075,93.6803,99cf452d-c4ed-4b32-b4cc-3b1be5608974,93.6803,9.8371,72
33,489,-132.1909,94.6881,48.6763,94.6881,32ba9994-a628-4754-b93a-2ce40fab0521,94.6881,10.5895,70
34,504,-129.9979,94.6881,49.3966,90.2814,32ba9994-a628-4754-b93a-2ce40fab0521,94.6881,10.5895,70
35,501,-132.3322,94.9553,50.7023,94.9553,100ab15c-ba8a-44d2-9e8c-4e6da4e6ab7b,94.9553,5.3504,72
36,344,-190.3487,97.6212,18.0971,97.6212,0743930f-39a6-4021-b965-7f4e7d184bc6,97.6212,5.621,69
37,483,-164.9413,97.6212,50.6147,97.3623,0743930f-39a6-4021-b965-7f4e7d184bc6,97.6212,5.621,69
38,528,-133.1973,97.6212,59.7233,93.6473,0743930f-39a6-4021-b965-7f4e7d184bc6,97.6212,5.621,69
39,526,-184.4121,97.6212,63.6219,96.0159,0743930f-39a6-4021-b965-7f4e7d184bc6,97.6212,5.621,69
40,529,-137.0991,97.6212,65.0679,96.6808,0743930f-39a6-4021-b965-7f4e7d184bc6,97.6212,5.621,69
41,333,-154.6811,97.6212,23.9555,97.1422,0743930f-39a6-4021-b965-7f4e7d184bc6,97.6212,5.621,69
42,547,-164.1042,97.6212,64.8004,93.9439,0743930f-39a6-4021-b965-7f4e7d184bc6,97.6212,5.621,69
43,543,-134.1667,100.729,65.3331,100.729,6273920b-9458-4a24-8020-27d6826dd2f0,100.729,3.9203,68
44,547,-180.8345,100.729,65.4893,94.676,6273920b-9458-4a24-8020-27d6826dd2f0,100.729,3.9203,68
45,510,-152.4719,101.7378,63.3275,101.7378,12dfae7c-914c-423c-86ef-cc308a6a5d1d,101.7378,5.457,70
46,352,-175.9527,101.7378,25.7108,96.5222,12dfae7c-914c-423c-86ef-cc308a6a5d1d,101.7378,5.457,70
47,551,-179.39,101.7378,68.0856,97.941,12dfae7c-914c-423c-86ef-cc308a6a5d1d,101.7378,5.457,70
48,506,-167.7483,101.7378,63.9734,100.5242,12dfae7c-914c-423c-86ef-cc308a6a5d1d,101.7378,5.457,70
49,542,-135.0587,101.7378,67.3817,99.24,12dfae7c-914c-423c-86ef-cc308a6a5d1d,101.7378,5.457,70
50,490,-167.8784,103.7721,57.6575,103.7721,cf80ef19-d279-4fb1-ba27-8c91cb7cba98,103.7721,10.7594,71
51,371,-138.0266,103.7721,29.0785,97.8882,cf80ef19-d279-4fb1-ba27-8c91cb7cba98,103.7721,10.7594,71
52,543,-131.096,103.7721,70.1873,98.5491,cf80ef19-d279-4fb1-ba27-8c91cb7cba98,103.7721,10.7594,71
53,535,-129.2877,103.7721,70.6394,101.6319,cf80ef19-d279-4fb1-ba27-8c91cb7cba98,103.7721,10.7594,71
54,551,-126.8646,103.7721,74.2542,102.3546,cf80ef19-d279-4fb1-ba27-8c91cb7cba98,103.7721,10.7594,71
55,541,-146.9563,104.5827,71.0106,104.5827,f47c3290-7678-4a59-96e7-e5917255fbf5,104.5827,11.0241,71
56,386,-163.3889,104.5827,31.183,103.4936,f47c3290-7678-4a59-96e7-e5917255fbf5,104.5827,11.0241,71
57,547,-131.0418,104.5827,69.2847,103.5366,f47c3290-7678-4a59-96e7-e5917255fbf5,104.5827,11.0241,71
58,523,-176.2162,104.5827,68.0504,100.4041,f47c3290-7678-4a59-96e7-e5917255fbf5,104.5827,11.0241,71
59,518,-130.7163,104.5827,68.3595,102.0461,f47c3290-7678-4a59-96e7-e5917255fbf5,104.5827,11.0241,71
60,494,-136.6215,104.5827,65.4221,101.244,f47c3290-7678-4a59-96e7-e5917255fbf5,104.5827,11.0241,71
61,340,-166.4963,104.5827,30.0882,99.7334,f47c3290-7678-4a59-96e7-e5917255fbf5,104.5827,11.0241,71
62,497,-130.9215,104.7697,67.4003,104.7697,3e6ba3e5-8529-4837-9486-3f10577db999,104.7697,5.6908,71
63,489,-161.1811,104.7697,66.2784,101.8397,3e6ba3e5-8529-4837-9486-3f10577db999,104.7697,5.6908,71
64,505,-130.2,104.7697,67.8444,101.7978,3e6ba3e5-8529-4837-9486-3f10577db999,104.7697,5.6908,71
65,549,-148.759,104.7697,73.6317,104.4108,3e6ba3e5-8529-4837-9486-3f10577db999,104.7697,5.6908,71
