gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-act-inst
0,344,-197.05,-30.1243,-113.2824,-30.1243,4f26d45b-4c15-4bc0-bdaf-f87aa4faf68d,-30.1243,0.183,17
1,140,-142.1372,-8.5066,-101.3561,-8.5066,b8769724-b82b-4236-8bd5-5675c315595e,-8.5066,1.6789,25
2,210,-148.1013,-8.5066,-91.4741,-19.5038,b8769724-b82b-4236-8bd5-5675c315595e,-8.5066,1.6789,25
3,264,-144.8716,-8.5066,-80.2732,-19.3187,b8769724-b82b-4236-8bd5-5675c315595e,-8.5066,1.6789,25
4,433,-131.6627,-7.1439,-69.9103,-7.1439,ebab9786-2d50-4675-926e-4bfabacf43e1,-7.1439,0.3467,25
5,524,-122.818,-7.1439,-54.1932,-7.3529,ebab9786-2d50-4675-926e-4bfabacf43e1,-7.1439,0.3467,25
6,554,-122.6252,-7.1439,-41.6821,-7.3039,ebab9786-2d50-4675-926e-4bfabacf43e1,-7.1439,0.3467,25
7,596,-118.7986,-7.1439,-36.1822,-7.4993,ebab9786-2d50-4675-926e-4bfabacf43e1,-7.1439,0.3467,25
8,615,-123.8388,-7.1439,-28.7559,-7.2879,ebab9786-2d50-4675-926e-4bfabacf43e1,-7.1439,0.3467,25
9,616,-113.665,-7.1439,-21.8698,-7.2587,ebab9786-2d50-4675-926e-4bfabacf43e1,-7.1439,0.3467,25
10,633,-113.7776,-7.1159,-15.0547,-7.1159,2515e6ff-ea62-4471-a658-1ffe89f4cb8b,-7.1159,0.3853,24
11,533,-119.9455,37.2762,-21.1562,37.2762,5c7a9122-70ce-417e-b2d9-43b943539e26,37.2762,5.5319,24
12,600,-118.8809,37.2762,-11.326,-7.0343,5c7a9122-70ce-417e-b2d9-43b943539e26,37.2762,5.5319,24
13,611,-117.3059,37.2762,-11.9216,0.7949,5c7a9122-70ce-417e-b2d9-43b943539e26,37.2762,5.5319,24
14,622,-116.2497,37.2762,-11.4056,-0.2536,5c7a9122-70ce-417e-b2d9-43b943539e26,37.2762,5.5319,24
15,616,-121.7727,37.2762,-11.8205,37.0634,5c7a9122-70ce-417e-b2d9-43b943539e26,37.2762,5.5319,24
16,559,-156.4191,37.2762,-17.8244,35.5117,5c7a9122-70ce-417e-b2d9-43b943539e26,37.2762,5.5319,24
17,619,-113.5555,37.2762,-9.3645,35.9989,5c7a9122-70ce-417e-b2d9-43b943539e26,37.2762,5.5319,24
18,628,-117.582,39.4358,-9.3509,39.4358,ae10d2c6-434f-491b-86fb-2a7ad53a9235,39.4358,3.0766,25
19,598,-117.9659,52.8851,-11.1271,52.8851,d9af2170-8ad0-4758-8a3d-01c7f0b66137,52.8851,10.5659,25
20,630,-114.5582,52.8851,-4.4036,52.4627,d9af2170-8ad0-4758-8a3d-01c7f0b66137,52.8851,10.5659,25
21,505,-144.5352,52.8851,-14.3622,50.0408,d9af2170-8ad0-4758-8a3d-01c7f0b66137,52.8851,10.5659,25
22,604,-121.544,55.7536,2.1105,55.7536,d7f8b84c-43c6-4301-8b36-ace9acbfb884,55.7536,19.4578,25
23,581,-170.5446,82.0357,6.0699,82.0357,f7e5d47d-82cb-4af4-99ba-dda543ad77c4,82.0357,26.633,24
24,592,-119.3988,82.0357,15.8851,69.0437,f7e5d47d-82cb-4af4-99ba-dda543ad77c4,82.0357,26.633,24
25,557,-139.0773,82.0357,21.7095,71.9626,f7e5d47d-82cb-4af4-99ba-dda543ad77c4,82.0357,26.633,24
26,393,-123.6788,82.0357,0.044,70.7155,f7e5d47d-82cb-4af4-99ba-dda543ad77c4,82.0357,26.633,24
27,564,-123.0377,86.3834,28.1311,86.3834,0b1a5eea-1c17-4a35-96d1-9f9516286c0b,86.3834,16.8187,23
28,597,-126.6708,92.6064,34.4904,92.6064,58414af4-2efb-473b-92d5-ef76488d74cb,92.6064,11.0891,25
29,559,-121.7915,92.6064,38.5307,82.9825,58414af4-2efb-473b-92d5-ef76488d74cb,92.6064,11.0891,25
30,565,-121.1611,92.6064,38.9688,85.941,58414af4-2efb-473b-92d5-ef76488d74cb,92.6064,11.0891,25
31,379,-146.5534,92.6064,9.8,88.7174,58414af4-2efb-473b-92d5-ef76488d74cb,92.6064,11.0891,25
32,582,-122.8697,92.6064,50.275,92.4573,58414af4-2efb-473b-92d5-ef76488d74cb,92.6064,11.0891,25
33,557,-123.1415,97.0543,51.2439,97.0543,84c2d827-e739-44e3-81e6-12f6b33d11a3,97.0543,21.6757,23
34,565,-121.8345,97.0543,58.7439,94.9329,84c2d827-e739-44e3-81e6-12f6b33d11a3,97.0543,21.6757,23
