gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-act-inst
0,359,-208.1056,-7.3337,-113.5791,-7.3337,e867ac88-49e0-4797-ba9e-4c520a549c70,-7.3337,4.3042,104
1,158,-129.1441,-7.3337,-101.2541,-40.1443,e867ac88-49e0-4797-ba9e-4c520a549c70,-7.3337,4.3042,104
2,221,-123.1605,-7.3337,-90.7436,-12.284,e867ac88-49e0-4797-ba9e-4c520a549c70,-7.3337,4.3042,104
3,302,-138.2374,-7.3337,-81.2352,-7.5507,e867ac88-49e0-4797-ba9e-4c520a549c70,-7.3337,4.3042,104
4,503,-129.3704,-5.7023,-70.8216,-5.7023,b5c90204-bf78-4556-888d-ee5411368078,-5.7023,1.993,104
5,531,-135.8563,-2.5167,-61.2731,-2.5167,8a8332aa-a496-4bed-9bbe-4fe3741ade1b,-2.5167,2.0751,104
6,572,-138.4467,-2.5167,-50.4623,-6.6042,8a8332aa-a496-4bed-9bbe-4fe3741ade1b,-2.5167,2.0751,104
7,588,-121.0193,-2.5167,-37.6451,-5.7362,8a8332aa-a496-4bed-9bbe-4fe3741ade1b,-2.5167,2.0751,104
8,572,-142.3622,-2.444,-28.3747,-2.444,37cb9c88-2baa-4eb6-ab63-68d5e7f977f3,-2.444,3.3462,104
9,592,-119.3216,-2.444,-16.5754,-3.0144,37cb9c88-2baa-4eb6-ab63-68d5e7f977f3,-2.444,3.3462,104
10,588,-137.5701,-1.9183,-13.6441,-1.9183,ccfd3319-9f34-443b-aaf5-a3b4a8e18eb3,-1.9183,4.865,30
11,471,-156.9046,10.5651,-25.4446,10.5651,c575fe7c-720c-4385-aa99-4c91667ca7a6,10.5651,13.3711,31
12,565,-170.1487,10.5651,-15.28,0.1217,c575fe7c-720c-4385-aa99-4c91667ca7a6,10.5651,13.3711,31
13,574,-133.9765,10.6733,-12.3558,10.6733,04c8d0fc-afcc-4aac-be8e-83578f078405,10.6733,9.7045,31
14,555,-148.9132,10.6733,-15.5557,-0.4893,04c8d0fc-afcc-4aac-be8e-83578f078405,10.6733,9.7045,31
15,560,-139.1932,10.6733,-13.9248,1.0879,04c8d0fc-afcc-4aac-be8e-83578f078405,10.6733,9.7045,31
16,377,-136.7021,10.6733,-31.7832,-0.8795,04c8d0fc-afcc-4aac-be8e-83578f078405,10.6733,9.7045,31
17,547,-129.5943,10.6733,-12.5544,4.0683,04c8d0fc-afcc-4aac-be8e-83578f078405,10.6733,9.7045,31
18,582,-200.8844,10.6733,-11.4997,8.1175,04c8d0fc-afcc-4aac-be8e-83578f078405,10.6733,9.7045,31
19,558,-122.31,10.6733,-10.3431,6.8946,04c8d0fc-afcc-4aac-be8e-83578f078405,10.6733,9.7045,31
20,519,-154.2351,13.8738,-13.5271,13.8738,4875dfbc-f0ec-4e47-8bd2-b27f73161dbd,13.8738,5.0735,31
21,459,-201.0672,13.8738,-21.4889,2.4434,4875dfbc-f0ec-4e47-8bd2-b27f73161dbd,13.8738,5.0735,31
22,570,-177.2287,13.8738,-9.9521,13.0241,4875dfbc-f0ec-4e47-8bd2-b27f73161dbd,13.8738,5.0735,31
23,559,-118.2936,13.8738,-7.6833,12.5272,4875dfbc-f0ec-4e47-8bd2-b27f73161dbd,13.8738,5.0735,31
24,558,-200.8255,13.8738,-10.2219,8.6586,4875dfbc-f0ec-4e47-8bd2-b27f73161dbd,13.8738,5.0735,31
25,552,-188.7076,18.722,-8.476,18.722,0906cb95-57a8-4ec3-bf16-26d5ee323a69,18.722,15.0462,30
26,345,-186.4635,18.722,-30.6336,6.4363,0906cb95-57a8-4ec3-bf16-26d5ee323a69,18.722,15.0462,30
27,572,-144.8085,19.3522,-9.2457,19.3522,590d003a-645f-43e3-bfb2-e512afd6d7b3,19.3522,12.6798,32
28,553,-178.512,19.3522,-9.3449,13.9256,590d003a-645f-43e3-bfb2-e512afd6d7b3,19.3522,12.6798,32
29,514,-176.9885,23.1321,-10.8434,23.1321,645f9358-7312-403b-b9f0-6a482862c5bd,23.1321,15.2703,30
30,480,-208.7708,23.1321,-14.6223,20.5158,645f9358-7312-403b-b9f0-6a482862c5bd,23.1321,15.2703,30
31,210,-206.235,23.1321,-45.1803,15.6524,645f9358-7312-403b-b9f0-6a482862c5bd,23.1321,15.2703,30
32,513,-179.8304,26.1044,-12.9087,26.1044,b831db2c-f7ac-44c3-8fa9-874b6772bd1d,26.1044,5.6219,32
33,473,-185.6538,26.1044,-12.1781,24.8421,b831db2c-f7ac-44c3-8fa9-874b6772bd1d,26.1044,5.6219,32
34,486,-223.736,28.0923,-12.5077,28.0923,d4157933-7999-4b75-9a0e-ea70e84cb578,28.0923,20.6687,30
35,466,-191.3934,28.0923,-13.0133,25.5568,d4157933-7999-4b75-9a0e-ea70e84cb578,28.0923,20.6687,30
