gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-act-inst
0,315,-225.8799,-17.1381,-110.906,-17.1381,0eaf7062-14e2-4610-9b15-79c41febc74b,-17.1381,2.0687,3
1,126,-145.229,-12.3897,-99.6516,-12.3897,6eecefd5-df50-44b0-ae22-e23c63b4ffdc,-12.3897,12.2442,24
2,273,-146.11,-5.2674,-87.689,-5.2674,6f41197c-a3dd-4ae6-b555-dce5aff8b074,-5.2674,1.794,24
3,361,-136.383,-5.2674,-74.5281,-11.5792,6f41197c-a3dd-4ae6-b555-dce5aff8b074,-5.2674,1.794,24
4,502,-158.2132,1.0062,-59.8429,1.0062,ee53cab9-16b2-4768-b88f-50dbb37336bd,1.0062,4.3158,34
5,520,-119.7304,1.1385,-44.0934,1.1385,e8176672-4c35-4520-b314-f1a7fd0cc086,1.1385,5.0192,33
6,566,-152.9385,6.0978,-32.6208,6.0978,17986b10-72d4-4415-a56f-e2f29bd07d09,6.0978,1.4553,23
7,587,-121.5696,6.0978,-23.3203,6.0329,17986b10-72d4-4415-a56f-e2f29bd07d09,6.0978,1.4553,23
8,577,-121.3016,6.0978,-19.0763,5.5701,17986b10-72d4-4415-a56f-e2f29bd07d09,6.0978,1.4553,23
9,557,-117.9588,80.276,-15.7727,80.276,b76ff708-4ec6-4657-9f83-2e98f2ed1627,80.276,5.7343,34
10,571,-129.2986,80.276,-11.5572,6.0881,b76ff708-4ec6-4657-9f83-2e98f2ed1627,80.276,5.7343,34
11,318,-203.6569,80.276,-33.7049,6.0808,b76ff708-4ec6-4657-9f83-2e98f2ed1627,80.276,5.7343,34
12,534,-130.6229,80.276,-8.6614,67.121,b76ff708-4ec6-4657-9f83-2e98f2ed1627,80.276,5.7343,34
13,555,-125.2357,80.276,-7.5209,78.1158,b76ff708-4ec6-4657-9f83-2e98f2ed1627,80.276,5.7343,34
