gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-act-inst
0,328,-203.5006,-25.691,-112.5829,-25.691,1c202bf5-81e0-42fb-9205-52c4943c7187,-25.691,59.7799,79
1,171,-150.7881,-25.691,-102.139,-36.8466,1c202bf5-81e0-42fb-9205-52c4943c7187,-25.691,59.7799,79
2,240,-135.4608,38.5679,-91.1623,38.5679,d8e82ab5-7105-4661-881e-1cb067565e2c,38.5679,12.7152,79
3,320,-164.8184,38.5679,-80.8342,1.5955,d8e82ab5-7105-4661-881e-1cb067565e2c,38.5679,12.7152,79
4,508,-142.9659,45.2665,-68.8094,45.2665,abdacacb-bcb3-4428-8dbc-4b3c9a20ba80,45.2665,15.2383,79
5,570,-164.5581,45.2665,-51.6132,32.3009,abdacacb-bcb3-4428-8dbc-4b3c9a20ba80,45.2665,15.2383,79
6,541,-119.2925,45.8049,-39.5949,45.8049,8281bb2e-c835-4ace-9927-d1474da0ebff,45.8049,20.7607,79
7,535,-129.6903,45.8049,-30.118,44.388,8281bb2e-c835-4ace-9927-d1474da0ebff,45.8049,20.7607,79
8,520,-151.1271,53.0091,-23.0456,53.0091,67b4ba66-4d81-4114-b361-15552c69080d,53.0091,19.0879,79
9,510,-136.8225,53.0091,-17.6029,49.9012,67b4ba66-4d81-4114-b361-15552c69080d,53.0091,19.0879,79
10,490,-122.4968,53.0091,-8.1117,51.3791,67b4ba66-4d81-4114-b361-15552c69080d,53.0091,19.0879,79
11,366,-198.005,53.0091,-28.6476,50.5406,67b4ba66-4d81-4114-b361-15552c69080d,53.0091,19.0879,79
12,436,-132.0588,58.7234,-7.4443,58.7234,d24b5360-efef-49fb-84e1-7e8e8bfeda1b,58.7234,17.5184,78
13,478,-170.2845,60.5996,-0.9459,60.5996,6dca2a21-509f-4f50-b98e-eadfdb865b5a,60.5996,26.7758,79
14,480,-183.1148,60.5996,2.3368,54.6664,6dca2a21-509f-4f50-b98e-eadfdb865b5a,60.5996,26.7758,79
15,462,-182.035,60.5996,1.8412,51.2701,6dca2a21-509f-4f50-b98e-eadfdb865b5a,60.5996,26.7758,79
16,308,-183.5498,60.5996,-25.3881,54.5651,6dca2a21-509f-4f50-b98e-eadfdb865b5a,60.5996,26.7758,79
17,490,-146.2941,60.5996,3.7316,59.5024,6dca2a21-509f-4f50-b98e-eadfdb865b5a,60.5996,26.7758,79
18,473,-140.5941,60.5996,3.3502,52.94,6dca2a21-509f-4f50-b98e-eadfdb865b5a,60.5996,26.7758,79
19,489,-142.3271,60.5996,8.3479,55.4978,6dca2a21-509f-4f50-b98e-eadfdb865b5a,60.5996,26.7758,79
20,480,-152.3508,60.5996,9.2529,50.4639,6dca2a21-509f-4f50-b98e-eadfdb865b5a,60.5996,26.7758,79
21,327,-162.7219,60.5996,-19.5016,35.0041,6dca2a21-509f-4f50-b98e-eadfdb865b5a,60.5996,26.7758,79
22,492,-136.7973,60.5996,8.0024,46.1527,6dca2a21-509f-4f50-b98e-eadfdb865b5a,60.5996,26.7758,79
23,464,-144.2418,60.5996,7.9131,50.6291,6dca2a21-509f-4f50-b98e-eadfdb865b5a,60.5996,26.7758,79
24,492,-147.1792,60.5996,10.934,51.1478,6dca2a21-509f-4f50-b98e-eadfdb865b5a,60.5996,26.7758,79
25,483,-139.4151,60.5996,11.4601,52.1602,6dca2a21-509f-4f50-b98e-eadfdb865b5a,60.5996,26.7758,79
26,308,-181.6473,60.5996,-18.4255,46.9696,6dca2a21-509f-4f50-b98e-eadfdb865b5a,60.5996,26.7758,79
27,492,-166.0307,60.5996,13.2735,57.7037,6dca2a21-509f-4f50-b98e-eadfdb865b5a,60.5996,26.7758,79
28,495,-133.0175,60.5996,9.6151,51.4161,6dca2a21-509f-4f50-b98e-eadfdb865b5a,60.5996,26.7758,79
29,486,-137.308,68.5565,12.9412,68.5565,9867fb98-4e99-4d59-8ccd-acdbed567002,68.5565,78.7014,80
30,481,-154.872,68.5565,10.9383,53.2367,9867fb98-4e99-4d59-8ccd-acdbed567002,68.5565,78.7014,80
31,339,-173.0493,68.5565,-13.512,47.5295,9867fb98-4e99-4d59-8ccd-acdbed567002,68.5565,78.7014,80
32,496,-145.3754,81.7267,14.0073,81.7267,9c614cfb-98f2-4e90-a842-6b23ef90ae80,81.7267,12.2849,80
33,470,-148.0458,81.7267,12.4107,55.1485,9c614cfb-98f2-4e90-a842-6b23ef90ae80,81.7267,12.2849,80
34,482,-144.4063,81.7267,10.7239,75.1073,9c614cfb-98f2-4e90-a842-6b23ef90ae80,81.7267,12.2849,80
35,508,-120.5995,81.7267,17.8386,57.6133,9c614cfb-98f2-4e90-a842-6b23ef90ae80,81.7267,12.2849,80
36,322,-152.003,81.7267,-13.0772,57.6589,9c614cfb-98f2-4e90-a842-6b23ef90ae80,81.7267,12.2849,80
37,524,-154.8813,81.7267,19.9899,63.1791,9c614cfb-98f2-4e90-a842-6b23ef90ae80,81.7267,12.2849,80
