gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-act-inst
0,362,-221.9482,-12.594,-113.6015,-12.594,8b8c0ae9-6f76-433c-bba4-becf5cb19940,-12.594,21.281,17
1,196,-163.3985,-12.594,-100.0798,-30.3362,8b8c0ae9-6f76-433c-bba4-becf5cb19940,-12.594,21.281,17
2,281,-146.4194,-6.3156,-88.0461,-6.3156,fcca2c0d-9522-4859-983e-d95bc75cc6a9,-6.3156,21.5344,17
3,386,-142.9043,-6.3156,-73.5122,-9.4865,fcca2c0d-9522-4859-983e-d95bc75cc6a9,-6.3156,21.5344,17
4,555,-148.5653,3.3152,-56.5254,3.3152,73f24756-5a65-4114-a8d1-c629afef53c1,3.3152,16.0184,17
5,604,-208.6185,5.5658,-38.5221,5.5658,eda5e25e-294e-4bb2-85aa-b6828f52c156,5.5658,10.9826,17
6,596,-121.0452,5.5658,-36.3162,1.6156,eda5e25e-294e-4bb2-85aa-b6828f52c156,5.5658,10.9826,17
7,591,-117.5395,11.0657,-33.569,11.0657,49bb415f-dfb8-4955-9e74-3a567a7291e5,11.0657,12.5582,17
8,610,-116.0877,11.0657,-24.6128,10.6832,49bb415f-dfb8-4955-9e74-3a567a7291e5,11.0657,12.5582,17
9,602,-124.0999,15.073,-18.1846,15.073,3b1a8be5-a1e3-4eb5-8c47-5547cfb52215,15.073,23.211,17
10,600,-207.2194,21.4622,-11.8073,21.4622,479390dd-6445-45b5-a898-ac31bed2c363,21.4622,8.7328,17
11,473,-209.5545,43.7071,-27.9273,43.7071,ad09747c-3b70-4e89-9a23-a5feb27dc9bb,43.7071,2.5065,20
12,584,-114.8076,44.0734,-7.7656,44.0734,96373da2-c2eb-4a1c-9186-8cb9ba901821,44.0734,5.8834,17
13,612,-120.1543,44.7139,-3.1144,44.7139,a72e063b-6a2a-401f-8a46-6e12297167f1,44.7139,6.6389,17
14,574,-147.1764,44.7337,-5.9901,44.7337,a225b8e9-4e3b-46e3-8494-8fecedaf44ed,44.7337,4.1044,17
15,610,-121.1904,46.6219,-0.9009,46.6219,56fae327-6491-4dd1-a289-cc0ca53e2092,46.6219,12.0305,20
16,473,-177.5183,48.9132,-17.6835,48.9132,159c5b18-e3a4-448d-814b-381bd6ef21fb,48.9132,2.8909,21
17,582,-141.8546,60.9098,2.7186,60.9098,4e9c88a9-dbe3-41f6-9102-8d0464eb1b5e,60.9098,10.3505,17
18,592,-130.0174,60.9098,9.589,59.8959,4e9c88a9-dbe3-41f6-9102-8d0464eb1b5e,60.9098,10.3505,17
19,588,-122.3592,63.2631,16.346,63.2631,679ff6ed-ba0b-4430-9f4b-6e6cec9950cd,63.2631,9.6567,19
20,561,-153.5627,63.2631,26.0216,53.4246,679ff6ed-ba0b-4430-9f4b-6e6cec9950cd,63.2631,9.6567,19
21,431,-187.4292,64.8052,-0.1433,64.8052,f11c8380-5016-4598-a1cd-937bc5b17dc8,64.8052,57.8853,18
