gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-act-inst
0,344,-224.2614,-35.897,-115.1835,-35.897,b95fec77-bf67-40f3-ab74-bd48a95411c1,-35.897,0.5021,5
1,182,-137.7366,-35.897,-102.1882,-36.5503,b95fec77-bf67-40f3-ab74-bd48a95411c1,-35.897,0.5021,5
2,237,-134.0803,-27.6997,-93.3734,-27.6997,510cb413-7037-44f9-ac47-b0efa6bffa9a,-27.6997,5.1947,29
3,295,-134.9163,-24.5528,-84.092,-24.5528,5ab911d9-48e7-4dfe-b192-547f797217e4,-24.5528,0.7661,29
4,421,-130.8767,-11.1905,-76.2659,-11.1905,cffd395e-e082-49c7-8083-4741e53c2faa,-11.1905,8.125,22
5,567,-124.9345,-11.1905,-60.09,-12.0443,cffd395e-e082-49c7-8083-4741e53c2faa,-11.1905,8.125,22
6,570,-159.9751,-11.1905,-48.3207,-23.3126,cffd395e-e082-49c7-8083-4741e53c2faa,-11.1905,8.125,22
7,600,-116.1027,-0.4185,-40.1519,-0.4185,d76e97a3-83cc-464d-8516-e438fe6aa71b,-0.4185,1.5594,22
8,576,-121.5132,-0.4185,-39.0995,-8.6098,d76e97a3-83cc-464d-8516-e438fe6aa71b,-0.4185,1.5594,22
9,538,-126.3484,-0.4185,-38.6813,-0.9652,d76e97a3-83cc-464d-8516-e438fe6aa71b,-0.4185,1.5594,22
10,556,-120.3038,-0.4185,-35.5848,-1.1214,d76e97a3-83cc-464d-8516-e438fe6aa71b,-0.4185,1.5594,22
11,409,-123.3067,3.6535,-42.5063,3.6535,5f66f155-f289-4438-acfe-8ecd93dc4dec,3.6535,1.6616,22
12,613,-120.2723,4.4598,-22.8719,4.4598,55e363ca-0747-4a68-acf5-06539df88995,4.4598,1.6747,30
13,632,-174.1678,4.7194,-17.6259,4.7194,27cefd8e-6370-4762-bb31-4c2ca922c937,4.7194,1.6812,23
14,629,-122.992,5.2404,-12.5153,5.2404,6cb2b219-5430-49b4-8665-3107308411f8,5.2404,1.2333,31
15,635,-125.7381,6.4667,-8.0421,6.4667,168e3118-5ee6-4a5f-9123-395be9f8c953,6.4667,0.3556,20
16,467,-124.2802,6.4667,-19.3982,6.4461,168e3118-5ee6-4a5f-9123-395be9f8c953,6.4667,0.3556,20
17,596,-133.1281,8.3376,-3.8794,8.3376,8b72e3d0-d57f-4374-8f33-07cc34fdeaab,8.3376,2.7655,22
18,607,-124.031,8.4567,-3.1967,8.4567,d99c7d8f-50c0-4637-9996-6f7b92340114,8.4567,41.4875,42
19,620,-117.6999,29.3629,-0.7697,29.3629,0f0c4e13-82d4-4a59-9499-e829fd0e5850,29.3629,1.1962,42
20,620,-119.6152,30.6091,0.1838,30.6091,038608cd-0387-44f0-bc9b-bb4eda8a9e4b,30.6091,3.0038,43
21,474,-125.6052,30.6091,-18.2058,29.1319,038608cd-0387-44f0-bc9b-bb4eda8a9e4b,30.6091,3.0038,43
22,583,-114.6208,31.4209,-0.7928,31.4209,bb37e79b-75cf-45d0-8d5d-0dce93226fdb,31.4209,6.2096,43
23,579,-127.4248,31.5843,-1.5686,31.5843,269cdf7a-87c6-4219-9f21-72650e709c9b,31.5843,4.9693,43
24,582,-126.2612,31.5843,1.1988,30.0753,269cdf7a-87c6-4219-9f21-72650e709c9b,31.5843,4.9693,43
25,569,-122.8485,31.8843,1.5211,31.8843,eab7ecf2-5b67-436b-adae-4cf7d70435d9,31.8843,2.3431,45
26,448,-190.6794,31.8843,-12.7003,30.0548,eab7ecf2-5b67-436b-adae-4cf7d70435d9,31.8843,2.3431,45
27,574,-117.8581,31.8843,5.3133,30.7324,eab7ecf2-5b67-436b-adae-4cf7d70435d9,31.8843,2.3431,45
28,549,-118.8455,31.8843,4.3484,31.4888,eab7ecf2-5b67-436b-adae-4cf7d70435d9,31.8843,2.3431,45
29,537,-122.1221,31.8843,6.0376,31.7299,eab7ecf2-5b67-436b-adae-4cf7d70435d9,31.8843,2.3431,45
30,555,-119.1206,32.0545,11.6751,32.0545,2a335069-29b1-48eb-a743-01aa989eae92,32.0545,2.3101,43
31,413,-141.7886,32.0545,-6.7645,31.3929,2a335069-29b1-48eb-a743-01aa989eae92,32.0545,2.3101,43
