gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-act-inst
0,327,-252.8927,-28.1242,-114.4259,-28.1242,8767a5cc-14fe-4f2f-afc8-574924295667,-28.1242,9.5447,9
1,168,-177.6778,-28.1242,-102.5339,-28.1732,8767a5cc-14fe-4f2f-afc8-574924295667,-28.1242,9.5447,9
2,176,-151.5732,-14.3916,-94.2823,-14.3916,77bde884-6e6c-4cbf-a86b-f06d323adcd4,-14.3916,1.8501,68
3,213,-134.2161,-14.3916,-85.9735,-28.0569,77bde884-6e6c-4cbf-a86b-f06d323adcd4,-14.3916,1.8501,68
4,348,-138.0922,-14.3916,-78.9246,-27.3263,77bde884-6e6c-4cbf-a86b-f06d323adcd4,-14.3916,1.8501,68
5,577,-131.6413,-14.3916,-64.8041,-14.5011,77bde884-6e6c-4cbf-a86b-f06d323adcd4,-14.3916,1.8501,68
6,561,-142.6945,-14.3916,-47.5586,-18.3271,77bde884-6e6c-4cbf-a86b-f06d323adcd4,-14.3916,1.8501,68
7,610,-117.3188,-13.7389,-36.5908,-13.7389,ad9265bc-22e9-4e3e-9a5c-9717b40a7c82,-13.7389,2.4416,68
8,580,-117.3325,-8.8823,-32.5979,-8.8823,a4ad40dc-c1cf-43b6-a20b-bde6f80953d8,-8.8823,0.3827,4
9,588,-117.0774,-8.8823,-31.7631,-8.9004,a4ad40dc-c1cf-43b6-a20b-bde6f80953d8,-8.8823,0.3827,4
10,589,-122.2864,-6.7931,-30.195,-6.7931,d6b32f4e-7e9a-4d8a-bf15-dd6eae395b65,-6.7931,2.3313,69
11,467,-123.3168,-6.7931,-37.5936,-10.6611,d6b32f4e-7e9a-4d8a-bf15-dd6eae395b65,-6.7931,2.3313,69
12,572,-115.0086,-6.7931,-28.5863,-12.4928,d6b32f4e-7e9a-4d8a-bf15-dd6eae395b65,-6.7931,2.3313,69
13,586,-117.5118,-4.9668,-25.534,-4.9668,0e7dc71e-113f-4623-880c-3717187b5bc6,-4.9668,13.3547,69
14,575,-158.5189,-4.2588,-22.2747,-4.2588,3da54eec-d936-4424-8e16-eeb8aad4c177,-4.2588,14.916,69
15,583,-110.3041,-3.9644,-20.508,-3.9644,2896f7f8-5314-4537-aa99-ea0f52aa2f02,-3.9644,14.9755,69
16,475,-128.7227,-0.6197,-31.4585,-0.6197,7a2f5f44-52a5-441d-9b91-dfbd98fff15a,-0.6197,2.6221,70
17,567,-111.7359,-0.6197,-20.2096,-2.1398,7a2f5f44-52a5-441d-9b91-dfbd98fff15a,-0.6197,2.6221,70
18,573,-128.0077,3.2392,-18.9141,3.2392,8becb34a-27ba-45a8-b106-59d1008a08cb,3.2392,3.6561,69
19,622,-120.3849,3.2392,-16.8272,2.3457,8becb34a-27ba-45a8-b106-59d1008a08cb,3.2392,3.6561,69
20,600,-110.8299,7.2953,-15.8473,7.2953,54a428cb-f559-4f66-b0de-5b840dfeac67,7.2953,3.0027,69
