gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-act-inst
0,332,-207.9823,-33.3309,-114.7836,-33.3309,9f34dbf5-7b48-4dcc-ac5b-1931f88325f6,-33.3309,3.5701,5
1,166,-184.2758,-27.7627,-102.8922,-27.7627,46b07c38-a4f4-43ff-9dd6-af1166c6f2d9,-27.7627,9.203,5
2,214,-160.4736,-17.0334,-93.7065,-17.0334,4e226adb-d51c-472e-a8cc-3c647dfbb3a8,-17.0334,1.7886,4
3,315,-126.3915,-17.0334,-83.4375,-20.1351,4e226adb-d51c-472e-a8cc-3c647dfbb3a8,-17.0334,1.7886,4
4,443,-123.8676,-6.7689,-72.873,-6.7689,a85d1739-ed36-4d9b-ae75-4d24ebf0e94a,-6.7689,0.5077,8
5,531,-136.7376,-6.7689,-57.7018,-16.3427,a85d1739-ed36-4d9b-ae75-4d24ebf0e94a,-6.7689,0.5077,8
6,594,-114.0311,-6.7689,-41.5711,-15.3448,a85d1739-ed36-4d9b-ae75-4d24ebf0e94a,-6.7689,0.5077,8
7,598,-117.967,-6.7689,-38.6621,-15.392,a85d1739-ed36-4d9b-ae75-4d24ebf0e94a,-6.7689,0.5077,8
8,603,-119.0164,-6.3521,-34.8739,-6.3521,7cde1373-e3bc-4fe0-afe8-77970605c73d,-6.3521,0.0864,9
9,589,-117.5007,-5.6848,-29.4442,-5.6848,855deaaf-af6d-4b0a-ae4f-5701d20f3688,-5.6848,2.7955,7
10,591,-121.4882,-3.0969,-26.7484,-3.0969,d30bc811-c209-4450-8378-3414752de7db,-3.0969,2.6435,7
11,412,-128.6346,-3.0017,-37.5043,-3.0017,58b7bdc1-ddfd-40b1-8721-d17a0a460101,-3.0017,0.1014,10
12,571,-129.9388,-2.0829,-25.3014,-2.0829,bf7a2f59-12c3-488e-a91c-5df51c52c28f,-2.0829,1.3546,7
13,607,-115.5073,-0.5195,-19.2194,-0.5195,c08da42f-b565-4c3d-b480-d6ebca13ca7c,-0.5195,1.5165,10
14,544,-117.9264,0.6911,-20.0696,0.6911,3c4d5a05-c3e6-49a5-9e22-70965793ceba,0.6911,0.5996,10
15,588,-121.4768,0.8776,-14.9104,0.8776,7e0c259d-5509-485c-92e1-1423337078b6,0.8776,0.2062,10
16,322,-123.359,0.8776,-33.552,-0.1141,7e0c259d-5509-485c-92e1-1423337078b6,0.8776,0.2062,10
17,530,-121.2896,0.8776,-14.6683,0.6811,7e0c259d-5509-485c-92e1-1423337078b6,0.8776,0.2062,10
18,563,-117.7142,1.1233,-11.1487,1.1233,c023a4c9-d2fe-4237-b465-20aa753043e7,1.1233,0.1482,10
19,549,-122.2174,1.3271,-11.2168,1.3271,1376d356-1a42-4e36-937e-04f0949d69d3,1.3271,3.1713,8
20,531,-118.7983,1.3271,-11.8778,1.192,1376d356-1a42-4e36-937e-04f0949d69d3,1.3271,3.1713,8
21,348,-125.3126,1.3271,-30.5561,1.0792,1376d356-1a42-4e36-937e-04f0949d69d3,1.3271,3.1713,8
22,540,-118.7919,1.3271,-11.3241,1.1611,1376d356-1a42-4e36-937e-04f0949d69d3,1.3271,3.1713,8
23,549,-121.4936,1.4475,-10.4883,1.4475,841881ee-8b0d-4cca-8cac-fc635cc69d6b,1.4475,1.0722,10
