gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-act-inst
0,304,-215.0,-12.8214,-113.6536,-12.8214,642c105b-2ace-41d4-9537-a9ef3b1d9630,-12.8214,1.1359,3
1,149,-139.3287,-8.7193,-102.2057,-8.7193,038c2d6f-4a1c-43ed-a56f-12223fc85f1a,-8.7193,7.7294,7
2,209,-129.1331,-8.7193,-93.7984,-35.3294,038c2d6f-4a1c-43ed-a56f-12223fc85f1a,-8.7193,7.7294,7
3,211,-120.6708,-8.7193,-86.9541,-12.0068,038c2d6f-4a1c-43ed-a56f-12223fc85f1a,-8.7193,7.7294,7
4,351,-130.5902,-8.7193,-79.7815,-9.9639,038c2d6f-4a1c-43ed-a56f-12223fc85f1a,-8.7193,7.7294,7
5,534,-124.4588,-3.2099,-68.247,-3.2099,833b0b55-dcd5-4c3e-978c-0f4faef13252,-3.2099,9.8609,7
6,575,-123.152,-3.2099,-51.4228,-6.9237,833b0b55-dcd5-4c3e-978c-0f4faef13252,-3.2099,9.8609,7
7,571,-115.4958,2.3373,-35.9234,2.3373,6db0424d-7299-44e7-926f-d4613cbd638a,2.3373,9.0552,7
8,556,-114.964,2.3373,-29.6797,-4.8088,6db0424d-7299-44e7-926f-d4613cbd638a,2.3373,9.0552,7
9,551,-155.2141,2.3373,-21.454,-3.4277,6db0424d-7299-44e7-926f-d4613cbd638a,2.3373,9.0552,7
10,546,-123.4537,2.3373,-20.037,-0.655,6db0424d-7299-44e7-926f-d4613cbd638a,2.3373,9.0552,7
11,355,-150.9435,7.895,-35.5433,7.895,6e352562-2f20-4f48-87d8-4cab524b1cda,7.895,5.8153,3
12,550,-119.5524,7.895,-18.8945,1.6491,6e352562-2f20-4f48-87d8-4cab524b1cda,7.895,5.8153,3
13,528,-122.1805,7.895,-19.1018,1.2256,6e352562-2f20-4f48-87d8-4cab524b1cda,7.895,5.8153,3
14,576,-114.4761,7.895,-16.0174,6.6212,6e352562-2f20-4f48-87d8-4cab524b1cda,7.895,5.8153,3
15,561,-127.2439,7.895,-16.4039,0.9621,6e352562-2f20-4f48-87d8-4cab524b1cda,7.895,5.8153,3
16,376,-179.7911,7.895,-33.5008,-0.211,6e352562-2f20-4f48-87d8-4cab524b1cda,7.895,5.8153,3
17,518,-122.8501,7.895,-18.2425,4.6669,6e352562-2f20-4f48-87d8-4cab524b1cda,7.895,5.8153,3
18,583,-123.3963,7.895,-14.3449,5.5142,6e352562-2f20-4f48-87d8-4cab524b1cda,7.895,5.8153,3
19,566,-122.6029,7.895,-13.8907,7.5477,6e352562-2f20-4f48-87d8-4cab524b1cda,7.895,5.8153,3
20,565,-125.8991,7.895,-13.3719,7.4395,6e352562-2f20-4f48-87d8-4cab524b1cda,7.895,5.8153,3
21,360,-125.7578,7.895,-32.2832,5.4782,6e352562-2f20-4f48-87d8-4cab524b1cda,7.895,5.8153,3
22,539,-125.6438,7.895,-13.1136,6.523,6e352562-2f20-4f48-87d8-4cab524b1cda,7.895,5.8153,3
23,521,-122.8316,7.895,-12.4769,7.821,6e352562-2f20-4f48-87d8-4cab524b1cda,7.895,5.8153,3
24,567,-116.5444,20.3537,-8.4535,20.3537,3151fc7e-1509-4df7-ad77-4486cccd8705,20.3537,1.7245,3
25,510,-115.2033,20.3537,-8.2253,10.2717,3151fc7e-1509-4df7-ad77-4486cccd8705,20.3537,1.7245,3
26,267,-122.4487,20.3537,-33.4056,10.4108,3151fc7e-1509-4df7-ad77-4486cccd8705,20.3537,1.7245,3
27,474,-123.1383,20.3537,-10.7114,18.1953,3151fc7e-1509-4df7-ad77-4486cccd8705,20.3537,1.7245,3
28,529,-118.3302,20.3537,-6.4466,18.6116,3151fc7e-1509-4df7-ad77-4486cccd8705,20.3537,1.7245,3
29,511,-126.6106,20.3537,-7.3291,19.261,3151fc7e-1509-4df7-ad77-4486cccd8705,20.3537,1.7245,3
30,504,-123.3238,20.3537,-7.4546,19.441,3151fc7e-1509-4df7-ad77-4486cccd8705,20.3537,1.7245,3
31,236,-123.3462,20.3537,-33.5167,10.6133,3151fc7e-1509-4df7-ad77-4486cccd8705,20.3537,1.7245,3
32,491,-120.75,20.3537,-8.741,16.5646,3151fc7e-1509-4df7-ad77-4486cccd8705,20.3537,1.7245,3
33,486,-119.9327,20.3537,-10.5874,11.5978,3151fc7e-1509-4df7-ad77-4486cccd8705,20.3537,1.7245,3
34,522,-121.3284,20.3537,-6.5778,12.6485,3151fc7e-1509-4df7-ad77-4486cccd8705,20.3537,1.7245,3
35,518,-121.4997,20.3537,-7.7525,17.252,3151fc7e-1509-4df7-ad77-4486cccd8705,20.3537,1.7245,3
36,290,-130.5229,20.3537,-32.513,19.3979,3151fc7e-1509-4df7-ad77-4486cccd8705,20.3537,1.7245,3
37,494,-118.3766,20.3537,-8.4132,11.1573,3151fc7e-1509-4df7-ad77-4486cccd8705,20.3537,1.7245,3
38,494,-115.2133,20.3537,-6.6944,18.1459,3151fc7e-1509-4df7-ad77-4486cccd8705,20.3537,1.7245,3
39,526,-117.7352,20.3537,-4.1329,19.9728,3151fc7e-1509-4df7-ad77-4486cccd8705,20.3537,1.7245,3
40,526,-117.3131,20.3537,-4.6351,18.9375,3151fc7e-1509-4df7-ad77-4486cccd8705,20.3537,1.7245,3
41,352,-123.3222,20.3537,-24.3184,20.1171,3151fc7e-1509-4df7-ad77-4486cccd8705,20.3537,1.7245,3
42,529,-117.0701,20.3537,-4.3231,18.6894,3151fc7e-1509-4df7-ad77-4486cccd8705,20.3537,1.7245,3
43,554,-123.2497,20.3537,-4.4789,20.0789,3151fc7e-1509-4df7-ad77-4486cccd8705,20.3537,1.7245,3
