gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-act-inst
0,331,-247.5838,2.2225,-116.3222,2.2225,68283517-3a3b-4555-8905-2787513e3def,2.2225,2.0559,14
1,155,-135.2247,2.2225,-102.9711,-11.7835,68283517-3a3b-4555-8905-2787513e3def,2.2225,2.0559,14
2,186,-122.3435,2.2225,-93.894,-25.3353,68283517-3a3b-4555-8905-2787513e3def,2.2225,2.0559,14
3,260,-152.9633,2.2225,-85.2617,-23.5386,68283517-3a3b-4555-8905-2787513e3def,2.2225,2.0559,14
4,398,-157.4388,2.2225,-77.9769,1.9912,68283517-3a3b-4555-8905-2787513e3def,2.2225,2.0559,14
5,523,-122.113,2.5107,-63.2198,2.5107,b6f9eee7-2920-4158-95f4-333f9068c5d4,2.5107,2.7558,14
6,522,-144.1592,3.3426,-47.6854,3.3426,0c28e7d4-3d32-4454-8717-1264e8a97900,3.3426,3.1329,13
7,586,-118.7434,3.3426,-33.7094,3.3303,0c28e7d4-3d32-4454-8717-1264e8a97900,3.3426,3.1329,13
8,586,-120.8339,3.3426,-25.8284,3.0609,0c28e7d4-3d32-4454-8717-1264e8a97900,3.3426,3.1329,13
9,580,-118.8456,18.7962,-19.4284,18.7962,046c2832-0987-4a46-aa3f-c255c855a250,18.7962,47.1032,13
10,599,-137.679,18.7962,-12.1621,11.3065,046c2832-0987-4a46-aa3f-c255c855a250,18.7962,47.1032,13
11,459,-182.2213,22.0014,-21.009,22.0014,749aa74a-f6c1-4003-b2bc-ad023531641e,22.0014,48.9859,15
12,568,-124.9746,22.0014,-6.3299,11.0947,749aa74a-f6c1-4003-b2bc-ad023531641e,22.0014,48.9859,15
13,574,-115.5268,35.5597,-3.4168,35.5597,eb941e8e-5f37-4f1d-a7fd-4745f5667550,35.5597,46.7608,15
14,549,-127.5501,35.5597,-6.0356,19.1118,eb941e8e-5f37-4f1d-a7fd-4745f5667550,35.5597,46.7608,15
15,597,-129.2431,35.5597,-2.5342,23.7677,eb941e8e-5f37-4f1d-a7fd-4745f5667550,35.5597,46.7608,15
16,383,-130.9768,35.5597,-21.1662,26.3652,eb941e8e-5f37-4f1d-a7fd-4745f5667550,35.5597,46.7608,15
