gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-teams,champ-learners,champ-bid-inst,champ-act-inst,champ-real-acts,pop-roots,pop-teams,pop-learners,hh-learners-rem,hh-teams-affected,b-teams,b-learners,b-teams-new,b-learners-new
0,981,-206.5872,-19.8704,-114.8933,-19.8704,20219d28-3183-44fd-9ab1-857c9e102fd9,-19.8704,4.6527,1,2,119,34,2,360,360,720,0,0,0,0,0,0
1,476,-133.4953,-19.8704,-105.7702,-33.3357,20219d28-3183-44fd-9ab1-857c9e102fd9,-19.8704,4.6527,1,2,119,34,2,360,360,654,0,0,0,0,0,0
2,593,-140.5949,-19.8704,-99.295,-25.763,20219d28-3183-44fd-9ab1-857c9e102fd9,-19.8704,4.6527,1,2,119,34,2,360,360,664,0,0,0,0,0,0
3,808,-161.2735,-18.2096,-91.1846,-18.2096,f7161616-5ce3-4e8e-8d07-d5848146012b,-18.2096,4.671,1,2,119,34,2,360,360,655,0,0,0,0,0,0
4,954,-134.9134,-18.0576,-83.0441,-18.0576,b9806756-2ff0-4480-aacf-c0fbabbc90dc,-18.0576,5.4522,1,4,229,174,4,360,360,651,0,0,0,0,0,0
5,1246,-142.6205,-11.4482,-72.7895,-11.4482,69c2e353-d651-4cf7-89e4-84de5b294dc9,-11.4482,16.6993,1,2,119,33,2,360,360,670,0,0,0,0,0,0
6,1184,-143.1533,0.311,-63.7202,0.311,0aa57225-ed4d-4c73-953f-d4fdb18a92ac,0.311,0.7685,1,4,227,174,4,360,360,703,0,0,0,0,0,0
7,671,-130.7374,0.311,-50.5773,-0.4609,0aa57225-ed4d-4c73-953f-d4fdb18a92ac,0.311,0.7685,1,4,227,174,4,360,360,722,0,0,0,0,0,0
8,786,-138.7123,0.6125,-39.2731,0.6125,8bab1724-f46a-490a-9f41-700556ce0336,0.6125,0.4874,1,4,228,174,4,360,360,712,0,0,0,0,0,0
9,722,-139.5282,0.6125,-38.6049,0.4789,8bab1724-f46a-490a-9f41-700556ce0336,0.6125,0.4874,1,4,228,174,4,360,360,759,0,0,0,0,0,0
10,739,-120.1848,0.6125,-33.9871,0.1568,8bab1724-f46a-490a-9f41-700556ce0336,0.6125,0.4874,1,4,228,174,4,360,360,767,0,0,0,0,0,0
11,482,-140.571,0.6125,-46.9191,-0.7388,8bab1724-f46a-490a-9f41-700556ce0336,0.6125,0.4874,1,4,228,174,4,360,360,970,0,0,0,0,0,0
12,816,-123.6591,0.6413,-27.1356,0.6413,253d2ac7-2a3a-43b6-98d9-441f8fba3e9f,0.6413,0.4185,1,4,201,207,4,360,360,844,0,0,0,0,0,0
13,785,-131.6021,1.862,-26.4547,1.862,f26a57e4-17f2-4122-bbae-b85f6be50765,1.862,1.0597,1,3,212,89,3,360,360,860,0,0,0,0,0,0
14,778,-136.9632,1.9732,-24.3242,1.9732,0fe6d8ab-1100-484f-9189-bb645742e53f,1.9732,0.0625,1,3,157,139,3,360,360,830,0,0,0,0,0,0
15,724,-153.2913,5.0649,-24.7677,5.0649,1a9aa4d9-fcc3-4aa4-9780-6989418f73de,5.0649,1.8416,1,4,204,206,4,360,360,853,0,0,0,0,0,0
16,450,-141.1909,5.234,-39.4682,5.234,560ab124-e915-4467-a26c-43ca6f747cb5,5.234,0.3961,1,4,267,125,4,360,360,1014,0,0,0,0,0,0
17,865,-152.0066,7.6928,-15.4538,7.6928,09078591-7bec-4fd8-8a9c-0772b5ddcaf0,7.6928,0.0875,1,4,246,168,4,360,360,895,0,0,0,0,0,0
18,771,-150.0843,9.9018,-14.6044,9.9018,e3965d40-9c6f-4e39-aaa6-eaa13bd0ebd9,9.9018,0.9823,1,4,228,172,4,360,360,915,0,0,0,0,0,0
19,823,-151.3836,15.3328,-13.6722,15.3328,9339e461-d369-4de6-9cea-ca867580fdd8,15.3328,10.1896,1,2,125,89,2,360,360,913,0,0,0,0,0,0
20,835,-125.4253,24.5205,-12.0778,24.5205,15c696a7-d132-4f23-b82b-67ce561a044e,24.5205,6.1209,1,2,125,89,2,360,360,943,0,0,0,0,0,0
21,500,-191.1943,24.5205,-35.6912,7.5457,15c696a7-d132-4f23-b82b-67ce561a044e,24.5205,6.1209,1,2,125,89,2,360,360,1044,0,0,0,0,0,0
22,895,-124.6759,24.5205,-10.0661,14.3921,15c696a7-d132-4f23-b82b-67ce561a044e,24.5205,6.1209,1,2,125,89,2,360,360,954,0,0,0,0,0,0
23,735,-119.8374,24.5205,-12.9229,24.1648,15c696a7-d132-4f23-b82b-67ce561a044e,24.5205,6.1209,1,2,125,89,2,360,360,901,0,0,0,0,0,0
24,825,-132.6485,24.5205,-11.2358,13.0583,15c696a7-d132-4f23-b82b-67ce561a044e,24.5205,6.1209,1,2,125,89,2,360,360,882,0,0,0,0,0,0
25,810,-118.2063,24.5205,-7.1873,16.7555,15c696a7-d132-4f23-b82b-67ce561a044e,24.5205,6.1209,1,2,125,89,2,360,360,886,0,0,0,0,0,0
26,575,-131.6343,24.5205,-27.7278,13.341,15c696a7-d132-4f23-b82b-67ce561a044e,24.5205,6.1209,1,2,125,89,2,360,360,1022,0,0,0,0,0,0
27,843,-118.7574,24.5205,-6.8397,14.109,15c696a7-d132-4f23-b82b-67ce561a044e,24.5205,6.1209,1,2,125,89,2,360,360,910,0,0,0,0,0,0
28,738,-120.6899,24.5205,-11.9499,19.2241,15c696a7-d132-4f23-b82b-67ce561a044e,24.5205,6.1209,1,2,125,89,2,360,360,844,0,0,0,0,0,0
29,839,-122.2068,24.5205,-6.1451,23.5261,15c696a7-d132-4f23-b82b-67ce561a044e,24.5205,6.1209,1,2,125,89,2,360,360,812,0,0,0,0,0,0
30,847,-155.2951,24.5205,-6.1071,22.7258,15c696a7-d132-4f23-b82b-67ce561a044e,24.5205,6.1209,1,2,125,89,2,360,360,776,0,0,0,0,0,0
31,540,-133.2258,24.5205,-28.0931,11.9389,15c696a7-d132-4f23-b82b-67ce561a044e,24.5205,6.1209,1,2,125,89,2,360,360,914,0,0,0,0,0,0
32,890,-122.6389,38.1491,-3.3157,38.1491,e996b144-3f42-49e5-b876-4e6919b3c544,38.1491,15.2704,1,3,253,92,3,360,360,773,0,0,0,0,0,0
33,865,-154.8271,38.1491,-3.5063,25.9552,e996b144-3f42-49e5-b876-4e6919b3c544,38.1491,15.2704,1,3,253,92,3,360,360,794,0,0,0,0,0,0
34,904,-118.5321,38.1491,-1.4623,28.0209,e996b144-3f42-49e5-b876-4e6919b3c544,38.1491,15.2704,1,3,253,92,3,360,360,747,0,0,0,0,0,0
35,892,-122.2446,38.1491,-1.8406,23.941,e996b144-3f42-49e5-b876-4e6919b3c544,38.1491,15.2704,1,3,253,92,3,360,360,730,0,0,0,0,0,0
36,706,-146.4579,38.1491,-18.7065,22.88,e996b144-3f42-49e5-b876-4e6919b3c544,38.1491,15.2704,1,3,253,92,3,360,360,830,0,0,0,0,0,0
37,912,-140.7128,38.1491,0.1956,33.6249,e996b144-3f42-49e5-b876-4e6919b3c544,38.1491,15.2704,1,3,253,92,3,360,360,664,0,0,0,0,0,0
38,905,-127.8547,38.1491,3.0956,36.9658,e996b144-3f42-49e5-b876-4e6919b3c544,38.1491,15.2704,1,3,253,92,3,360,360,645,0,0,0,0,0,0
39,973,-120.8897,42.8537,6.7015,42.8537,f2312bf6-c96f-478b-8ccc-30a465cdf1e2,42.8537,9.711,1,3,183,90,3,360,360,615,0,0,0,0,0,0
40,915,-133.668,44.517,5.0153,44.517,67fafdf6-ba0b-45da-97b1-1496a08ebeb5,44.517,7.4198,1,3,189,175,3,360,360,650,0,0,0,0,0,0
41,640,-149.3219,44.517,-18.5775,29.537,67fafdf6-ba0b-45da-97b1-1496a08ebeb5,44.517,7.4198,1,3,189,175,3,360,360,828,0,0,0,0,0,0
42,893,-123.1957,44.517,8.7341,43.3962,67fafdf6-ba0b-45da-97b1-1496a08ebeb5,44.517,7.4198,1,3,189,175,3,360,360,661,0,0,0,0,0,0
43,927,-136.0205,46.3815,8.8624,46.3815,5524783c-8668-4aa2-849b-2c1050883d8d,46.3815,4.9272,1,2,125,89,2,360,360,688,0,0,0,0,0,0
44,843,-122.3997,46.3815,8.2749,45.5712,5524783c-8668-4aa2-849b-2c1050883d8d,46.3815,4.9272,1,2,125,89,2,360,360,677,0,0,0,0,0,0
45,859,-125.8166,46.3815,8.9078,40.595,5524783c-8668-4aa2-849b-2c1050883d8d,46.3815,4.9272,1,2,125,89,2,360,360,688,0,0,0,0,0,0
46,661,-130.7037,46.3815,-11.2952,39.1507,5524783c-8668-4aa2-849b-2c1050883d8d,46.3815,4.9272,1,2,125,89,2,360,360,891,0,0,0,0,0,0
47,864,-118.3613,46.3815,12.8064,43.0557,5524783c-8668-4aa2-849b-2c1050883d8d,46.3815,4.9272,1,2,125,89,2,360,360,712,0,0,0,0,0,0
48,869,-137.1091,46.7282,14.2768,46.7282,ebbd2f23-efd4-4bfa-a72c-c82a88fcd007,46.7282,10.0527,1,3,194,177,3,360,360,713,0,0,0,0,0,0
49,816,-123.1501,49.0978,13.7503,49.0978,6a1877d9-e276-4109-a0fd-28220c4fb99f,49.0978,4.6571,1,3,135,135,3,360,360,720,0,0,0,0,0,0
50,897,-145.4886,56.7493,19.6833,56.7493,43ca3997-83ff-45d3-938b-a92b82980782,56.7493,11.3029,1,2,125,89,2,360,360,695,0,0,0,0,0,0
51,642,-126.608,56.7493,-6.5239,43.8249,43ca3997-83ff-45d3-938b-a92b82980782,56.7493,11.3029,1,2,125,89,2,360,360,851,0,0,0,0,0,0
52,892,-121.7607,56.7493,19.479,54.0725,43ca3997-83ff-45d3-938b-a92b82980782,56.7493,11.3029,1,2,125,89,2,360,360,704,0,0,0,0,0,0
53,902,-126.7255,56.7493,19.1117,55.8306,43ca3997-83ff-45d3-938b-a92b82980782,56.7493,11.3029,1,2,125,89,2,360,360,661,0,0,0,0,0,0
54,915,-130.9286,56.7493,21.7787,49.5017,43ca3997-83ff-45d3-938b-a92b82980782,56.7493,11.3029,1,2,125,89,2,360,360,692,0,0,0,0,0,0
