gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-teams,champ-learners,champ-bid-inst,champ-act-inst,champ-real-acts,pop-roots,pop-teams,pop-learners,hh-learners-rem,hh-teams-affected,b-teams,b-learners,b-teams-new,b-learners-new
0,1070,-195.6657,-15.8308,-111.2641,-15.8308,6b95888e-b194-4d51-9841-194460ecedaa,-15.8308,5.5989,1,2,91,122,2,360,360,720,0,0,0,0,0,0
1,573,-220.2599,-15.8308,-101.4701,-23.1835,6b95888e-b194-4d51-9841-194460ecedaa,-15.8308,5.5989,1,2,91,122,2,360,360,659,0,0,0,0,0,0
2,716,-131.6359,-15.8308,-92.8068,-23.1599,6b95888e-b194-4d51-9841-194460ecedaa,-15.8308,5.5989,1,2,91,122,2,360,360,646,0,0,0,0,0,0
3,803,-128.3831,-15.8308,-82.9004,-20.4289,6b95888e-b194-4d51-9841-194460ecedaa,-15.8308,5.5989,1,2,91,122,2,360,360,637,0,0,0,0,0,0
4,1073,-136.5179,-15.8308,-71.2551,-18.6288,6b95888e-b194-4d51-9841-194460ecedaa,-15.8308,5.5989,1,2,91,122,2,360,360,619,0,0,0,0,0,0
5,1277,-149.0351,-4.9446,-59.4556,-4.9446,c1bdee6d-11e5-42ec-a2fe-15d6d0f1ebbf,-4.9446,4.2899,1,3,137,167,3,360,360,611,0,0,0,0,0,0
6,1311,-207.2957,-4.9446,-49.6896,-10.9468,c1bdee6d-11e5-42ec-a2fe-15d6d0f1ebbf,-4.9446,4.2899,1,3,137,167,3,360,360,624,0,0,0,0,0,0
7,764,-223.6428,7.4916,-42.6246,7.4916,9790d709-a232-4c8c-a499-1708997f6ae9,7.4916,0.0785,1,3,210,74,3,360,360,655,0,0,0,0,0,0
8,773,-206.2794,7.4916,-36.2642,-7.6939,9790d709-a232-4c8c-a499-1708997f6ae9,7.4916,0.0785,1,3,210,74,3,360,360,662,0,0,0,0,0,0
9,775,-141.5012,8.2682,-34.716,8.2682,0bb04cdd-25fa-4d9e-9031-d892ec0f1130,8.2682,1.5196,1,2,84,128,2,360,360,692,0,0,0,0,0,0
10,744,-139.8368,8.2682,-33.1176,8.1044,0bb04cdd-25fa-4d9e-9031-d892ec0f1130,8.2682,1.5196,1,2,84,128,2,360,360,719,0,0,0,0,0,0
11,455,-183.1375,8.2682,-48.8768,5.1902,0bb04cdd-25fa-4d9e-9031-d892ec0f1130,8.2682,1.5196,1,2,84,128,2,360,360,927,0,0,0,0,0,0
12,734,-210.1701,8.2682,-31.6791,7.55,0bb04cdd-25fa-4d9e-9031-d892ec0f1130,8.2682,1.5196,1,2,84,128,2,360,360,805,0,0,0,0,0,0
13,773,-145.2724,8.5863,-28.8475,8.5863,498397b0-bad5-483c-869b-4993ccb33212,8.5863,0.8035,1,2,83,128,2,360,360,791,0,0,0,0,0,0
14,749,-143.1916,8.6654,-25.7207,8.6654,e9d63ec7-1fa1-42d5-852b-d85a03cceaaf,8.6654,0.8226,1,2,82,128,2,360,360,845,0,0,0,0,0,0
15,733,-118.0709,8.6654,-22.7244,8.3531,e9d63ec7-1fa1-42d5-852b-d85a03cceaaf,8.6654,0.8226,1,2,82,128,2,360,360,883,0,0,0,0,0,0
16,522,-150.9624,8.6654,-39.1345,0.6289,e9d63ec7-1fa1-42d5-852b-d85a03cceaaf,8.6654,0.8226,1,2,82,128,2,360,360,1007,0,0,0,0,0,0
17,755,-171.0895,9.7827,-22.1424,9.7827,e47c47d5-3317-4507-acd0-a7194bde92ce,9.7827,1.4852,1,2,83,128,2,360,360,887,0,0,0,0,0,0
18,780,-124.2972,9.8885,-16.5248,9.8885,118e3030-df6d-443a-85ac-d35d122b3107,9.8885,0.8186,1,2,84,129,2,360,360,852,0,0,0,0,0,0
19,732,-128.4031,15.2887,-18.636,15.2887,8e1b9106-09e0-4aac-b55c-eb6197504df3,15.2887,1.32,1,2,82,128,2,360,360,826,0,0,0,0,0,0
20,773,-202.6503,15.2887,-14.8712,10.3756,8e1b9106-09e0-4aac-b55c-eb6197504df3,15.2887,1.32,1,2,82,128,2,360,360,769,0,0,0,0,0,0
21,490,-177.8742,15.2887,-34.3593,12.446,8e1b9106-09e0-4aac-b55c-eb6197504df3,15.2887,1.32,1,2,82,128,2,360,360,845,0,0,0,0,0,0
22,894,-157.8945,15.2887,-1.5874,13.6827,8e1b9106-09e0-4aac-b55c-eb6197504df3,15.2887,1.32,1,2,82,128,2,360,360,678,0,0,0,0,0,0
23,774,-140.6682,15.2887,-8.4768,13.7255,8e1b9106-09e0-4aac-b55c-eb6197504df3,15.2887,1.32,1,2,82,128,2,360,360,688,0,0,0,0,0,0
24,854,-187.9471,15.6562,-4.8991,15.6562,9d1ff5e7-15a3-426b-9789-222af234a34d,15.6562,1.7854,1,2,80,127,2,360,360,657,0,0,0,0,0,0
25,837,-164.081,16.1524,-4.4122,16.1524,4b861fc4-cec9-4928-a8ef-0c7bff9ed218,16.1524,0.8471,1,2,56,125,2,360,360,683,0,0,0,0,0,0
26,581,-176.1687,16.1524,-23.7377,15.7352,4b861fc4-cec9-4928-a8ef-0c7bff9ed218,16.1524,0.8471,1,2,56,125,2,360,360,858,0,0,0,0,0,0
27,844,-143.6299,16.1524,-2.7177,15.7833,4b861fc4-cec9-4928-a8ef-0c7bff9ed218,16.1524,0.8471,1,2,56,125,2,360,360,762,0,0,0,0,0,0
28,846,-161.3671,17.6542,-1.599,17.6542,257e9f83-91aa-467b-93f5-69ed9cf7e0ec,17.6542,1.0713,1,4,161,257,4,360,360,752,0,0,0,0,0,0
29,883,-177.4383,17.9061,1.2624,17.9061,471857f1-5395-44d4-b97e-fdbdb9521b86,17.9061,0.4711,1,3,84,185,3,360,360,708,0,0,0,0,0,0
30,909,-136.8261,24.3437,6.4482,24.3437,92b35cf8-c435-4b94-8ab7-d731600d0f64,24.3437,0.7296,1,2,54,125,2,360,360,687,0,0,0,0,0,0
31,765,-178.6889,24.3437,-13.3415,22.2429,92b35cf8-c435-4b94-8ab7-d731600d0f64,24.3437,0.7296,1,2,54,125,2,360,360,839,0,0,0,0,0,0
32,900,-177.5796,24.3437,5.0639,21.4805,92b35cf8-c435-4b94-8ab7-d731600d0f64,24.3437,0.7296,1,2,54,125,2,360,360,709,0,0,0,0,0,0
33,873,-185.1739,24.3437,4.8798,23.0557,92b35cf8-c435-4b94-8ab7-d731600d0f64,24.3437,0.7296,1,2,54,125,2,360,360,700,0,0,0,0,0,0
34,942,-170.0991,24.3437,7.1575,24.1675,92b35cf8-c435-4b94-8ab7-d731600d0f64,24.3437,0.7296,1,2,54,125,2,360,360,708,0,0,0,0,0,0
35,921,-130.3927,24.3437,9.0763,23.9777,92b35cf8-c435-4b94-8ab7-d731600d0f64,24.3437,0.7296,1,2,54,125,2,360,360,739,0,0,0,0,0,0
36,819,-141.8984,24.3437,-7.9883,23.6582,92b35cf8-c435-4b94-8ab7-d731600d0f64,24.3437,0.7296,1,2,54,125,2,360,360,925,0,0,0,0,0,0
37,949,-120.3677,24.3437,12.1526,23.4968,92b35cf8-c435-4b94-8ab7-d731600d0f64,24.3437,0.7296,1,2,54,125,2,360,360,798,0,0,0,0,0,0
38,951,-132.304,24.555,15.8094,24.555,b58cd761-e50c-4ac6-adc4-70a3eed73c12,24.555,0.1569,1,4,134,250,4,360,360,808,0,0,0,0,0,0
39,929,-138.5017,24.555,12.9965,24.3177,b58cd761-e50c-4ac6-adc4-70a3eed73c12,24.555,0.1569,1,4,134,250,4,360,360,849,0,0,0,0,0,0
40,925,-129.3005,35.1232,16.0182,35.1232,d966a5b9-b1c8-4cbf-a832-a9a516b21d3b,35.1232,3.1456,1,2,52,126,2,360,360,844,0,0,0,0,0,0
41,881,-127.5233,35.1232,-0.8259,23.0972,d966a5b9-b1c8-4cbf-a832-a9a516b21d3b,35.1232,3.1456,1,2,52,126,2,360,360,973,0,0,0,0,0,0
42,922,-138.4545,37.8961,16.4242,37.8961,a10cde98-586e-45cc-8cb3-1200b5775bec,37.8961,0.8711,1,3,75,184,3,360,360,845,0,0,0,0,0,0
43,939,-131.7363,37.8961,15.6916,36.7506,a10cde98-586e-45cc-8cb3-1200b5775bec,37.8961,0.8711,1,3,75,184,3,360,360,849,0,0,0,0,0,0
44,960,-134.1143,37.8961,15.1252,37.2033,a10cde98-586e-45cc-8cb3-1200b5775bec,37.8961,0.8711,1,3,75,184,3,360,360,865,0,0,0,0,0,0
45,926,-129.4319,37.8961,16.51,37.7527,a10cde98-586e-45cc-8cb3-1200b5775bec,37.8961,0.8711,1,3,75,184,3,360,360,886,0,0,0,0,0,0
46,835,-154.0481,37.8961,-2.3375,29.8051,a10cde98-586e-45cc-8cb3-1200b5775bec,37.8961,0.8711,1,3,75,184,3,360,360,1010,0,0,0,0,0,0
47,942,-128.9268,37.8961,17.5758,37.6268,a10cde98-586e-45cc-8cb3-1200b5775bec,37.8961,0.8711,1,3,75,184,3,360,360,892,0,0,0,0,0,0
48,950,-123.5264,40.0079,18.6856,40.0079,51934368-c084-4d63-8e99-f67b7c1f593e,40.0079,2.4343,1,2,56,123,2,360,360,831,0,0,0,0,0,0
49,896,-138.1758,40.0079,14.0003,38.1554,51934368-c084-4d63-8e99-f67b7c1f593e,40.0079,2.4343,1,2,56,123,2,360,360,812,0,0,0,0,0,0
50,901,-129.1377,40.0079,23.7864,39.4293,51934368-c084-4d63-8e99-f67b7c1f593e,40.0079,2.4343,1,2,56,123,2,360,360,784,0,0,0,0,0,0
51,830,-127.4739,52.8893,9.8563,52.8893,2364517b-30db-48e0-b7c7-e4f6c6394192,52.8893,7.2246,1,3,83,191,3,360,360,865,0,0,0,0,0,0
52,910,-134.5393,52.8893,27.6669,46.6798,2364517b-30db-48e0-b7c7-e4f6c6394192,52.8893,7.2246,1,3,83,191,3,360,360,712,0,0,0,0,0,0
53,915,-166.3656,52.8893,26.2146,47.7033,2364517b-30db-48e0-b7c7-e4f6c6394192,52.8893,7.2246,1,3,83,191,3,360,360,705,0,0,0,0,0,0
54,939,-124.0562,61.1101,32.1417,61.1101,02642621-e32b-4cb0-b965-33e499ff719e,61.1101,2.5057,1,3,79,191,3,360,360,741,0,0,0,0,0,0
55,899,-134.7659,61.1101,29.2068,56.303,02642621-e32b-4cb0-b965-33e499ff719e,61.1101,2.5057,1,3,79,191,3,360,360,758,0,0,0,0,0,0
56,778,-133.1744,123.0875,7.9657,123.0875,e78ff4b1-2e94-46f6-8f1f-df235f6ee5c4,123.0875,8.035,1,3,85,191,3,360,360,927,0,0,0,0,0,0
57,930,-125.8859,123.0875,31.0185,57.3379,e78ff4b1-2e94-46f6-8f1f-df235f6ee5c4,123.0875,8.035,1,3,85,191,3,360,360,760,0,0,0,0,0,0
58,899,-127.4122,123.0875,28.7005,72.4405,e78ff4b1-2e94-46f6-8f1f-df235f6ee5c4,123.0875,8.035,1,3,85,191,3,360,360,746,0,0,0,0,0,0
