gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-teams,champ-learners,champ-bid-inst,champ-act-inst,champ-real-acts,pop-roots,pop-teams,pop-learners,hh-learners-rem,hh-teams-affected,b-teams,b-learners,b-teams-new,b-learners-new
0,1011,-181.8399,-3.4804,-113.5623,-3.4804,6f73cf6f-ccb6-4578-bb52-d20112798b2a,-3.4804,0.6691,1,2,180,95,2,360,360,720,0,0,0,0,0,0
1,526,-176.7455,-3.4804,-103.5937,-6.156,6f73cf6f-ccb6-4578-bb52-d20112798b2a,-3.4804,0.6691,1,2,180,95,2,360,360,650,0,0,0,0,0,0
2,693,-149.2897,-3.4804,-94.7445,-4.8665,6f73cf6f-ccb6-4578-bb52-d20112798b2a,-3.4804,0.6691,1,2,180,95,2,360,360,648,0,0,0,0,0,0
3,921,-164.1307,-2.2362,-85.5578,-2.2362,d9d2f019-cc37-4eae-8b94-fa65f8ddab90,-2.2362,4.7273,1,3,270,99,3,360,360,619,0,0,0,0,0,0
4,1105,-127.0066,1.0198,-76.3189,1.0198,22571458-0696-4bb2-9544-3f6d0746f204,1.0198,1.2987,1,3,270,98,3,360,360,631,0,0,0,0,0,0
5,1321,-171.4904,1.0198,-66.1482,-5.408,22571458-0696-4bb2-9544-3f6d0746f204,1.0198,1.2987,1,3,270,98,3,360,360,641,0,0,0,0,0,0
6,1387,-190.4127,1.0198,-54.7436,-4.6541,22571458-0696-4bb2-9544-3f6d0746f204,1.0198,1.2987,1,3,270,98,3,360,360,647,0,0,0,0,0,0
7,784,-146.4716,6.9462,-43.5828,6.9462,93b7a3d5-2d8b-48a2-8841-3a34361a3dec,6.9462,0.6313,1,3,213,51,3,360,360,673,0,0,0,0,0,0
8,721,-179.3354,6.9462,-41.7295,5.4194,93b7a3d5-2d8b-48a2-8841-3a34361a3dec,6.9462,0.6313,1,3,213,51,3,360,360,725,0,0,0,0,0,0
9,737,-152.6618,6.9462,-32.5944,6.4226,93b7a3d5-2d8b-48a2-8841-3a34361a3dec,6.9462,0.6313,1,3,213,51,3,360,360,759,0,0,0,0,0,0
