gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-teams,champ-learners,champ-bid-inst,champ-act-inst,champ-real-acts,pop-roots,pop-teams,pop-learners,hh-learners-rem,hh-teams-affected,b-teams,b-learners,b-teams-new,b-learners-new
0,957,-190.4786,0.6984,-113.0955,0.6984,ae5fb0ad-fcd5-4a76-a80b-e93dc38cb659,0.6984,0.405,1,2,179,32,2,360,360,720,0,0,0,0,0,0
1,405,-191.2442,0.6984,-104.4667,-23.5658,ae5fb0ad-fcd5-4a76-a80b-e93dc38cb659,0.6984,0.405,1,2,179,32,2,360,360,680,0,0,0,0,0,0
2,588,-141.1099,0.6984,-98.0993,0.0829,ae5fb0ad-fcd5-4a76-a80b-e93dc38cb659,0.6984,0.405,1,2,179,32,2,360,360,637,0,0,0,0,0,0
3,746,-138.9953,0.8458,-90.16,0.8458,557111ef-74d0-42a7-9a7a-0faf08382033,0.8458,0.2977,1,2,179,32,2,360,360,650,0,0,0,0,0,0
4,902,-136.4167,1.3533,-81.1279,1.3533,bc786174-5b5b-4f24-9a1c-a9497e285c46,1.3533,0.6437,1,2,180,32,2,360,360,651,0,0,0,0,0,0
5,1267,-136.604,1.3533,-71.3652,0.7841,bc786174-5b5b-4f24-9a1c-a9497e285c46,1.3533,0.6437,1,2,180,32,2,360,360,678,0,0,0,0,0,0
6,1284,-123.3823,4.3935,-59.2784,4.3935,d492a796-cc50-41d4-9dc8-3e93749927d5,4.3935,0.3156,1,2,89,48,2,360,360,705,0,0,0,0,0,0
7,1269,-122.7929,5.9369,-47.9454,5.9369,90609931-e4df-43c4-83b4-a74777194629,5.9369,1.7644,1,3,173,73,3,360,360,729,0,0,0,0,0,0
8,778,-126.6645,5.9369,-30.8541,5.1899,90609931-e4df-43c4-83b4-a74777194629,5.9369,1.7644,1,3,173,73,3,360,360,711,0,0,0,0,0,0
9,816,-140.3487,7.0793,-21.9372,7.0793,e4020389-9ba2-4666-95b5-3a38cb2afdf8,7.0793,0.8735,1,2,90,47,2,360,360,694,0,0,0,0,0,0
10,746,-128.4648,7.915,-14.9411,7.915,ff31302a-6e87-4b9a-b7ca-cac6da418c23,7.915,0.0625,1,4,164,129,4,360,360,722,0,0,0,0,0,0
11,514,-158.0472,7.915,-32.8182,6.3987,ff31302a-6e87-4b9a-b7ca-cac6da418c23,7.915,0.0625,1,4,164,129,4,360,360,906,0,0,0,0,0,0
12,824,-125.693,11.9598,-13.6866,11.9598,77d06fa2-33b4-478d-b708-709d31d09482,11.9598,0.9114,1,4,189,156,4,360,360,763,0,0,0,0,0,0
