gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-teams,champ-learners,champ-bid-inst,champ-act-inst,champ-real-acts,pop-roots,pop-teams,pop-learners,hh-learners-rem,hh-teams-affected,b-teams,b-learners,b-teams-new,b-learners-new
0,1070,-196.0006,1.4106,-112.9041,1.4106,c2c5d5f8-a5bc-4346-a17e-2913d0d7df11,1.4106,3.3705,1,2,185,80,2,360,360,720,0,0,0,0,0,0
1,574,-159.7291,1.4106,-102.4705,-21.095,c2c5d5f8-a5bc-4346-a17e-2913d0d7df11,1.4106,3.3705,1,2,185,80,2,360,360,655,0,0,0,0,0,0
2,779,-125.6961,1.4106,-91.0217,-0.5926,c2c5d5f8-a5bc-4346-a17e-2913d0d7df11,1.4106,3.3705,1,2,185,80,2,360,360,643,0,0,0,0,0,0
3,865,-119.4008,4.8909,-81.3799,4.8909,25e111d1-14eb-4048-abb5-67615846c530,4.8909,1.2143,1,3,249,83,3,360,360,656,0,0,0,0,0,0
4,1114,-126.3983,5.2644,-70.2665,5.2644,3b44187e-df26-4e67-9ea1-37c415ec5427,5.2644,0.9922,1,3,248,83,3,360,360,649,0,0,0,0,0,0
5,1342,-174.4362,5.2644,-56.8002,4.8058,3b44187e-df26-4e67-9ea1-37c415ec5427,5.2644,0.9922,1,3,248,83,3,360,360,645,0,0,0,0,0,0
6,1407,-132.7251,5.2644,-44.53,5.1008,3b44187e-df26-4e67-9ea1-37c415ec5427,5.2644,0.9922,1,3,248,83,3,360,360,683,0,0,0,0,0,0
7,801,-156.9349,6.1338,-33.5486,6.1338,e98d084f-c018-4658-b682-c9cc9f6fbacb,6.1338,0.6206,1,4,252,113,4,360,360,725,0,0,0,0,0,0
8,763,-156.3086,6.1338,-26.5165,5.7342,e98d084f-c018-4658-b682-c9cc9f6fbacb,6.1338,0.6206,1,4,252,113,4,360,360,787,0,0,0,0,0,0
9,817,-178.1744,6.1895,-16.2325,6.1895,68f7e19e-97a7-4c77-beac-e9d60e8ddbe3,6.1895,0.7357,1,4,308,86,4,360,360,763,0,0,0,0,0,0
10,904,-156.0549,7.0036,-9.7228,7.0036,a5d7e6ec-53e5-48b4-87d8-3cb2d07fe083,7.0036,0.3513,1,4,272,132,4,360,360,768,0,0,0,0,0,0
11,636,-177.394,7.0036,-30.8722,5.9507,a5d7e6ec-53e5-48b4-87d8-3cb2d07fe083,7.0036,0.3513,1,4,272,132,4,360,360,952,0,0,0,0,0,0
12,869,-156.9257,7.0036,-11.0398,5.8412,a5d7e6ec-53e5-48b4-87d8-3cb2d07fe083,7.0036,0.3513,1,4,272,132,4,360,360,847,0,0,0,0,0,0
13,948,-156.6649,7.0404,-10.2535,7.0404,63bc1b1a-a8a5-41eb-a2e2-08717ce5bd9c,7.0404,1.729,1,4,274,131,4,360,360,889,0,0,0,0,0,0
14,870,-156.1092,7.323,-8.3795,7.323,b6f95cb9-0769-4f43-b088-5d25b96172a4,7.323,0.231,1,3,249,81,3,360,360,878,0,0,0,0,0,0
15,866,-149.4623,7.323,-9.7575,7.2595,b6f95cb9-0769-4f43-b088-5d25b96172a4,7.323,0.231,1,3,249,81,3,360,360,904,0,0,0,0,0,0
16,690,-175.7941,7.323,-26.8266,6.0977,b6f95cb9-0769-4f43-b088-5d25b96172a4,7.323,0.231,1,3,249,81,3,360,360,1047,0,0,0,0,0,0
17,837,-155.9557,7.323,-9.9885,6.9511,b6f95cb9-0769-4f43-b088-5d25b96172a4,7.323,0.231,1,3,249,81,3,360,360,908,0,0,0,0,0,0
18,864,-143.8888,7.4288,-10.6441,7.4288,4213bd53-952c-4c67-9478-266da2d0bfa2,7.4288,0.4599,1,4,315,86,4,360,360,954,0,0,0,0,0,0
19,875,-149.2777,7.4288,-9.8673,7.2114,4213bd53-952c-4c67-9478-266da2d0bfa2,7.4288,0.4599,1,4,315,86,4,360,360,967,0,0,0,0,0,0
20,844,-161.5379,7.9686,-9.4635,7.9686,87707888-4cbe-4015-a9da-2a47153bc1b5,7.9686,1.0342,1,3,250,83,3,360,360,973,0,0,0,0,0,0
21,585,-181.1485,7.9686,-28.2597,6.2183,87707888-4cbe-4015-a9da-2a47153bc1b5,7.9686,1.0342,1,3,250,83,3,360,360,1106,0,0,0,0,0,0
22,804,-118.5401,7.9686,-10.9255,7.0751,87707888-4cbe-4015-a9da-2a47153bc1b5,7.9686,1.0342,1,3,250,83,3,360,360,998,0,0,0,0,0,0
23,840,-154.9134,7.9686,-7.2718,7.9357,87707888-4cbe-4015-a9da-2a47153bc1b5,7.9686,1.0342,1,3,250,83,3,360,360,974,0,0,0,0,0,0
24,810,-156.7875,7.9686,-10.9085,7.5839,87707888-4cbe-4015-a9da-2a47153bc1b5,7.9686,1.0342,1,3,250,83,3,360,360,972,0,0,0,0,0,0
