gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-teams,champ-learners,champ-bid-inst,champ-act-inst,champ-real-acts,pop-roots,pop-teams,pop-learners,hh-learners-rem,hh-teams-affected,b-teams,b-learners,b-teams-new,b-learners-new
0,1006,-203.2514,-15.3442,-112.6479,-15.3442,8683afd7-66d4-4366-9ede-cb06af37bff8,-15.3442,2.0388,1,2,138,41,2,360,360,720,0,0,0,0,0,0
1,415,-140.1896,-15.3442,-103.1714,-28.9037,8683afd7-66d4-4366-9ede-cb06af37bff8,-15.3442,2.0388,1,2,138,41,2,360,360,657,0,0,0,0,0,0
2,713,-145.3552,-13.3779,-94.5448,-13.3779,81306dbe-c8d0-4324-9851-55faec191eba,-13.3779,1.8345,1,2,138,41,2,360,360,620,0,0,0,0,0,0
3,869,-123.9326,-13.3779,-85.3602,-15.5412,81306dbe-c8d0-4324-9851-55faec191eba,-13.3779,1.8345,1,2,138,41,2,360,360,621,0,0,0,0,0,0
4,996,-179.9833,-1.787,-76.8509,-1.787,665ef30e-004c-4652-9377-92177f7e1745,-1.787,52.8156,1,2,220,92,2,360,360,682,0,0,0,0,0,0
5,1205,-162.5653,-1.787,-65.2055,-6.9541,665ef30e-004c-4652-9377-92177f7e1745,-1.787,52.8156,1,2,220,92,2,360,360,680,0,0,0,0,0,0
6,1176,-119.6643,0.6321,-55.218,0.6321,281efbe3-9891-4476-ad0a-f38876539146,0.6321,52.4611,1,2,221,93,2,360,360,670,0,0,0,0,0,0
7,766,-126.7055,30.3678,-41.6317,30.3678,7fadefa1-ffea-4789-bb61-380b5bd4afcd,30.3678,6.3515,1,2,220,92,2,360,360,627,0,0,0,0,0,0
8,847,-123.1516,30.3678,-33.1542,21.4981,7fadefa1-ffea-4789-bb61-380b5bd4afcd,30.3678,6.3515,1,2,220,92,2,360,360,663,0,0,0,0,0,0
9,815,-148.5972,30.3678,-24.864,29.0926,7fadefa1-ffea-4789-bb61-380b5bd4afcd,30.3678,6.3515,1,2,220,92,2,360,360,673,0,0,0,0,0,0
