gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-teams,champ-learners,champ-bid-inst,champ-act-inst,champ-real-acts,pop-roots,pop-teams,pop-learners,hh-learners-rem,hh-teams-affected,b-teams,b-learners,b-teams-new,b-learners-new
0,941,-208.597,-2.0552,-114.8338,-2.0552,eae1d876-4c45-4e05-9754-b5055e49e14d,-2.0552,3.8375,1,2,125,68,2,360,360,720,0,0,0,0,0,0
1,461,-158.5881,-2.0552,-104.96,-2.0573,eae1d876-4c45-4e05-9754-b5055e49e14d,-2.0552,3.8375,1,2,125,68,2,360,360,644,0,0,0,0,0,0
2,700,-158.5977,-2.0552,-97.3771,-6.0514,eae1d876-4c45-4e05-9754-b5055e49e14d,-2.0552,3.8375,1,2,125,68,2,360,360,636,0,0,0,0,0,0
3,844,-164.9075,-2.0416,-88.5721,-2.0416,b9ac290b-d871-43eb-97c8-976e32bddd38,-2.0416,2.7457,1,3,160,180,3,360,360,631,0,0,0,0,0,0
4,1081,-165.3158,-0.8756,-77.0165,-0.8756,81672d81-eace-43ef-95d8-b451fcb40586,-0.8756,1.4807,1,2,131,99,2,360,360,624,0,0,0,0,0,0
5,1261,-118.3799,-0.8756,-66.9782,-2.9694,81672d81-eace-43ef-95d8-b451fcb40586,-0.8756,1.4807,1,2,131,99,2,360,360,659,0,0,0,0,0,0
6,1544,-133.1081,-0.8756,-50.178,-1.9444,81672d81-eace-43ef-95d8-b451fcb40586,-0.8756,1.4807,1,2,131,99,2,360,360,608,0,0,0,0,0,0
7,812,-127.4247,7.5642,-40.2398,7.5642,1ae52ceb-6c52-47b0-97d6-6723d43eb48c,7.5642,0.0756,1,3,186,103,3,360,360,650,0,0,0,0,0,0
8,831,-124.1247,7.5642,-32.3238,2.3068,1ae52ceb-6c52-47b0-97d6-6723d43eb48c,7.5642,0.0756,1,3,186,103,3,360,360,661,0,0,0,0,0,0
9,799,-133.6566,7.5642,-22.9562,4.9082,1ae52ceb-6c52-47b0-97d6-6723d43eb48c,7.5642,0.0756,1,3,186,103,3,360,360,636,0,0,0,0,0,0
10,937,-123.7953,7.5642,-12.3051,7.4674,1ae52ceb-6c52-47b0-97d6-6723d43eb48c,7.5642,0.0756,1,3,186,103,3,360,360,610,0,0,0,0,0,0
11,720,-183.0335,7.5642,-23.5969,4.2338,1ae52ceb-6c52-47b0-97d6-6723d43eb48c,7.5642,0.0756,1,3,186,103,3,360,360,805,0,0,0,0,0,0
12,924,-124.4796,7.5642,-9.3747,2.3585,1ae52ceb-6c52-47b0-97d6-6723d43eb48c,7.5642,0.0756,1,3,186,103,3,360,360,664,0,0,0,0,0,0
13,966,-117.154,9.3034,-8.9894,9.3034,aec87fc7-56ba-46ec-9f24-42cda7658469,9.3034,2.9769,1,2,205,49,2,360,360,645,0,0,0,0,0,0
14,899,-121.6519,9.3034,-10.9296,7.5236,aec87fc7-56ba-46ec-9f24-42cda7658469,9.3034,2.9769,1,2,205,49,2,360,360,670,0,0,0,0,0,0
15,865,-119.7987,9.3034,-10.6901,7.4906,aec87fc7-56ba-46ec-9f24-42cda7658469,9.3034,2.9769,1,2,205,49,2,360,360,680,0,0,0,0,0,0
16,676,-157.8484,9.3034,-24.2727,7.4967,aec87fc7-56ba-46ec-9f24-42cda7658469,9.3034,2.9769,1,2,205,49,2,360,360,893,0,0,0,0,0,0
17,843,-123.3327,9.3034,-11.2238,7.5849,aec87fc7-56ba-46ec-9f24-42cda7658469,9.3034,2.9769,1,2,205,49,2,360,360,773,0,0,0,0,0,0
18,889,-120.7425,9.3034,-8.6165,7.5523,aec87fc7-56ba-46ec-9f24-42cda7658469,9.3034,2.9769,1,2,205,49,2,360,360,780,0,0,0,0,0,0
19,863,-117.2489,9.3034,-9.5536,7.5402,aec87fc7-56ba-46ec-9f24-42cda7658469,9.3034,2.9769,1,2,205,49,2,360,360,764,0,0,0,0,0,0
20,811,-120.2076,9.3034,-11.977,7.5681,aec87fc7-56ba-46ec-9f24-42cda7658469,9.3034,2.9769,1,2,205,49,2,360,360,773,0,0,0,0,0,0
21,581,-136.2969,9.3034,-26.1062,9.1073,aec87fc7-56ba-46ec-9f24-42cda7658469,9.3034,2.9769,1,2,205,49,2,360,360,931,0,0,0,0,0,0
22,787,-120.9184,9.5453,-9.9936,9.5453,41c20147-0ee3-44ae-9eb7-ec14e0834db9,9.5453,0.9406,1,2,205,49,2,360,360,786,0,0,0,0,0,0
23,741,-117.5705,9.5453,-11.4882,8.1486,41c20147-0ee3-44ae-9eb7-ec14e0834db9,9.5453,0.9406,1,2,205,49,2,360,360,787,0,0,0,0,0,0
24,751,-117.9695,9.5453,-11.0483,7.605,41c20147-0ee3-44ae-9eb7-ec14e0834db9,9.5453,0.9406,1,2,205,49,2,360,360,806,0,0,0,0,0,0
25,769,-117.5958,9.5453,-10.6201,7.5928,41c20147-0ee3-44ae-9eb7-ec14e0834db9,9.5453,0.9406,1,2,205,49,2,360,360,802,0,0,0,0,0,0
26,453,-123.7809,9.5453,-30.6725,7.6342,41c20147-0ee3-44ae-9eb7-ec14e0834db9,9.5453,0.9406,1,2,205,49,2,360,360,936,0,0,0,0,0,0
27,691,-118.9725,9.5453,-12.6264,7.5901,41c20147-0ee3-44ae-9eb7-ec14e0834db9,9.5453,0.9406,1,2,205,49,2,360,360,806,0,0,0,0,0,0
28,813,-118.6358,10.8143,-7.7984,10.8143,390196e8-ec7e-4784-bb30-1ebd3fbd30ca,10.8143,2.3577,1,3,188,99,3,360,360,828,0,0,0,0,0,0
29,772,-120.7189,10.8143,-9.5808,7.617,390196e8-ec7e-4784-bb30-1ebd3fbd30ca,10.8143,2.3577,1,3,188,99,3,360,360,817,0,0,0,0,0,0
30,766,-118.3566,10.8143,-8.8241,7.6095,390196e8-ec7e-4784-bb30-1ebd3fbd30ca,10.8143,2.3577,1,3,188,99,3,360,360,862,0,0,0,0,0,0
31,497,-143.2919,10.8143,-29.8114,7.5781,390196e8-ec7e-4784-bb30-1ebd3fbd30ca,10.8143,2.3577,1,3,188,99,3,360,360,980,0,0,0,0,0,0
32,758,-117.4525,10.8143,-9.1495,10.32,390196e8-ec7e-4784-bb30-1ebd3fbd30ca,10.8143,2.3577,1,3,188,99,3,360,360,789,0,0,0,0,0,0
33,768,-118.7679,10.8143,-6.4122,7.6478,390196e8-ec7e-4784-bb30-1ebd3fbd30ca,10.8143,2.3577,1,3,188,99,3,360,360,809,0,0,0,0,0,0
34,747,-122.2965,11.775,-10.0719,11.775,34edfdfc-7e51-4d67-bc13-308cda3d5622,11.775,1.1235,1,3,189,99,3,360,360,833,0,0,0,0,0,0
35,764,-117.7578,11.775,-9.4671,11.7678,34edfdfc-7e51-4d67-bc13-308cda3d5622,11.775,1.1235,1,3,189,99,3,360,360,845,0,0,0,0,0,0
36,412,-122.6324,11.775,-33.6056,7.5688,34edfdfc-7e51-4d67-bc13-308cda3d5622,11.775,1.1235,1,3,189,99,3,360,360,1002,0,0,0,0,0,0
37,805,-121.8192,13.3688,-8.8083,13.3688,750d6b04-33a4-4ace-84f7-d831ee4b8585,13.3688,0.4335,1,4,251,102,4,360,360,874,0,0,0,0,0,0
38,760,-123.1242,13.3688,-9.6625,12.6584,750d6b04-33a4-4ace-84f7-d831ee4b8585,13.3688,0.4335,1,4,251,102,4,360,360,851,0,0,0,0,0,0
39,728,-117.5869,13.9963,-9.7778,13.9963,9e2d6bf8-e5d5-4f2a-8e90-d2f5ed069b5d,13.9963,3.1938,1,4,282,115,4,360,360,881,0,0,0,0,0,0
40,793,-130.0599,14.9325,-7.8479,14.9325,a6be031e-1f12-4656-8576-87fc1aba6e72,14.9325,1.1,1,4,219,177,4,360,360,875,0,0,0,0,0,0
41,520,-138.8251,14.9325,-26.7944,7.5842,a6be031e-1f12-4656-8576-87fc1aba6e72,14.9325,1.1,1,4,219,177,4,360,360,1024,0,0,0,0,0,0
42,750,-122.0188,14.9325,-9.6168,12.3121,a6be031e-1f12-4656-8576-87fc1aba6e72,14.9325,1.1,1,4,219,177,4,360,360,872,0,0,0,0,0,0
43,761,-119.5895,14.9325,-8.2121,12.7735,a6be031e-1f12-4656-8576-87fc1aba6e72,14.9325,1.1,1,4,219,177,4,360,360,854,0,0,0,0,0,0
44,761,-118.8533,14.9325,-9.5326,13.3067,a6be031e-1f12-4656-8576-87fc1aba6e72,14.9325,1.1,1,4,219,177,4,360,360,891,0,0,0,0,0,0
45,811,-118.8832,14.9325,-7.9563,14.1922,a6be031e-1f12-4656-8576-87fc1aba6e72,14.9325,1.1,1,4,219,177,4,360,360,928,0,0,0,0,0,0
46,525,-125.9263,14.9325,-27.2065,12.0916,a6be031e-1f12-4656-8576-87fc1aba6e72,14.9325,1.1,1,4,219,177,4,360,360,1016,0,0,0,0,0,0
47,826,-131.9859,15.0857,-7.5404,15.0857,3841a426-3a8e-4ad1-b7f0-7a374c2cb74d,15.0857,0.8271,1,3,190,98,3,360,360,900,0,0,0,0,0,0
