gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-teams,champ-learners,champ-bid-inst,champ-act-inst,champ-real-acts,pop-roots,pop-teams,pop-learners,hh-learners-rem,hh-teams-affected,b-teams,b-learners,b-teams-new,b-learners-new
0,1048,-255.5793,-18.3082,-114.6781,-18.3082,d10cea1d-54ac-4790-be1b-919f2554328b,-18.3082,4.6452,1,2,133,30,2,360,360,720,0,0,0,0,0,0
1,499,-149.1538,-14.4867,-103.5918,-14.4867,ccb03aa0-bbf0-4add-9c74-38c47fe3b560,-14.4867,4.2739,1,2,132,30,2,360,360,662,0,0,0,0,0,0
2,683,-153.7555,-9.5667,-95.0033,-9.5667,f68d082c-25b6-4285-a370-5b60029779ba,-9.5667,6.9716,1,3,269,31,3,360,360,655,0,0,0,0,0,0
3,815,-131.3506,-9.5667,-86.1635,-14.2104,f68d082c-25b6-4285-a370-5b60029779ba,-9.5667,6.9716,1,3,269,31,3,360,360,659,0,0,0,0,0,0
4,1053,-137.2862,-8.4966,-76.9333,-8.4966,4d94bc36-3aec-4341-8984-93921ca6ebf8,-8.4966,0.1386,1,2,75,111,2,360,360,677,0,0,0,0,0,0
5,1338,-166.253,-8.4966,-64.8509,-9.3574,4d94bc36-3aec-4341-8984-93921ca6ebf8,-8.4966,0.1386,1,2,75,111,2,360,360,715,0,0,0,0,0,0
6,1315,-124.2979,6.8805,-50.2356,6.8805,e38f40dc-c973-40e1-b00c-9f10f28eefa1,6.8805,0.0944,1,2,142,17,2,360,360,681,0,0,0,0,0,0
7,773,-120.0702,6.8805,-40.5236,6.8768,e38f40dc-c973-40e1-b00c-9f10f28eefa1,6.8805,0.0944,1,2,142,17,2,360,360,703,0,0,0,0,0,0
8,794,-136.932,6.8805,-35.5841,6.8621,e38f40dc-c973-40e1-b00c-9f10f28eefa1,6.8805,0.0944,1,2,142,17,2,360,360,717,0,0,0,0,0,0
9,770,-132.8434,6.8805,-29.3695,6.8376,e38f40dc-c973-40e1-b00c-9f10f28eefa1,6.8805,0.0944,1,2,142,17,2,360,360,684,0,0,0,0,0,0
10,823,-139.0494,6.9835,-25.6655,6.9835,f6ab4021-be68-403e-a29a-82b1b6e7f989,6.9835,0.3219,1,2,142,16,2,360,360,691,0,0,0,0,0,0
