gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-teams,champ-learners,champ-bid-inst,champ-act-inst,champ-real-acts,pop-roots,pop-teams,pop-learners,hh-learners-rem,hh-teams-affected,b-teams,b-learners,b-teams-new,b-learners-new
0,1019,-175.885,5.3668,-112.8213,5.3668,6fbc63f3-c67e-4621-a832-738dd39365c7,5.3668,1.1588,1,2,151,7,2,360,360,720,0,0,0,0,0,0
1,520,-151.6955,5.3668,-103.6035,-39.1072,6fbc63f3-c67e-4621-a832-738dd39365c7,5.3668,1.1588,1,2,151,7,2,360,360,668,0,0,0,0,0,0
2,728,-129.6419,5.3668,-94.6358,5.3118,6fbc63f3-c67e-4621-a832-738dd39365c7,5.3668,1.1588,1,2,151,7,2,360,360,639,0,0,0,0,0,0
3,994,-143.7173,5.3668,-83.944,4.7753,6fbc63f3-c67e-4621-a832-738dd39365c7,5.3668,1.1588,1,2,151,7,2,360,360,650,0,0,0,0,0,0
4,1168,-133.8389,6.0438,-71.0372,6.0438,1e81c02e-d173-424e-abf1-9940d634fa7e,6.0438,1.2251,1,2,150,8,2,360,360,667,0,0,0,0,0,0
5,1236,-126.602,8.3493,-58.6305,8.3493,f32323c1-c989-475f-b6f2-bb4e52406837,8.3493,0.4678,1,2,167,20,2,360,360,708,0,0,0,0,0,0
6,1506,-157.7408,8.7349,-44.5258,8.7349,c1d79767-f09f-4d45-b066-47b1409d4c62,8.7349,0.6849,1,2,167,20,2,360,360,727,0,0,0,0,0,0
7,862,-151.2241,9.3327,-37.4593,9.3327,e1e4f580-acde-493b-a2d9-be2d9f6350e8,9.3327,0.4874,1,2,167,19,2,360,360,712,0,0,0,0,0,0
8,771,-162.3069,9.3327,-33.3667,9.0976,e1e4f580-acde-493b-a2d9-be2d9f6350e8,9.3327,0.4874,1,2,167,19,2,360,360,694,0,0,0,0,0,0
9,840,-125.4086,9.3327,-22.8714,8.6086,e1e4f580-acde-493b-a2d9-be2d9f6350e8,9.3327,0.4874,1,2,167,19,2,360,360,674,0,0,0,0,0,0
