gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-teams,champ-learners,champ-bid-inst,champ-act-inst,champ-real-acts,pop-roots,pop-teams,pop-learners,hh-learners-rem,hh-teams-affected,b-teams,b-learners,b-teams-new,b-learners-new
0,911,-222.0904,-4.9037,-114.7369,-4.9037,661e0eac-aa79-4572-806d-1a5dd3bdea73,-4.9037,1.8965,1,2,147,26,2,360,360,720,0,0,0,0,0,0
1,461,-140.4491,-1.8938,-104.6555,-1.8938,410b5d1d-9b02-41d9-873d-8a3174faa383,-1.8938,0.0562,1,2,156,32,2,360,360,652,0,0,0,0,0,0
2,560,-149.3802,-1.8938,-97.7084,-11.1429,410b5d1d-9b02-41d9-873d-8a3174faa383,-1.8938,0.0562,1,2,156,32,2,360,360,671,0,0,0,0,0,0
3,788,-132.6243,-1.8938,-88.9169,-11.0395,410b5d1d-9b02-41d9-873d-8a3174faa383,-1.8938,0.0562,1,2,156,32,2,360,360,685,0,0,0,0,0,0
4,979,-119.3616,-1.8503,-78.4802,-1.8503,9f887c5d-8afe-4857-9d3e-43310ef059c6,-1.8503,0.1084,1,2,156,31,2,360,360,670,0,0,0,0,0,0
5,1185,-171.6785,4.5355,-69.5489,4.5355,0a9b65ca-b4ea-491e-9843-e7f0e0b5a6a8,4.5355,0.272,1,3,267,61,3,360,360,712,0,0,0,0,0,0
6,1326,-166.4514,4.5355,-58.2342,-1.6976,0a9b65ca-b4ea-491e-9843-e7f0e0b5a6a8,4.5355,0.272,1,3,267,61,3,360,360,667,0,0,0,0,0,0
7,828,-127.3553,4.5355,-44.4293,-0.9148,0a9b65ca-b4ea-491e-9843-e7f0e0b5a6a8,4.5355,0.272,1,3,267,61,3,360,360,651,0,0,0,0,0,0
8,846,-124.7497,4.5355,-31.7831,1.2205,0a9b65ca-b4ea-491e-9843-e7f0e0b5a6a8,4.5355,0.272,1,3,267,61,3,360,360,633,0,0,0,0,0,0
9,821,-127.9803,4.5355,-24.5775,3.5917,0a9b65ca-b4ea-491e-9843-e7f0e0b5a6a8,4.5355,0.272,1,3,267,61,3,360,360,655,0,0,0,0,0,0
10,836,-131.5915,4.5355,-18.9965,1.5318,0a9b65ca-b4ea-491e-9843-e7f0e0b5a6a8,4.5355,0.272,1,3,267,61,3,360,360,643,0,0,0,0,0,0
11,523,-121.5917,4.5355,-35.3028,4.3698,0a9b65ca-b4ea-491e-9843-e7f0e0b5a6a8,4.5355,0.272,1,3,267,61,3,360,360,888,0,0,0,0,0,0
12,803,-129.0861,4.5355,-16.7652,3.5778,0a9b65ca-b4ea-491e-9843-e7f0e0b5a6a8,4.5355,0.272,1,3,267,61,3,360,360,726,0,0,0,0,0,0
13,819,-119.372,4.5355,-14.9455,4.4555,0a9b65ca-b4ea-491e-9843-e7f0e0b5a6a8,4.5355,0.272,1,3,267,61,3,360,360,672,0,0,0,0,0,0
14,877,-137.0207,4.5355,-11.7289,3.9594,0a9b65ca-b4ea-491e-9843-e7f0e0b5a6a8,4.5355,0.272,1,3,267,61,3,360,360,666,0,0,0,0,0,0
15,880,-119.0951,4.5355,-11.4666,4.3891,0a9b65ca-b4ea-491e-9843-e7f0e0b5a6a8,4.5355,0.272,1,3,267,61,3,360,360,720,0,0,0,0,0,0
16,530,-123.2144,4.5355,-28.1843,4.3239,0a9b65ca-b4ea-491e-9843-e7f0e0b5a6a8,4.5355,0.272,1,3,267,61,3,360,360,938,0,0,0,0,0,0
17,805,-122.2403,4.5355,-14.2719,4.2362,0a9b65ca-b4ea-491e-9843-e7f0e0b5a6a8,4.5355,0.272,1,3,267,61,3,360,360,822,0,0,0,0,0,0
18,848,-167.2895,4.6765,-11.936,4.6765,4ca3c98e-0c15-4da9-bb1a-33640e5e33e4,4.6765,0.3718,1,2,246,12,2,360,360,814,0,0,0,0,0,0
19,819,-123.3326,5.3527,-11.1854,5.3527,f7d8b69a-7a55-4b0a-89f8-736cf9c7d327,5.3527,1.5681,1,4,341,103,4,360,360,850,0,0,0,0,0,0
20,765,-117.9662,5.3527,-12.7632,4.5624,f7d8b69a-7a55-4b0a-89f8-736cf9c7d327,5.3527,1.5681,1,4,341,103,4,360,360,853,0,0,0,0,0,0
21,449,-117.6743,6.2895,-31.0279,6.2895,26ce1b91-0791-4190-ab58-a7e80d5048e0,6.2895,0.2498,1,4,400,43,4,360,360,964,0,0,0,0,0,0
22,777,-120.4446,6.2895,-13.2797,5.9844,26ce1b91-0791-4190-ab58-a7e80d5048e0,6.2895,0.2498,1,4,400,43,4,360,360,873,0,0,0,0,0,0
23,742,-119.3665,6.2895,-13.2456,4.9915,26ce1b91-0791-4190-ab58-a7e80d5048e0,6.2895,0.2498,1,4,400,43,4,360,360,876,0,0,0,0,0,0
24,718,-123.4082,6.2895,-13.1253,6.2263,26ce1b91-0791-4190-ab58-a7e80d5048e0,6.2895,0.2498,1,4,400,43,4,360,360,875,0,0,0,0,0,0
25,760,-117.6329,6.5089,-11.4206,6.5089,2c1bb8be-ffe3-4e8c-baec-5b7a4467b019,6.5089,0.1298,1,4,492,23,4,360,360,864,0,0,0,0,0,0
26,528,-135.498,6.5089,-28.2198,4.3552,2c1bb8be-ffe3-4e8c-baec-5b7a4467b019,6.5089,0.1298,1,4,492,23,4,360,360,993,0,0,0,0,0,0
27,833,-121.6567,6.5089,-9.1219,6.3193,2c1bb8be-ffe3-4e8c-baec-5b7a4467b019,6.5089,0.1298,1,4,492,23,4,360,360,844,0,0,0,0,0,0
28,800,-118.848,9.8818,-9.2569,9.8818,acce4c9d-bc75-450f-ad86-d21c578be500,9.8818,2.5815,1,4,315,60,4,360,360,846,0,0,0,0,0,0
29,782,-117.7229,11.2689,-9.2238,11.2689,472b066b-8f64-4abd-b3a1-1c527f258738,11.2689,3.7863,1,4,315,59,4,360,360,887,0,0,0,0,0,0
30,726,-117.9199,11.2689,-11.6881,6.2045,472b066b-8f64-4abd-b3a1-1c527f258738,11.2689,3.7863,1,4,315,59,4,360,360,885,0,0,0,0,0,0
31,495,-120.7751,11.2689,-28.6041,4.5688,472b066b-8f64-4abd-b3a1-1c527f258738,11.2689,3.7863,1,4,315,59,4,360,360,1045,0,0,0,0,0,0
32,751,-121.6756,11.2689,-11.6135,6.2413,472b066b-8f64-4abd-b3a1-1c527f258738,11.2689,3.7863,1,4,315,59,4,360,360,897,0,0,0,0,0,0
33,701,-117.4891,11.2689,-13.785,8.9748,472b066b-8f64-4abd-b3a1-1c527f258738,11.2689,3.7863,1,4,315,59,4,360,360,900,0,0,0,0,0,0
34,770,-117.6965,11.2689,-13.2426,6.5282,472b066b-8f64-4abd-b3a1-1c527f258738,11.2689,3.7863,1,4,315,59,4,360,360,893,0,0,0,0,0,0
35,690,-121.422,11.2689,-14.1014,6.4284,472b066b-8f64-4abd-b3a1-1c527f258738,11.2689,3.7863,1,4,315,59,4,360,360,902,0,0,0,0,0,0
36,393,-121.0174,11.2689,-32.6246,6.2075,472b066b-8f64-4abd-b3a1-1c527f258738,11.2689,3.7863,1,4,315,59,4,360,360,1018,0,0,0,0,0,0
37,686,-117.7132,11.2689,-13.5882,7.3694,472b066b-8f64-4abd-b3a1-1c527f258738,11.2689,3.7863,1,4,315,59,4,360,360,875,0,0,0,0,0,0
38,707,-118.1751,11.2689,-15.542,7.4203,472b066b-8f64-4abd-b3a1-1c527f258738,11.2689,3.7863,1,4,315,59,4,360,360,908,0,0,0,0,0,0
39,671,-118.7096,11.2689,-15.7431,8.041,472b066b-8f64-4abd-b3a1-1c527f258738,11.2689,3.7863,1,4,315,59,4,360,360,925,0,0,0,0,0,0
40,678,-118.4548,11.2689,-14.7666,7.484,472b066b-8f64-4abd-b3a1-1c527f258738,11.2689,3.7863,1,4,315,59,4,360,360,960,0,0,0,0,0,0
41,339,-122.9513,11.2689,-35.1433,6.4648,472b066b-8f64-4abd-b3a1-1c527f258738,11.2689,3.7863,1,4,315,59,4,360,360,1067,0,0,0,0,0,0
42,709,-117.7466,17.2703,-13.0161,17.2703,095fb785-2fa4-4366-8e62-831fd6a07da7,17.2703,8.8112,1,3,282,35,3,360,360,957,0,0,0,0,0,0
43,607,-117.8909,17.2703,-18.545,7.4566,095fb785-2fa4-4366-8e62-831fd6a07da7,17.2703,8.8112,1,3,282,35,3,360,360,952,0,0,0,0,0,0
44,682,-120.7412,17.2703,-13.0962,7.947,095fb785-2fa4-4366-8e62-831fd6a07da7,17.2703,8.8112,1,3,282,35,3,360,360,952,0,0,0,0,0,0
45,790,-117.535,17.2703,-10.6657,9.8559,095fb785-2fa4-4366-8e62-831fd6a07da7,17.2703,8.8112,1,3,282,35,3,360,360,950,0,0,0,0,0,0
46,367,-124.0194,17.2703,-31.9667,7.4644,095fb785-2fa4-4366-8e62-831fd6a07da7,17.2703,8.8112,1,3,282,35,3,360,360,1066,0,0,0,0,0,0
47,706,-117.5627,17.2703,-12.2104,11.6286,095fb785-2fa4-4366-8e62-831fd6a07da7,17.2703,8.8112,1,3,282,35,3,360,360,899,0,0,0,0,0,0
48,776,-122.2026,17.2703,-9.8512,10.6779,095fb785-2fa4-4366-8e62-831fd6a07da7,17.2703,8.8112,1,3,282,35,3,360,360,834,0,0,0,0,0,0
