gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-teams,champ-learners,champ-bid-inst,champ-act-inst,champ-real-acts,pop-roots,pop-teams,pop-learners,hh-learners-rem,hh-teams-affected,b-teams,b-learners,b-teams-new,b-learners-new
0,1003,-225.6517,-18.4918,-114.6978,-18.4918,279b8fd2-dec3-43f4-aac8-2cf20daa179a,-18.4918,2.1941,1,2,77,160,2,360,360,720,0,0,0,0,0,0
1,538,-178.1031,-18.4918,-104.7798,-40.0422,279b8fd2-dec3-43f4-aac8-2cf20daa179a,-18.4918,2.1941,1,2,77,160,2,360,360,655,0,0,0,0,0,0
2,713,-140.5122,-18.4918,-96.4606,-20.5444,279b8fd2-dec3-43f4-aac8-2cf20daa179a,-18.4918,2.1941,1,2,77,160,2,360,360,641,0,0,0,0,0,0
3,918,-141.0812,-2.3247,-87.1419,-2.3247,93b3d465-6bf2-4ef6-a44a-0f5d54deaaa8,-2.3247,2.4188,1,3,126,114,3,360,360,654,0,0,0,0,0,0
4,1079,-187.1412,5.3499,-78.7935,5.3499,c5047b42-9777-4817-bf71-29920ced8834,5.3499,0.1266,1,3,54,65,3,360,360,676,0,0,0,0,0,0
5,1411,-158.4583,5.5454,-65.4647,5.5454,e220fdad-f480-411e-bc0c-454223974d43,5.5454,0.1345,1,3,54,64,3,360,360,682,0,0,0,0,0,0
6,1444,-132.1123,5.5454,-54.81,0.2307,e220fdad-f480-411e-bc0c-454223974d43,5.5454,0.1345,1,3,54,64,3,360,360,683,0,0,0,0,0,0
7,736,-144.4298,5.5454,-47.2518,4.9708,e220fdad-f480-411e-bc0c-454223974d43,5.5454,0.1345,1,3,54,64,3,360,360,717,0,0,0,0,0,0
8,854,-122.0089,5.6018,-38.2717,5.6018,71725079-a80c-4eb2-b1a3-bed7cfa3d47d,5.6018,0.2135,1,3,54,65,3,360,360,725,0,0,0,0,0,0
9,865,-126.2347,6.0134,-34.6625,6.0134,f4a2044c-5ce8-4c2e-be31-456da802d65c,6.0134,0.6498,1,3,55,65,3,360,360,737,0,0,0,0,0,0
10,817,-133.6673,6.0134,-28.0633,5.5006,f4a2044c-5ce8-4c2e-be31-456da802d65c,6.0134,0.6498,1,3,55,65,3,360,360,696,0,0,0,0,0,0
11,599,-139.8149,6.0134,-39.0167,2.9641,f4a2044c-5ce8-4c2e-be31-456da802d65c,6.0134,0.6498,1,3,55,65,3,360,360,897,0,0,0,0,0,0
12,825,-120.7239,6.0957,-21.438,6.0957,9fe42e7f-65c7-4736-8152-ceabbdbf5adc,6.0957,0.5624,1,4,251,57,4,360,360,788,0,0,0,0,0,0
13,765,-156.1481,6.0957,-20.2178,6.0223,9fe42e7f-65c7-4736-8152-ceabbdbf5adc,6.0957,0.5624,1,4,251,57,4,360,360,807,0,0,0,0,0,0
14,756,-144.7629,6.8001,-17.792,6.8001,580cd86a-5ccf-464b-9987-4bb4cda8249c,6.8001,0.6567,1,4,250,57,4,360,360,778,0,0,0,0,0,0
15,790,-127.3797,7.0779,-14.6627,7.0779,ac0d7462-ac7e-4de5-b780-0b4cf74da315,7.0779,0.2285,1,4,265,173,4,360,360,779,0,0,0,0,0,0
16,640,-157.651,7.0779,-30.2242,6.5776,ac0d7462-ac7e-4de5-b780-0b4cf74da315,7.0779,0.2285,1,4,265,173,4,360,360,942,0,0,0,0,0,0
17,795,-123.9945,7.2605,-13.73,7.2605,7ccd5b52-a724-40b9-a062-9374e7ed403d,7.2605,0.1355,1,4,128,78,4,360,360,804,0,0,0,0,0,0
18,764,-118.3864,7.3199,-13.9998,7.3199,11d07993-9843-4568-9ee7-4db89e21a451,7.3199,0.1283,1,4,129,78,4,360,360,752,0,0,0,0,0,0
19,795,-118.6609,7.3199,-12.1925,7.2105,11d07993-9843-4568-9ee7-4db89e21a451,7.3199,0.1283,1,4,129,78,4,360,360,769,0,0,0,0,0,0
20,723,-122.9736,7.3199,-15.564,7.18,11d07993-9843-4568-9ee7-4db89e21a451,7.3199,0.1283,1,4,129,78,4,360,360,791,0,0,0,0,0,0
21,502,-124.5303,7.3199,-32.1567,7.1103,11d07993-9843-4568-9ee7-4db89e21a451,7.3199,0.1283,1,4,129,78,4,360,360,978,0,0,0,0,0,0
22,801,-119.4525,7.3199,-9.5769,7.2235,11d07993-9843-4568-9ee7-4db89e21a451,7.3199,0.1283,1,4,129,78,4,360,360,812,0,0,0,0,0,0
23,793,-120.3914,7.3771,-13.0435,7.3771,592e1478-7dda-4925-ab69-6a0a7c592d7a,7.3771,0.1308,1,4,128,78,4,360,360,840,0,0,0,0,0,0
24,732,-121.7518,7.3771,-12.7946,7.3158,592e1478-7dda-4925-ab69-6a0a7c592d7a,7.3771,0.1308,1,4,128,78,4,360,360,846,0,0,0,0,0,0
25,763,-118.8004,7.5637,-13.2195,7.5637,5554ecd2-d3ca-470f-a582-f1797ae39ec4,7.5637,0.2611,1,4,210,76,4,360,360,869,0,0,0,0,0,0
26,471,-143.4309,7.8414,-33.3125,7.8414,d7d149a1-141f-4654-8511-70eb13a31153,7.8414,0.2316,1,3,201,21,3,360,360,1013,0,0,0,0,0,0
27,709,-142.6767,7.9098,-13.5055,7.9098,5f0eb12c-7be4-4ae8-abb1-2279e8f17050,7.9098,0.1742,1,4,209,138,4,360,360,864,0,0,0,0,0,0
28,794,-119.9005,7.9803,-11.3878,7.9803,510bb5f9-1758-4fd6-9ba2-1f7b1d74d2cf,7.9803,0.161,1,4,210,138,4,360,360,909,0,0,0,0,0,0
29,763,-136.1753,7.9803,-12.2765,7.8771,510bb5f9-1758-4fd6-9ba2-1f7b1d74d2cf,7.9803,0.161,1,4,210,138,4,360,360,934,0,0,0,0,0,0
30,824,-118.4249,7.9803,-9.9476,7.8807,510bb5f9-1758-4fd6-9ba2-1f7b1d74d2cf,7.9803,0.161,1,4,210,138,4,360,360,911,0,0,0,0,0,0
31,446,-125.889,7.9803,-32.8755,7.9046,510bb5f9-1758-4fd6-9ba2-1f7b1d74d2cf,7.9803,0.161,1,4,210,138,4,360,360,1033,0,0,0,0,0,0
32,783,-146.7433,8.0461,-10.3405,8.0461,0f64ff39-6eaf-4741-8cac-2d702b28995d,8.0461,0.1309,1,3,132,131,3,360,360,917,0,0,0,0,0,0
33,783,-149.8265,8.1273,-8.7452,8.1273,0372ed32-4d52-4662-a49b-7014cb72b740,8.1273,0.3248,1,4,210,77,4,360,360,954,0,0,0,0,0,0
34,787,-119.1299,8.1273,-9.4514,8.0914,0372ed32-4d52-4662-a49b-7014cb72b740,8.1273,0.3248,1,4,210,77,4,360,360,968,0,0,0,0,0,0
35,790,-120.3762,8.1273,-10.2851,8.1214,0372ed32-4d52-4662-a49b-7014cb72b740,8.1273,0.3248,1,4,210,77,4,360,360,943,0,0,0,0,0,0
36,504,-141.8875,8.2226,-34.2991,8.2226,99eff0b2-699a-4d32-92c2-dc7ebbcf60f2,8.2226,2.1763,1,2,79,35,2,360,360,1032,0,0,0,0,0,0
37,815,-163.9331,8.2226,-10.2968,8.0915,99eff0b2-699a-4d32-92c2-dc7ebbcf60f2,8.2226,2.1763,1,2,79,35,2,360,360,942,0,0,0,0,0,0
38,758,-164.5868,8.2915,-9.8229,8.2915,7627a7d0-e034-4364-af0c-7c94fd78eaf7,8.2915,0.0746,1,4,207,76,4,360,360,922,0,0,0,0,0,0
39,752,-121.7657,8.2915,-9.5631,8.2086,7627a7d0-e034-4364-af0c-7c94fd78eaf7,8.2915,0.0746,1,4,207,76,4,360,360,932,0,0,0,0,0,0
40,763,-150.7631,8.6924,-10.646,8.6924,c2264daf-38f7-441d-8b2b-60c9b537ba3e,8.6924,0.0885,1,4,297,35,4,360,360,888,0,0,0,0,0,0
41,495,-122.8221,8.6924,-32.1684,8.1183,c2264daf-38f7-441d-8b2b-60c9b537ba3e,8.6924,0.0885,1,4,297,35,4,360,360,1000,0,0,0,0,0,0
42,675,-149.592,8.6924,-15.1387,8.2496,c2264daf-38f7-441d-8b2b-60c9b537ba3e,8.6924,0.0885,1,4,297,35,4,360,360,881,0,0,0,0,0,0
43,720,-120.0283,8.6924,-13.2944,8.1419,c2264daf-38f7-441d-8b2b-60c9b537ba3e,8.6924,0.0885,1,4,297,35,4,360,360,919,0,0,0,0,0,0
44,752,-138.2907,8.6924,-9.8359,8.4347,c2264daf-38f7-441d-8b2b-60c9b537ba3e,8.6924,0.0885,1,4,297,35,4,360,360,924,0,0,0,0,0,0
45,758,-118.6211,8.6924,-10.0697,8.3467,c2264daf-38f7-441d-8b2b-60c9b537ba3e,8.6924,0.0885,1,4,297,35,4,360,360,912,0,0,0,0,0,0
46,414,-224.2921,8.6924,-37.0936,8.1634,c2264daf-38f7-441d-8b2b-60c9b537ba3e,8.6924,0.0885,1,4,297,35,4,360,360,1060,0,0,0,0,0,0
