gen,gen_time,fitness_min,fitness_max,fitness_avg,champ_id,champ_mean,champ_std,champ_teams,champ_learners,champ_instructions,champ_act_instructions,champ_real_acts,pop_roots,pop_teams,pop_learners
0,39.124396085739136,-179.96411090352532,3.868596862878411,-110.43707666581528,893207b0-a486-427e-8ce1-8ac0a1596eca,3.868596862878411,4.231746472149651,1,2,51,37,2,360,360,720
1,28.749207973480225,-169.5351610391226,3.868596862878411,-99.58256626641378,893207b0-a486-427e-8ce1-8ac0a1596eca,3.868596862878411,4.231746472149651,1,2,51,37,2,360,360,637
2,33.93133735656738,-188.31939165974032,3.868596862878411,-91.38231171187769,893207b0-a486-427e-8ce1-8ac0a1596eca,3.868596862878411,4.231746472149651,1,2,51,37,2,360,360,626
3,48.65135097503662,-147.17300057737216,6.056486386939902,-82.41957956085797,fdffe072-7ddb-48d2-86e1-d4996d091e30,6.056486386939902,1.4488959052817925,1,2,51,37,2,360,360,615
4,72.16169786453247,-131.0492716807848,6.056486386939902,-72.38989732566725,fdffe072-7ddb-48d2-86e1-d4996d091e30,6.056486386939902,1.4488959052817925,1,2,51,37,2,360,360,625
5,69.24218654632568,-141.70226268891375,6.056486386939902,-63.13899912003165,fdffe072-7ddb-48d2-86e1-d4996d091e30,6.056486386939902,1.4488959052817925,1,2,51,37,2,360,360,664
6,92.97189235687256,-153.92360859908658,19.455162055795505,-50.57939130844001,c406e2a1-1c52-44f9-a4f8-f989412a6a0d,19.455162055795505,5.799417341864973,1,3,61,58,3,360,360,647
7,85.73957061767578,-138.68676055198222,29.493713095816883,-42.09516570465622,18a130ef-f788-40d3-8305-4ed6f5f98087,29.493713095816883,9.036815778174871,1,2,45,50,2,360,360,662
8,88.92178153991699,-145.12133912684106,29.493713095816883,-32.3218145314648,18a130ef-f788-40d3-8305-4ed6f5f98087,29.493713095816883,9.036815778174871,1,2,45,50,2,360,360,645
9,92.38709449768066,-146.60736875739198,29.493713095816883,-19.62601981494727,18a130ef-f788-40d3-8305-4ed6f5f98087,29.493713095816883,9.036815778174871,1,2,45,50,2,360,360,614
10,91.14262628555298,-163.332440673148,29.493713095816883,-15.109439438303939,18a130ef-f788-40d3-8305-4ed6f5f98087,29.493713095816883,9.036815778174871,1,2,45,50,2,360,360,657
11,62.166507720947266,-148.26087732374853,58.235923000216516,-32.65612828096095,b72ef6d8-9396-4670-8395-38c821fc7b66,58.235923000216516,1.3207352317860674,1,3,52,75,3,360,360,851
12,92.2482078075409,-136.39455254113497,58.235923000216516,-8.262298243839746,b72ef6d8-9396-4670-8395-38c821fc7b66,58.235923000216516,1.3207352317860674,1,3,52,75,3,360,360,709
13,96.669606924057,-117.45639974054025,58.235923000216516,-4.053092843877333,b72ef6d8-9396-4670-8395-38c821fc7b66,58.235923000216516,1.3207352317860674,1,3,52,75,3,360,360,685
14,94.19145894050598,-118.20901203478331,58.235923000216516,-6.479139967000798,b72ef6d8-9396-4670-8395-38c821fc7b66,58.235923000216516,1.3207352317860674,1,3,52,75,3,360,360,674
15,100.10859084129333,-118.21395045077361,58.235923000216516,-2.998790393923924,b72ef6d8-9396-4670-8395-38c821fc7b66,58.235923000216516,1.3207352317860674,1,3,52,75,3,360,360,688
16,55.82740879058838,-150.37050055158267,58.235923000216516,-27.316626791041145,b72ef6d8-9396-4670-8395-38c821fc7b66,58.235923000216516,1.3207352317860674,1,3,52,75,3,360,360,836
17,100.45052981376648,-140.9345876802102,62.760754900966994,-1.0086193864687072,63c468ec-9470-408b-b888-45cfc8857cd8,62.760754900966994,8.777076820581494,1,3,51,75,3,360,360,720
18,98.9955084323883,-123.8967801122761,62.760754900966994,0.5378236833272332,63c468ec-9470-408b-b888-45cfc8857cd8,62.760754900966994,8.777076820581494,1,3,51,75,3,360,360,739
19,102.17024159431458,-159.26653066464922,62.79214117820129,5.727036953203564,5ad72ad8-80a3-4874-83e4-650b8d56fc9a,62.79214117820129,6.712835952626995,1,3,86,78,3,360,360,684
20,103.45025777816772,-166.85450784005621,63.52485499080019,12.497123220305813,b6e99305-fbf5-4783-a55c-d57497c0853d,63.52485499080019,3.371457787445883,1,4,58,97,4,360,360,685
21,74.60388469696045,-127.87845225406954,63.52485499080019,-5.370442739805109,b6e99305-fbf5-4783-a55c-d57497c0853d,63.52485499080019,3.371457787445883,1,4,58,97,4,360,360,855
22,101.40614080429077,-122.1716955067337,83.05717838643659,20.794349489196605,012af3eb-bdae-4e5a-b3e1-ee364e4eeddf,83.05717838643659,4.982318707143411,1,3,85,77,3,360,360,724
23,105.5692195892334,-157.39899659211306,83.05717838643659,28.190781395598297,012af3eb-bdae-4e5a-b3e1-ee364e4eeddf,83.05717838643659,4.982318707143411,1,3,85,77,3,360,360,754
24,103.08003664016724,-123.28405873733713,86.14451653862994,39.07572963896402,f99060ad-3612-4779-b685-48db3215142c,86.14451653862994,4.224199982946893,1,2,46,51,2,360,360,763
25,105.825190782547,-123.09558333659729,86.16848065205991,41.65396588426499,d86e751f-6dda-4cd5-9e7c-0193c4ab75bd,86.16848065205991,5.982942433934542,1,3,50,75,3,360,360,782
26,84.97235584259033,-132.10761893851998,86.16848065205991,16.283846665941788,d86e751f-6dda-4cd5-9e7c-0193c4ab75bd,86.16848065205991,5.982942433934542,1,3,50,75,3,360,360,957
27,101.25225901603699,-152.41075224428542,99.31808619263059,40.87144831696908,a0102a00-8f78-4f48-add8-cf942bd32a50,99.31808619263059,7.049151578492327,1,2,46,53,2,360,360,782
28,104.36059522628784,-131.19408739713563,102.51060368089054,43.42915987357626,033a1957-f6a8-4569-a57e-6885a6208884,102.51060368089054,7.07249037696029,1,2,45,53,2,360,360,769
29,101.1010627746582,-123.47709773906192,102.51060368089054,43.17809202555837,033a1957-f6a8-4569-a57e-6885a6208884,102.51060368089054,7.07249037696029,1,2,45,53,2,360,360,763
30,107.12013101577759,-188.93917784394029,117.68976392350817,50.136922530608345,d21abcd4-5bab-4225-b142-23330768f0c0,117.68976392350817,11.947402354319964,1,2,45,53,2,360,360,740
31,79.22844576835632,-151.19843079837943,118.05456447747288,18.31436536699478,43d39d38-197e-4c35-9f7a-b20a2ff07ed4,118.05456447747288,4.966564503966836,1,2,46,53,2,360,360,911
32,106.52524042129517,-168.9980506097831,118.05456447747288,57.46961062205236,43d39d38-197e-4c35-9f7a-b20a2ff07ed4,118.05456447747288,4.966564503966836,1,2,46,53,2,360,360,787
33,102.1317036151886,-174.3099579356744,118.05456447747288,60.93636395120087,43d39d38-197e-4c35-9f7a-b20a2ff07ed4,118.05456447747288,4.966564503966836,1,2,46,53,2,360,360,706
34,108.18381333351135,-145.02699528742625,118.05456447747288,68.8864731151668,43d39d38-197e-4c35-9f7a-b20a2ff07ed4,118.05456447747288,4.966564503966836,1,2,46,53,2,360,360,647
35,103.59733939170837,-124.10749830476831,118.05456447747288,69.11257305534488,43d39d38-197e-4c35-9f7a-b20a2ff07ed4,118.05456447747288,4.966564503966836,1,2,46,53,2,360,360,668
36,76.16536593437195,-149.08530622181974,118.05456447747288,37.12537502145439,43d39d38-197e-4c35-9f7a-b20a2ff07ed4,118.05456447747288,4.966564503966836,1,2,46,53,2,360,360,831
37,105.37656688690186,-127.76238281540938,118.05456447747288,73.80693927698184,43d39d38-197e-4c35-9f7a-b20a2ff07ed4,118.05456447747288,4.966564503966836,1,2,46,53,2,360,360,713
38,105.71615362167358,-113.79717957301526,118.05456447747288,82.84343271452312,43d39d38-197e-4c35-9f7a-b20a2ff07ed4,118.05456447747288,4.966564503966836,1,2,46,53,2,360,360,672
39,106.34521389007568,-126.08076568855051,121.63312443492384,87.53963189928567,51a2c6f4-b41f-4737-8036-721b474fd491,121.63312443492384,6.376312485551383,1,3,87,80,3,360,360,654
40,106.60382175445557,-114.7147855816706,121.63312443492384,86.9334435690265,51a2c6f4-b41f-4737-8036-721b474fd491,121.63312443492384,6.376312485551383,1,3,87,80,3,360,360,676
41,85.29491329193115,-127.96486420755846,121.63312443492384,57.05049431085899,51a2c6f4-b41f-4737-8036-721b474fd491,121.63312443492384,6.376312485551383,1,3,87,80,3,360,360,858
42,103.70042562484741,-122.09053854454257,123.98443123944692,88.6176294832458,87e04b22-3d60-4637-8f43-dd2f3e6e052e,123.98443123944692,7.5773222979750505,1,4,130,110,4,360,360,702
43,106.27721214294434,-125.76699192418683,123.98443123944692,91.81337798965197,87e04b22-3d60-4637-8f43-dd2f3e6e052e,123.98443123944692,7.5773222979750505,1,4,130,110,4,360,360,720
44,108.44299006462097,-144.21116091485246,123.98443123944692,87.14396263766771,87e04b22-3d60-4637-8f43-dd2f3e6e052e,123.98443123944692,7.5773222979750505,1,4,130,110,4,360,360,712
45,103.09306764602661,-126.19193291490615,123.98443123944692,84.98371037978613,87e04b22-3d60-4637-8f43-dd2f3e6e052e,123.98443123944692,7.5773222979750505,1,4,130,110,4,360,360,739
46,79.05860757827759,-139.1676033931521,123.98443123944692,53.0465831962119,87e04b22-3d60-4637-8f43-dd2f3e6e052e,123.98443123944692,7.5773222979750505,1,4,130,110,4,360,360,883
47,108.7482430934906,-114.48058318477737,123.98443123944692,91.93433331958548,87e04b22-3d60-4637-8f43-dd2f3e6e052e,123.98443123944692,7.5773222979750505,1,4,130,110,4,360,360,697
48,113.0459532737732,-121.10687172406696,123.98443123944692,90.67435999680656,87e04b22-3d60-4637-8f43-dd2f3e6e052e,123.98443123944692,7.5773222979750505,1,4,130,110,4,360,360,729
49,104.89480924606323,-121.34762237967554,131.02531463808063,85.00285083376947,acf3322c-e2a1-41aa-8715-82545f8ece3d,131.02531463808063,6.110442088637007,1,3,89,82,3,360,360,721
50,105.32759380340576,-126.15723355803213,131.02531463808063,86.01512167928207,acf3322c-e2a1-41aa-8715-82545f8ece3d,131.02531463808063,6.110442088637007,1,3,89,82,3,360,360,710
51,73.115553855896,-191.3178247405891,131.02531463808063,49.77710681347513,acf3322c-e2a1-41aa-8715-82545f8ece3d,131.02531463808063,6.110442088637007,1,3,89,82,3,360,360,894
52,105.80830574035645,-126.54729467992858,140.44796714312724,91.14368139318239,5e47ccf4-2e0f-4be2-8f06-36bdff105d5b,140.44796714312724,10.31030836474594,1,3,90,82,3,360,360,707
53,109.63322186470032,-113.76268209752564,140.44796714312724,91.6455792273667,5e47ccf4-2e0f-4be2-8f06-36bdff105d5b,140.44796714312724,10.31030836474594,1,3,90,82,3,360,360,688
54,108.9018030166626,-123.6625858763015,141.66253039975135,91.70392350196371,f71c01b9-18b3-4798-bf61-b6c54fef4d31,141.66253039975135,2.8883381086087603,1,2,86,57,2,360,360,737
55,106.36658501625061,-167.82113528132518,141.66253039975135,89.26570524539298,f71c01b9-18b3-4798-bf61-b6c54fef4d31,141.66253039975135,2.8883381086087603,1,2,86,57,2,360,360,722
56,77.5907416343689,-121.60548553135888,141.66253039975135,58.046958022796034,f71c01b9-18b3-4798-bf61-b6c54fef4d31,141.66253039975135,2.8883381086087603,1,2,86,57,2,360,360,920
