gen,tpg-gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-teams,champ-learners,champ-bid-inst,champ-act-inst,champ-real-acts,pop-roots,pop-teams,pop-learners,hh-learners-rem,hh-teams-affected,b-teams,b-learners,b-teams-new,b-learners-new
0,0,349,-184.5188,-32.0367,-113.3571,-32.0367,3de3f4e6-250e-4d45-ade8-6977b706b476,-32.0367,3.4573,1,2,153,66,2,360,360,720,-1,-1,0,0,0,0
1,1,221,-148.8576,-32.0367,-106.184,-35.5232,3de3f4e6-250e-4d45-ade8-6977b706b476,-32.0367,3.4573,1,2,153,66,2,361,414,732,-1,-1,0,0,0,0
2,2,257,-147.3755,-13.8908,-99.3254,-13.8908,588ddd7c-8e01-4d70-9172-20a3060dbfcd,-13.8908,1.2207,1,4,190,225,4,360,435,791,-1,-1,0,0,0,0
3,3,317,-193.5568,-4.4374,-92.0167,-4.4374,9979b7ed-2a75-49b7-af4b-b4189eeac518,-4.4374,5.5408,1,2,191,37,2,360,441,810,-1,-1,0,0,0,0
4,4,313,-123.7884,-4.4374,-84.8961,-5.3606,9979b7ed-2a75-49b7-af4b-b4189eeac518,-4.4374,5.5408,1,2,191,37,2,360,440,817,-1,-1,0,0,0,0
5,5,383,-140.2331,6.3756,-75.2404,6.3756,9758eb0a-8dc6-4c6e-8b05-1d696b719f14,6.3756,0.8782,1,3,274,63,3,360,444,804,-1,-1,0,0,0,0
6,6,404,-136.7742,6.3756,-66.6979,-5.2014,9758eb0a-8dc6-4c6e-8b05-1d696b719f14,6.3756,0.8782,1,3,274,63,3,360,452,859,-1,-1,0,0,0,0
7,7,407,-129.5978,6.3756,-57.4479,-8.6188,9758eb0a-8dc6-4c6e-8b05-1d696b719f14,6.3756,0.8782,1,3,274,63,3,360,437,795,-1,-1,0,0,0,0
8,8,407,-122.9049,6.3756,-53.9033,-1.1356,9758eb0a-8dc6-4c6e-8b05-1d696b719f14,6.3756,0.8782,1,3,274,63,3,360,436,795,-1,-1,0,0,0,0
9,9,438,-123.5678,6.6332,-48.4768,6.6332,ff10707f-b690-43bc-80a2-5db3fe8308ad,6.6332,0.7689,1,3,273,63,3,360,442,844,-1,-1,0,0,0,0
10,10,410,-120.3697,6.75,-42.1014,6.75,9c54b09b-601e-46be-89e0-36209aa797e6,6.75,0.651,1,3,273,63,3,360,430,812,-1,-1,0,0,0,0
11,11,373,-136.6498,6.75,-58.7728,5.808,9c54b09b-601e-46be-89e0-36209aa797e6,6.75,0.651,1,3,273,63,3,361,477,1178,-1,-1,0,0,0,0
12,12,441,-127.4847,6.75,-34.3399,4.8907,9c54b09b-601e-46be-89e0-36209aa797e6,6.75,0.651,1,3,273,63,3,361,455,949,-1,-1,0,0,0,0
13,13,450,-117.6681,6.75,-33.616,4.8692,9c54b09b-601e-46be-89e0-36209aa797e6,6.75,0.651,1,3,273,63,3,361,451,967,-1,-1,0,0,0,0
14,14,461,-118.0637,7.2197,-34.2506,7.2197,e5edea8a-b1c6-4620-8ec4-49bd9b90fe46,7.2197,0.3275,1,3,275,65,3,361,456,967,-1,-1,0,0,0,0
15,15,402,-120.7412,7.2197,-29.7914,7.0222,e5edea8a-b1c6-4620-8ec4-49bd9b90fe46,7.2197,0.3275,1,3,275,65,3,360,442,935,-1,-1,0,0,0,0
16,16,409,-123.1682,7.2197,-49.4803,7.0325,e5edea8a-b1c6-4620-8ec4-49bd9b90fe46,7.2197,0.3275,1,3,275,65,3,360,488,1226,-1,-1,0,0,0,0
17,17,352,-117.905,7.2197,-26.0404,6.7047,e5edea8a-b1c6-4620-8ec4-49bd9b90fe46,7.2197,0.3275,1,3,275,65,3,360,452,999,-1,-1,0,0,0,0
18,18,471,-120.9955,7.2197,-28.3147,7.0078,e5edea8a-b1c6-4620-8ec4-49bd9b90fe46,7.2197,0.3275,1,3,275,65,3,360,458,986,-1,-1,0,0,0,0
19,19,466,-123.9197,7.2197,-20.5256,6.3681,e5edea8a-b1c6-4620-8ec4-49bd9b90fe46,7.2197,0.3275,1,3,275,65,3,360,445,932,-1,-1,0,0,0,0
20,20,568,-127.3091,7.2235,-20.417,7.2235,60145c93-ba9f-4aa3-b920-5cc8dda375a0,7.2235,0.5833,2,6,527,70,5,360,458,979,-1,-1,0,0,0,0
21,21,525,-124.3047,7.2235,-37.6425,6.4457,60145c93-ba9f-4aa3-b920-5cc8dda375a0,7.2235,0.5833,2,6,527,70,5,361,509,1318,-1,-1,0,0,0,0
22,22,434,-123.0297,7.4318,-18.5009,7.4318,6e495e82-7130-420e-8db9-644c05532fc0,7.4318,0.4178,2,8,470,285,7,360,488,1127,-1,-1,0,0,0,0
23,23,477,-118.3943,7.4463,-14.2246,7.4463,8f19ebee-8986-4dcf-9a66-c8f5f45835a0,7.4463,0.5332,2,6,547,84,5,360,474,1069,-1,-1,0,0,0,0
24,24,563,-117.2562,7.5859,-14.0583,7.5859,cebcf267-e8b5-4c0c-a8c0-6441f86d8875,7.5859,0.0831,1,3,218,41,3,360,481,1126,-1,-1,0,0,0,0
25,25,511,-127.78,7.6959,-11.9065,7.6959,9e0161b1-ee17-4caa-a9b0-e8946b32656a,7.6959,0.5241,1,2,196,40,2,360,468,1055,-1,-1,0,0,0,0
26,26,418,-170.6491,7.6959,-34.6238,7.6061,9e0161b1-ee17-4caa-a9b0-e8946b32656a,7.6959,0.5241,1,2,196,40,2,360,492,1276,-1,-1,0,0,0,0
27,27,511,-128.4567,7.7989,-10.2169,7.7989,f69808fd-7672-47cb-bd71-3498ec06e4a0,7.7989,0.031,1,3,187,57,3,361,477,1079,-1,-1,0,0,0,0
28,28,536,-120.0535,7.7989,-11.195,7.5043,f69808fd-7672-47cb-bd71-3498ec06e4a0,7.7989,0.031,1,3,187,57,3,360,471,1019,-1,-1,0,0,0,0
29,29,557,-125.2216,7.947,-10.7965,7.947,bff3ec2a-2a1a-48e6-8e0c-d708e283da5a,7.947,0.6035,2,5,470,96,4,361,470,1022,-1,-1,0,0,0,0
30,30,563,-117.8403,7.994,-10.4958,7.994,f6ec26dd-47e9-4b2b-a3fa-28adb8d58d42,7.994,0.4071,1,2,195,40,2,360,477,1015,-1,-1,0,0,0,0
