gen,tpg-gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-teams,champ-learners,champ-bid-inst,champ-act-inst,champ-real-acts,pop-roots,pop-teams,pop-learners,hh-learners-rem,hh-teams-affected,b-teams,b-learners,b-teams-new,b-learners-new
0,0,354,-200.2924,-14.9421,-112.5221,-14.9421,227fadf6-5bd9-4613-9712-538b5c3b4fdf,-14.9421,0.2939,1,2,73,59,2,360,360,720,-1,-1,0,0,0,0
1,1,241,-157.0749,-14.9421,-102.4221,-15.0133,227fadf6-5bd9-4613-9712-538b5c3b4fdf,-14.9421,0.2939,1,2,73,59,2,361,398,700,-1,-1,0,0,0,0
2,2,274,-138.8561,4.9458,-95.0016,4.9458,b72ce28f-a931-4c87-842b-166d90cb8174,4.9458,1.47,1,2,232,22,2,361,427,757,-1,-1,0,0,0,0
3,3,325,-141.9175,4.9458,-86.2784,-14.8806,b72ce28f-a931-4c87-842b-166d90cb8174,4.9458,1.47,1,2,232,22,2,360,430,767,-1,-1,0,0,0,0
4,4,397,-130.629,4.9458,-77.3936,-4.3582,b72ce28f-a931-4c87-842b-166d90cb8174,4.9458,1.47,1,2,232,22,2,360,444,802,-1,-1,0,0,0,0
5,5,456,-170.7886,152.0806,-68.9091,152.0806,8043ca39-1509-46c0-9bbe-80456f07eea5,152.0806,5.0192,2,4,233,131,3,360,456,856,-1,-1,0,0,0,0
6,6,442,-140.6355,152.0806,-60.1228,6.4083,8043ca39-1509-46c0-9bbe-80456f07eea5,152.0806,5.0192,2,4,233,131,3,360,456,863,-1,-1,0,0,0,0
7,7,484,-125.9272,152.0806,-52.8594,4.5813,8043ca39-1509-46c0-9bbe-80456f07eea5,152.0806,5.0192,2,4,233,131,3,360,467,903,-1,-1,0,0,0,0
8,8,401,-143.9384,152.0806,-46.7307,1.9275,8043ca39-1509-46c0-9bbe-80456f07eea5,152.0806,5.0192,2,4,233,131,3,361,455,897,-1,-1,0,0,0,0
9,9,533,-144.096,152.0806,-41.9715,3.1668,8043ca39-1509-46c0-9bbe-80456f07eea5,152.0806,5.0192,2,4,233,131,3,360,470,920,-1,-1,0,0,0,0
10,10,437,-121.5364,152.0806,-34.2683,3.1331,8043ca39-1509-46c0-9bbe-80456f07eea5,152.0806,5.0192,2,4,233,131,3,360,446,870,-1,-1,0,0,0,0
11,11,344,-177.6817,152.0806,-60.8273,-4.1382,8043ca39-1509-46c0-9bbe-80456f07eea5,152.0806,5.0192,2,4,233,131,3,360,496,1219,-1,-1,0,0,0,0
12,12,434,-157.5362,152.0806,-33.5292,5.582,8043ca39-1509-46c0-9bbe-80456f07eea5,152.0806,5.0192,2,4,233,131,3,360,470,958,-1,-1,0,0,0,0
13,13,493,-143.894,152.0806,-36.5565,3.588,8043ca39-1509-46c0-9bbe-80456f07eea5,152.0806,5.0192,2,4,233,131,3,360,475,987,-1,-1,0,0,0,0
14,14,484,-133.9628,152.0806,-31.2317,5.3894,8043ca39-1509-46c0-9bbe-80456f07eea5,152.0806,5.0192,2,4,233,131,3,360,465,894,-1,-1,0,0,0,0
15,15,505,-216.086,152.0806,-29.7474,5.3463,8043ca39-1509-46c0-9bbe-80456f07eea5,152.0806,5.0192,2,4,233,131,3,360,462,890,-1,-1,0,0,0,0
16,16,427,-130.3871,152.0806,-45.0417,3.5752,8043ca39-1509-46c0-9bbe-80456f07eea5,152.0806,5.0192,2,4,233,131,3,360,490,1105,-1,-1,0,0,0,0
17,17,484,-149.0405,152.0806,-24.2307,7.283,8043ca39-1509-46c0-9bbe-80456f07eea5,152.0806,5.0192,2,4,233,131,3,360,471,900,-1,-1,0,0,0,0
18,18,546,-132.494,152.0806,-22.8967,125.7156,8043ca39-1509-46c0-9bbe-80456f07eea5,152.0806,5.0192,2,4,233,131,3,360,480,937,-1,-1,0,0,0,0
19,19,475,-134.0912,152.0806,-20.6188,94.6079,8043ca39-1509-46c0-9bbe-80456f07eea5,152.0806,5.0192,2,4,233,131,3,360,465,898,-1,-1,0,0,0,0
20,20,501,-132.4443,152.0806,-16.8342,7.1149,8043ca39-1509-46c0-9bbe-80456f07eea5,152.0806,5.0192,2,4,233,131,3,361,461,863,-1,-1,0,0,0,0
21,21,448,-118.7504,152.0806,-35.2885,3.9592,8043ca39-1509-46c0-9bbe-80456f07eea5,152.0806,5.0192,2,4,233,131,3,360,496,1153,-1,-1,0,0,0,0
