gen,tpg-gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-teams,champ-learners,champ-bid-inst,champ-act-inst,champ-real-acts,pop-roots,pop-teams,pop-learners,hh-learners-rem,hh-teams-affected,b-teams,b-learners,b-teams-new,b-learners-new
0,0,379,-206.8008,-0.114,-113.5128,-0.114,0713216d-7607-4eb3-bbe1-96a6c5e1a50a,-0.114,0.3686,1,2,151,61,2,360,360,720,-1,-1,0,0,0,0
1,1,198,-137.4806,0.6187,-104.5391,0.6187,a2b21448-d3a2-466a-a5d6-ea5da3cfcf2a,0.6187,0.8151,1,2,151,62,2,360,409,736,-1,-1,0,0,0,0
2,2,224,-129.2568,0.6187,-99.3616,0.0806,a2b21448-d3a2-466a-a5d6-ea5da3cfcf2a,0.6187,0.8151,1,2,151,62,2,360,415,744,-1,-1,0,0,0,0
3,3,267,-137.0116,3.1298,-92.5638,3.1298,2786ace1-2b6e-4141-b670-232d1f323335,3.1298,2.9129,1,3,85,92,3,361,434,742,-1,-1,0,0,0,0
4,4,312,-152.8944,3.34,-84.8563,3.34,3254bab4-e5ca-42bc-8a88-62830377d346,3.34,2.6618,1,4,88,128,4,360,452,813,-1,-1,0,0,0,0
5,5,344,-171.3248,3.3447,-78.1317,3.3447,239ffd80-2068-486f-a074-74b4c75e362f,3.3447,2.6169,1,3,85,92,3,360,445,823,-1,-1,0,0,0,0
6,6,406,-132.474,4.4592,-69.6747,4.4592,185f3cb8-1878-4ec7-878c-0b78d83386c3,4.4592,0.6357,1,3,86,92,3,360,441,804,-1,-1,0,0,0,0
7,7,446,-174.0292,4.4592,-60.1251,1.8225,185f3cb8-1878-4ec7-878c-0b78d83386c3,4.4592,0.6357,1,3,86,92,3,360,446,847,-1,-1,0,0,0,0
8,8,499,-145.513,5.4926,-49.0776,5.4926,61870725-9a75-4e68-9df7-97fb497e0176,5.4926,1.7427,2,6,405,301,5,360,464,921,-1,-1,0,0,0,0
9,9,448,-133.2861,7.4603,-38.5276,7.4603,a9b55a7d-33ce-4607-b8e7-6db57d79ad95,7.4603,0.3307,1,3,156,49,3,360,453,898,-1,-1,0,0,0,0
10,10,510,-123.4999,7.4603,-28.0406,4.5498,a9b55a7d-33ce-4607-b8e7-6db57d79ad95,7.4603,0.3307,1,3,156,49,3,361,449,936,-1,-1,0,0,0,0
11,11,490,-139.1638,7.4603,-39.4847,5.5587,a9b55a7d-33ce-4607-b8e7-6db57d79ad95,7.4603,0.3307,1,3,156,49,3,360,484,1186,-1,-1,0,0,0,0
12,12,485,-121.3474,7.4603,-20.1492,5.3663,a9b55a7d-33ce-4607-b8e7-6db57d79ad95,7.4603,0.3307,1,3,156,49,3,361,466,1008,-1,-1,0,0,0,0
13,13,527,-121.1111,7.4603,-16.112,5.8,a9b55a7d-33ce-4607-b8e7-6db57d79ad95,7.4603,0.3307,1,3,156,49,3,360,465,980,-1,-1,0,0,0,0
14,14,505,-116.8691,7.4603,-13.1155,6.3478,a9b55a7d-33ce-4607-b8e7-6db57d79ad95,7.4603,0.3307,1,3,156,49,3,360,447,922,-1,-1,0,0,0,0
15,15,583,-124.1076,7.4603,-15.7469,5.9654,a9b55a7d-33ce-4607-b8e7-6db57d79ad95,7.4603,0.3307,1,3,156,49,3,361,461,977,-1,-1,0,0,0,0
16,16,454,-141.2871,7.4603,-36.4603,5.0955,a9b55a7d-33ce-4607-b8e7-6db57d79ad95,7.4603,0.3307,1,3,156,49,3,360,490,1246,-1,-1,0,0,0,0
17,17,494,-118.9633,7.4603,-12.0794,6.7861,a9b55a7d-33ce-4607-b8e7-6db57d79ad95,7.4603,0.3307,1,3,156,49,3,360,475,1081,-1,-1,0,0,0,0
18,18,534,-125.8958,7.4603,-14.9341,7.4058,a9b55a7d-33ce-4607-b8e7-6db57d79ad95,7.4603,0.3307,1,3,156,49,3,360,473,1114,-1,-1,0,0,0,0
