gen,tpg-gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-teams,champ-learners,champ-bid-inst,champ-act-inst,champ-real-acts,pop-roots,pop-teams,pop-learners,hh-learners-rem,hh-teams-affected,b-teams,b-learners,b-teams-new,b-learners-new
0,0,358,-184.6362,-24.6093,-113.363,-24.6093,60427a49-87a7-400d-b20c-b8809e3cfb07,-24.6093,19.0159,1,2,151,198,2,360,360,720,-1,-1,0,0,0,0
1,1,236,-166.6849,-20.2571,-106.2329,-20.2571,3181d1eb-9222-4876-ae5f-3b1f661c778a,-20.2571,46.7027,2,4,227,80,3,360,418,767,-1,-1,0,0,0,0
2,2,221,-168.097,-5.5078,-99.1006,-5.5078,d2e59568-2ea0-464e-a7e7-e1bc3d0592c7,-5.5078,17.0245,1,3,202,223,3,360,424,765,-1,-1,0,0,0,0
3,3,247,-151.489,-5.5078,-92.0353,-15.1944,d2e59568-2ea0-464e-a7e7-e1bc3d0592c7,-5.5078,17.0245,1,3,202,223,3,360,433,746,-1,-1,0,0,0,0
4,4,345,-195.5287,-5.5078,-87.1454,-28.6969,d2e59568-2ea0-464e-a7e7-e1bc3d0592c7,-5.5078,17.0245,1,3,202,223,3,361,455,835,-1,-1,0,0,0,0
5,5,389,-132.0193,-5.5078,-79.909,-20.1673,d2e59568-2ea0-464e-a7e7-e1bc3d0592c7,-5.5078,17.0245,1,3,202,223,3,361,459,865,-1,-1,0,0,0,0
6,6,414,-145.431,-5.5078,-71.7861,-10.8473,d2e59568-2ea0-464e-a7e7-e1bc3d0592c7,-5.5078,17.0245,1,3,202,223,3,361,460,908,-1,-1,0,0,0,0
7,7,449,-141.0792,0.5548,-65.1583,0.5548,b16d676d-5789-4dd2-bac1-cede627280ab,0.5548,3.6124,2,6,404,445,5,361,457,899,-1,-1,0,0,0,0
8,8,529,-188.6373,0.5548,-57.7311,-1.7546,b16d676d-5789-4dd2-bac1-cede627280ab,0.5548,3.6124,2,6,404,445,5,360,460,924,-1,-1,0,0,0,0
9,9,424,-145.8789,0.5548,-54.21,-1.1245,b16d676d-5789-4dd2-bac1-cede627280ab,0.5548,3.6124,2,6,404,445,5,360,444,887,-1,-1,0,0,0,0
10,10,521,-121.4324,4.5324,-47.5578,4.5324,7058a054-70a6-4112-bbda-cf86d8b4a93e,4.5324,1.1493,3,9,751,217,7,360,448,873,-1,-1,0,0,0,0
11,11,409,-169.5509,4.5324,-62.054,-0.5787,7058a054-70a6-4112-bbda-cf86d8b4a93e,4.5324,1.1493,3,9,751,217,7,360,480,1157,-1,-1,0,0,0,0
12,12,440,-122.2332,4.5324,-41.4433,-0.7761,7058a054-70a6-4112-bbda-cf86d8b4a93e,4.5324,1.1493,3,9,751,217,7,360,452,931,-1,-1,0,0,0,0
13,13,508,-133.9311,4.5324,-41.9501,-0.2949,7058a054-70a6-4112-bbda-cf86d8b4a93e,4.5324,1.1493,3,9,751,217,7,360,454,945,-1,-1,0,0,0,0
14,14,530,-143.0772,4.5324,-39.4755,2.6082,7058a054-70a6-4112-bbda-cf86d8b4a93e,4.5324,1.1493,3,9,751,217,7,360,464,990,-1,-1,0,0,0,0
15,15,464,-133.1975,4.5324,-37.7571,3.7501,7058a054-70a6-4112-bbda-cf86d8b4a93e,4.5324,1.1493,3,9,751,217,7,360,470,1018,-1,-1,0,0,0,0
16,16,443,-143.727,5.3509,-47.1337,5.3509,87cd5c17-d419-4adc-9eac-9d40dde58a85,5.3509,0.9332,2,5,447,160,4,361,496,1242,-1,-1,0,0,0,0
17,17,465,-122.8781,5.3509,-24.8024,1.4194,87cd5c17-d419-4adc-9eac-9d40dde58a85,5.3509,0.9332,2,5,447,160,4,360,466,1023,-1,-1,0,0,0,0
18,18,574,-165.0534,7.0382,-26.5697,7.0382,61e8d0ca-99db-4fb1-a218-bddfbda59ca7,7.0382,0.3866,1,2,145,35,2,361,480,1050,-1,-1,0,0,0,0
19,19,435,-124.4468,7.9279,-25.1947,7.9279,a06a9361-0102-4367-899b-0a0c99bc0a2c,7.9279,0.2662,6,19,1462,585,14,360,466,1021,-1,-1,0,0,0,0
20,20,535,-124.4022,7.9279,-20.1007,7.267,a06a9361-0102-4367-899b-0a0c99bc0a2c,7.9279,0.2662,6,19,1462,585,14,360,467,1018,-1,-1,0,0,0,0
21,21,438,-124.8495,7.9279,-41.3129,6.2063,a06a9361-0102-4367-899b-0a0c99bc0a2c,7.9279,0.2662,6,19,1462,585,14,360,504,1261,-1,-1,0,0,0,0
22,22,494,-119.1272,7.9279,-14.8763,7.1516,a06a9361-0102-4367-899b-0a0c99bc0a2c,7.9279,0.2662,6,19,1462,585,14,361,478,1061,-1,-1,0,0,0,0
23,23,549,-118.6017,10.1804,-11.7369,10.1804,88aa95a8-7bc4-4f87-b397-3bede9445064,10.1804,16.0253,3,8,709,355,6,360,463,1004,-1,-1,0,0,0,0
24,24,617,-120.6874,10.1804,-13.408,7.6829,88aa95a8-7bc4-4f87-b397-3bede9445064,10.1804,16.0253,3,8,709,355,6,360,471,1062,-1,-1,0,0,0,0
25,25,526,-140.0044,10.1804,-13.6372,7.0892,88aa95a8-7bc4-4f87-b397-3bede9445064,10.1804,16.0253,3,8,709,355,6,360,463,1035,-1,-1,0,0,0,0
