gen,tpg-gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-teams,champ-learners,champ-bid-inst,champ-act-inst,champ-real-acts,pop-roots,pop-teams,pop-learners,hh-learners-rem,hh-teams-affected,b-teams,b-learners,b-teams-new,b-learners-new
0,0,400,-221.2791,-38.4742,-113.6199,-38.4742,3c4c254b-1a9a-4f42-8646-9b1c7bd171e1,-38.4742,1.3243,1,2,227,90,2,360,360,720,-1,-1,0,0,0,0
1,1,209,-138.3123,-38.4742,-104.2271,-38.5582,3c4c254b-1a9a-4f42-8646-9b1c7bd171e1,-38.4742,1.3243,1,2,227,90,2,360,394,721,-1,-1,0,0,0,0
2,2,282,-147.2244,-38.4742,-98.0952,-39.6649,3c4c254b-1a9a-4f42-8646-9b1c7bd171e1,-38.4742,1.3243,1,2,227,90,2,360,427,756,-1,-1,0,0,0,0
3,3,296,-154.7843,-37.6982,-92.1165,-37.6982,157b866f-5ba4-4fb7-aca3-0185b529c165,-37.6982,1.4102,1,2,226,90,2,360,429,758,-1,-1,0,0,0,0
4,4,367,-143.4267,-1.2219,-83.3772,-1.2219,89839bf5-0473-4ffb-8a76-23d1ed84e451,-1.2219,2.6975,1,4,208,153,4,361,435,802,-1,-1,0,0,0,0
5,5,457,-187.4176,-1.2219,-75.7474,-4.0766,89839bf5-0473-4ffb-8a76-23d1ed84e451,-1.2219,2.6975,1,4,208,153,4,360,441,838,-1,-1,0,0,0,0
6,6,476,-150.5158,3.2911,-72.7838,3.2911,e6523dbf-190a-4a1b-a440-869c2603c73d,3.2911,0.3005,1,3,222,204,3,360,458,888,-1,-1,0,0,0,0
7,7,472,-173.3369,3.2911,-62.7993,-10.2441,e6523dbf-190a-4a1b-a440-869c2603c73d,3.2911,0.3005,1,3,222,204,3,360,450,861,-1,-1,0,0,0,0
8,8,491,-168.3604,3.2911,-57.0126,0.9593,e6523dbf-190a-4a1b-a440-869c2603c73d,3.2911,0.3005,1,3,222,204,3,360,449,865,-1,-1,0,0,0,0
9,9,523,-129.7067,3.2911,-52.538,-5.4751,e6523dbf-190a-4a1b-a440-869c2603c73d,3.2911,0.3005,1,3,222,204,3,360,445,814,-1,-1,0,0,0,0
