gen,tpg-gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-teams,champ-learners,champ-bid-inst,champ-act-inst,champ-real-acts,pop-roots,pop-teams,pop-learners,hh-learners-rem,hh-teams-affected,b-teams,b-learners,b-teams-new,b-learners-new
0,0,338,-204.6935,-5.6971,-114.5715,-5.6971,4c2a471d-8456-4f5b-82ad-18cfa616d19b,-5.6971,2.5061,1,2,95,80,2,360,360,720,-1,-1,0,0,0,0
1,1,278,-190.7155,-5.6971,-104.3243,-13.1751,4c2a471d-8456-4f5b-82ad-18cfa616d19b,-5.6971,2.5061,1,2,95,80,2,361,416,729,-1,-1,0,0,0,0
2,2,290,-156.2733,-5.6971,-98.2566,-23.0206,4c2a471d-8456-4f5b-82ad-18cfa616d19b,-5.6971,2.5061,1,2,95,80,2,361,449,808,-1,-1,0,0,0,0
3,3,271,-201.6347,-5.6971,-92.9371,-34.5754,4c2a471d-8456-4f5b-82ad-18cfa616d19b,-5.6971,2.5061,1,2,95,80,2,361,446,801,-1,-1,0,0,0,0
4,4,316,-137.3343,-5.6971,-85.8905,-6.1326,4c2a471d-8456-4f5b-82ad-18cfa616d19b,-5.6971,2.5061,1,2,95,80,2,361,443,809,-1,-1,0,0,0,0
5,5,388,-132.496,-3.9563,-80.0812,-3.9563,826b5fdf-2d05-476a-8beb-d6a368dd893d,-3.9563,4.7615,3,8,479,292,6,360,450,826,-1,-1,0,0,0,0
6,6,488,-120.2505,-3.9563,-69.5586,-10.8492,826b5fdf-2d05-476a-8beb-d6a368dd893d,-3.9563,4.7615,3,8,479,292,6,360,461,842,-1,-1,0,0,0,0
7,7,422,-200.2179,0.7308,-63.7155,0.7308,7e652e3e-1554-425b-8687-71898739b79b,0.7308,1.3952,1,3,158,88,3,360,444,822,-1,-1,0,0,0,0
8,8,514,-173.2393,2.1003,-58.2865,2.1003,371bdc15-5351-4cef-8dee-161cdd9a5f93,2.1003,3.8396,3,6,391,49,4,360,457,855,-1,-1,0,0,0,0
9,9,515,-140.4361,2.1003,-49.3891,-1.2241,371bdc15-5351-4cef-8dee-161cdd9a5f93,2.1003,3.8396,3,6,391,49,4,360,454,907,-1,-1,0,0,0,0
10,10,497,-128.4611,2.1003,-48.6783,0.8946,371bdc15-5351-4cef-8dee-161cdd9a5f93,2.1003,3.8396,3,6,391,49,4,360,447,869,-1,-1,0,0,0,0
11,11,439,-157.9959,3.5079,-61.6886,3.5079,25b59424-37f0-49f3-a0c1-78a4346a0f0d,3.5079,4.7703,1,4,229,208,4,361,486,1155,-1,-1,0,0,0,0
12,12,480,-130.4893,3.6593,-42.9454,3.6593,52a30811-10d5-4b3f-9d15-ec6278a4f856,3.6593,4.6858,1,4,230,207,4,360,480,990,-1,-1,0,0,0,0
13,13,473,-129.9613,6.9285,-41.7738,6.9285,a734e79d-9e84-4967-8137-63176c87adc3,6.9285,1.3008,3,8,442,147,6,360,475,971,-1,-1,0,0,0,0
14,14,488,-127.4465,6.9285,-34.8077,3.6323,a734e79d-9e84-4967-8137-63176c87adc3,6.9285,1.3008,3,8,442,147,6,360,468,941,-1,-1,0,0,0,0
15,15,449,-129.9781,6.9285,-37.2792,1.9381,a734e79d-9e84-4967-8137-63176c87adc3,6.9285,1.3008,3,8,442,147,6,360,464,943,-1,-1,0,0,0,0
16,16,426,-139.3048,6.9285,-51.5828,1.9452,a734e79d-9e84-4967-8137-63176c87adc3,6.9285,1.3008,3,8,442,147,6,360,498,1222,-1,-1,0,0,0,0
