gen,tpg-gen,gen-time,fit-min,fit-max,fit-avg,gen-max,champ-id,champ-mean,champ-std,champ-teams,champ-learners,champ-bid-inst,champ-act-inst,champ-real-acts,pop-roots,pop-teams,pop-learners,hh-learners-rem,hh-teams-affected,b-teams,b-learners,b-teams-new,b-learners-new
0,0,353,-187.9829,-14.3885,-110.3705,-14.3885,8a72a2ed-1723-4302-bfc7-855380626d1e,-14.3885,51.2025,1,2,208,119,2,360,360,720,-1,-1,0,0,0,0
1,1,247,-166.1785,4.8306,-103.2725,4.8306,36288064-8c0b-4ce6-a06a-80771deed719,4.8306,3.6251,1,2,208,119,2,360,417,719,-1,-1,0,0,0,0
2,2,250,-131.5645,4.8306,-95.8996,1.2104,36288064-8c0b-4ce6-a06a-80771deed719,4.8306,3.6251,1,2,208,119,2,361,436,765,-1,-1,0,0,0,0
3,3,297,-204.7535,4.8306,-88.9275,-7.8951,36288064-8c0b-4ce6-a06a-80771deed719,4.8306,3.6251,1,2,208,119,2,361,450,796,-1,-1,0,0,0,0
4,4,327,-164.8264,4.8306,-81.5708,4.2175,36288064-8c0b-4ce6-a06a-80771deed719,4.8306,3.6251,1,2,208,119,2,361,449,832,-1,-1,0,0,0,0
5,5,367,-190.5761,12.3666,-74.1614,12.3666,db2a78ed-ff7d-461c-a030-7e1caf5ea543,12.3666,5.7329,2,4,267,137,3,361,453,860,-1,-1,0,0,0,0
6,6,445,-136.2342,22.6582,-66.4408,22.6582,67b7f033-2d98-4fc6-a30d-25b5c3a81750,22.6582,5.7099,1,2,132,75,2,360,463,875,-1,-1,0,0,0,0
7,7,451,-142.3499,22.6582,-55.5046,10.2139,67b7f033-2d98-4fc6-a30d-25b5c3a81750,22.6582,5.7099,1,2,132,75,2,360,456,888,-1,-1,0,0,0,0
8,8,472,-125.6895,22.6582,-51.3979,14.6632,67b7f033-2d98-4fc6-a30d-25b5c3a81750,22.6582,5.7099,1,2,132,75,2,361,462,910,-1,-1,0,0,0,0
9,9,433,-140.7695,39.1739,-44.9668,39.1739,1f4765e2-bc62-43d2-be8d-3b1ed5007eca,39.1739,78.1401,1,2,151,133,2,361,455,886,-1,-1,0,0,0,0
10,10,391,-138.2286,39.1739,-45.4579,9.0075,1f4765e2-bc62-43d2-be8d-3b1ed5007eca,39.1739,78.1401,1,2,151,133,2,360,452,887,-1,-1,0,0,0,0
11,11,452,-212.317,39.1739,-59.0259,13.8206,1f4765e2-bc62-43d2-be8d-3b1ed5007eca,39.1739,78.1401,1,2,151,133,2,361,507,1225,-1,-1,0,0,0,0
12,12,378,-144.7412,44.9664,-35.8111,44.9664,bd6a263f-e5ac-4573-a1a6-59b2e877fbfd,44.9664,51.9976,1,2,151,133,2,360,476,987,-1,-1,0,0,0,0
